geoid10,POP10,long,lat
170318404001020,0,-87.66898,41.8348
170318404001046,120,-87.66894,41.83389
170318404001051,73,-87.66467,41.83328
170315907002029,127,-87.66689,41.82387
170317402002006,30,-87.71955,41.70205
170317501002005,67,-87.64911,41.69751
170317502001005,11,-87.66381,41.69816
170317207001011,77,-87.66795,41.70434
170317206001007,21,-87.67978,41.70616
170317206002005,31,-87.67693,41.70188
170317205002008,43,-87.68498,41.70522
170317203003011,38,-87.67965,41.71096
170317203003006,18,-87.68113,41.71289
170317203002001,0,-87.6766,41.72077
170317201001012,27,-87.67634,41.72214
170317203002025,46,-87.67987,41.71825
170317203004006,71,-87.67977,41.7155
170317203002023,28,-87.67865,41.71826
170317202003035,7,-87.66676,41.70913
170317207001000,4,-87.66787,41.70639
170317202003044,68,-87.66454,41.70713
170317112004055,9,-87.67316,41.73742
170317112004063,33,-87.67134,41.73818
170317112004037,36,-87.67566,41.74177
170317112002009,20,-87.66345,41.73853
170317112002020,0,-87.66339,41.73694
170317114001007,41,-87.66091,41.73465
170317113001013,47,-87.66759,41.73457
170317113002003,50,-87.66512,41.73325
170317303001033,30,-87.66498,41.72639
170317302013023,76,-87.65828,41.72766
170317114001018,64,-87.65964,41.73316
170317302013014,54,-87.65651,41.72974
170317302012012,62,-87.65397,41.72589
170317302015007,44,-87.65818,41.724
170317302021021,0,-87.64896,41.72667
170317114002012,47,-87.64938,41.73479
170317114002013,32,-87.64877,41.73481
170317110003015,39,-87.64881,41.73726
170317111002013,29,-87.65612,41.73716
170317111002020,0,-87.65641,41.7365
170317114003010,37,-87.65543,41.73471
170317110003004,70,-87.65129,41.73869
170317111002000,54,-87.65736,41.73861
170317110001009,48,-87.65256,41.7405
170317111001002,98,-87.65504,41.74228
170317107004004,111,-87.65873,41.74406
170317105001013,120,-87.66545,41.74578
170317106001007,69,-87.66004,41.74767
170317105004001,5,-87.67251,41.75
170317104006009,45,-87.67469,41.75135
170317104003007,94,-87.66984,41.75139
170317104001014,88,-87.66629,41.75487
170317104005006,77,-87.67417,41.75477
170317104004013,35,-87.66753,41.75621
170317103001024,9,-87.66263,41.75241
170317103001020,0,-87.66268,41.75377
170317103001006,9,-87.65949,41.75428
170317103001016,94,-87.66065,41.75153
170317103001023,166,-87.6623,41.75151
170317104002010,45,-87.66438,41.75146
170317105001000,13,-87.66373,41.74944
170317106002004,85,-87.66189,41.74926
170317107001011,0,-87.65674,41.75024
170317108001002,76,-87.64559,41.75173
170317102002013,59,-87.64683,41.75333
170313005001009,92,-87.7205,41.84908
170310813005001,238,-87.62103,41.89906
170318368001005,11,-87.71531,41.88767
170310203011004,0,-87.70669,42.0097
170310203012002,121,-87.70754,42.00384
170310314002004,2,-87.64699,41.95677
170318315001047,0,-87.78703,41.92469
170319800001094,0,-87.88999,41.99709
170318421002019,0,-87.73364,41.8955
170312305002006,48,-87.73933,41.91082
170318414002003,0,-87.71698,41.8538
170318331001009,0,-87.65504,41.88161
170318331001008,0,-87.65393,41.88169
170318331001003,0,-87.64916,41.88174
170313201003005,0,-87.61712,41.88762
170312002004015,123,-87.74031,41.92754
170312106011000,89,-87.70846,41.93845
170318325002045,0,-87.66306,41.91919
170312402001006,150,-87.67051,41.9133
170312520003018,63,-87.77078,41.88043
170312520002008,198,-87.76858,41.88148
170312505002031,0,-87.79048,41.90931
170312505003017,40,-87.79632,41.91015
170312827001013,36,-87.68754,41.86684
170318310001009,8,-87.6777,41.91174
170318305001011,133,-87.72521,41.83434
170318305002014,56,-87.72156,41.83578
170312309002010,173,-87.71051,41.9044
170312309002011,101,-87.70838,41.90442
170318429004078,0,-87.66787,41.86346
170313102001017,70,-87.64303,41.85553
170311002001001,0,-87.78789,41.99952
170312505004005,38,-87.79589,41.91516
170312505007010,12,-87.80508,41.91597
170312226001016,48,-87.70552,41.91514
170318312002027,55,-87.73532,41.91422
170312505001017,48,-87.79277,41.91359
170312505004009,57,-87.79643,41.91356
170312505004022,55,-87.79765,41.91354
170312226001013,165,-87.70276,41.91474
170312505007013,25,-87.8046,41.91506
170312508002003,90,-87.74971,41.90481
170312512004010,116,-87.76231,41.90103
170312503002010,92,-87.76211,41.91058
170312520004011,91,-87.77305,41.88609
170312519001008,31,-87.7592,41.8834
170312909004011,99,-87.73279,41.86493
170313018021001,41,-87.72567,41.84582
170313018021017,6,-87.72538,41.84448
170318432002058,47,-87.67229,41.85051
170318413001013,67,-87.67848,41.84986
170312304001011,124,-87.71689,41.91116
170312522025007,154,-87.74744,41.87472
170318314001008,7,-87.74526,41.87258
170312522025012,135,-87.7474,41.87333
170312522021013,42,-87.74162,41.87719
170312315003007,15,-87.71558,41.8905
170318368001025,51,-87.7142,41.88567
170312712001004,5,-87.70366,41.87999
170318370002005,112,-87.69754,41.88176
170312431002003,83,-87.67574,41.89252
170318415001017,48,-87.71018,41.86403
170312507002015,36,-87.75612,41.90271
170312513001010,63,-87.76652,41.90101
170318415001001,34,-87.70747,41.86614
170312505002005,102,-87.78957,41.91181
170312505002009,42,-87.79212,41.91178
170312505003002,44,-87.79637,41.91173
170312505003007,51,-87.79995,41.91169
170312505007028,0,-87.80355,41.90974
170312508001001,4,-87.75162,41.90929
170312506001001,58,-87.76772,41.9091
170312506001000,0,-87.76646,41.90908
170312507001003,48,-87.75746,41.90832
170312508001016,95,-87.75251,41.90682
170312507001013,129,-87.75869,41.90675
170312506001006,127,-87.76613,41.90666
170318313001026,20,-87.74636,41.90554
170312506004015,109,-87.7752,41.90653
170312508002002,71,-87.74971,41.90527
170312507004010,45,-87.76548,41.90532
170312503001013,0,-87.75963,41.91412
170312503001014,8,-87.75796,41.91391
170312502001018,84,-87.75457,41.91249
170312502002000,0,-87.74626,41.91192
170312422001021,126,-87.67504,41.90049
170312423001023,50,-87.67745,41.90001
170312512004012,98,-87.76229,41.90013
170318383002008,0,-87.63459,41.89937
170312423002002,77,-87.68054,41.89926
170312513005006,92,-87.77377,41.89951
170312513005005,61,-87.77439,41.89951
170312423002008,50,-87.67835,41.89839
170312804001023,14,-87.6731,41.88582
170312423002011,43,-87.67984,41.89814
170312423002014,75,-87.68079,41.8979
170312424002010,11,-87.68663,41.89802
170312512002001,137,-87.75659,41.89766
170312512003007,55,-87.76035,41.89605
170312512003011,81,-87.76213,41.89557
170310816001002,511,-87.62927,41.89284
170310815002013,29,-87.62741,41.89228
170310816001006,18,-87.62884,41.89066
170312520001006,37,-87.7663,41.88622
170312415002003,39,-87.67033,41.90796
170312415003007,29,-87.67343,41.90977
170312519004010,128,-87.76122,41.88159
170312519003010,266,-87.76381,41.88646
170318386001005,50,-87.70357,41.86759
170318386002006,1,-87.70016,41.86672
170312435001040,12,-87.65282,41.88918
170312909002014,53,-87.7259,41.85997
170312909003022,16,-87.73138,41.85966
170318429004054,9,-87.68379,41.86421
170312916001002,35,-87.69382,41.859
170312916001004,221,-87.69521,41.85811
170312504004004,108,-87.77805,41.91196
170312504005021,69,-87.77927,41.91195
170312504001012,86,-87.77317,41.9136
170312504004006,50,-87.77861,41.91038
170312504004008,102,-87.77739,41.9104
170312504003009,77,-87.77306,41.91045
170312504003006,93,-87.77496,41.91043
170312504002018,38,-87.76766,41.91051
170312504002007,50,-87.76942,41.91049
170312503002001,61,-87.75663,41.91066
170312304001001,114,-87.71847,41.91297
170312302001010,154,-87.71212,41.91123
170312302001009,102,-87.71295,41.91123
170313018012012,120,-87.73334,41.84299
170313018012014,128,-87.73211,41.843
170313018012017,137,-87.73208,41.84139
170313018023002,13,-87.72756,41.84396
170313017013007,163,-87.72356,41.8415
170313017011002,201,-87.71628,41.84344
170313016001007,134,-87.71136,41.84169
170318408001006,183,-87.70714,41.84335
170318408001016,0,-87.70647,41.84176
170313018011007,164,-87.73565,41.8395
170313018011004,125,-87.73385,41.83953
170313018032017,75,-87.72618,41.83707
170313018032008,136,-87.72894,41.83796
170313017023002,123,-87.71619,41.83978
170313017023001,109,-87.71559,41.83979
170313016002005,137,-87.71314,41.83983
170318408002005,165,-87.70827,41.83992
170318305002016,77,-87.72036,41.83582
170318305003013,102,-87.71972,41.83425
170318305003017,115,-87.72217,41.83422
170312306003018,22,-87.72915,41.90653
170312306003011,0,-87.72953,41.90717
170312307004011,2,-87.72588,41.90961
170312307004009,99,-87.72437,41.90875
170312308001002,78,-87.71552,41.90972
170312309003002,96,-87.71312,41.90977
170312425002005,148,-87.68842,41.89822
170312425001000,0,-87.68741,41.90255
170312425001005,92,-87.68846,41.90184
170312411001020,42,-87.68887,41.90325
170312411002019,88,-87.68982,41.90415
170312309001020,84,-87.70855,41.90713
170312309001021,41,-87.70732,41.90692
170312309002001,81,-87.70852,41.90622
170312309002000,73,-87.70731,41.90602
170312309003006,181,-87.71306,41.90798
170318421001001,0,-87.73737,41.90226
170318421003006,112,-87.73136,41.89642
170318421002005,73,-87.73478,41.89773
170312306005006,114,-87.73494,41.90366
170318421005010,96,-87.72705,41.89649
170312312005017,54,-87.72581,41.89652
170318421004009,108,-87.73242,41.90188
170312306004016,203,-87.73253,41.90596
170312306005003,184,-87.73252,41.90461
170312306001005,75,-87.72741,41.90872
170312306003010,90,-87.73107,41.90886
170312306003006,80,-87.72926,41.90901
170312306003014,41,-87.73039,41.90678
170312307002018,13,-87.7169,41.90366
170312307003014,22,-87.72484,41.90473
170312307003021,106,-87.72296,41.90375
170312307002010,14,-87.71969,41.90435
170312312004002,37,-87.72323,41.90246
170312309002012,76,-87.70716,41.90421
170312309002016,78,-87.70834,41.90351
170318366002021,65,-87.71083,41.90142
170318366002020,149,-87.7103,41.9013
170318366001023,49,-87.7136,41.89663
170312312003000,121,-87.72037,41.89816
170312312002008,60,-87.71849,41.8966
170312301001009,73,-87.70488,41.91284
170318324002014,108,-87.68856,41.91462
170312427001010,154,-87.70011,41.89713
170312409001014,0,-87.69718,41.90081
170312409001019,21,-87.69996,41.90265
170312426001006,104,-87.69529,41.90454
170312426004001,41,-87.69588,41.89998
170312405001020,96,-87.68449,41.91151
170312414003012,30,-87.67175,41.90466
170312414003005,79,-87.66821,41.90421
170312402001004,15,-87.67203,41.91406
170312403001001,17,-87.6745,41.91403
170312403001006,64,-87.67418,41.91327
170312403001011,20,-87.67419,41.91254
170312422001004,48,-87.67666,41.90297
170312423001009,47,-87.67844,41.90201
170312423001008,45,-87.67747,41.9018
170312423001015,42,-87.67844,41.90157
170312423001025,67,-87.67841,41.90067
170312422001026,102,-87.67687,41.90047
170312422001008,19,-87.67267,41.90277
170312422001000,2,-87.67306,41.90302
170312422002015,87,-87.67254,41.89736
170312403001008,65,-87.6754,41.91325
170312403001027,84,-87.67535,41.91126
170312412002003,79,-87.68567,41.9094
170312412002010,135,-87.6862,41.90577
170312413001019,20,-87.6801,41.90521
170312424001007,66,-87.68574,41.90099
170312423001011,51,-87.67992,41.90176
170312423001016,29,-87.67992,41.90087
170312421003025,0,-87.66913,41.89669
170312420001010,112,-87.664,41.89907
170318423001093,93,-87.66147,41.89829
170312420003001,75,-87.66497,41.90208
170312416001013,28,-87.66484,41.90721
170318423001017,2,-87.66081,41.91097
170318423001016,17,-87.66201,41.91121
170318326001011,38,-87.65218,41.91197
170318326003018,24,-87.65113,41.914
170318326001002,80,-87.64983,41.91299
170312517001038,1,-87.74596,41.89003
170310812023000,632,-87.62631,41.90348
170310812013001,77,-87.62611,41.90139
170310802023005,409,-87.63038,41.90486
170310804003003,21,-87.64165,41.91083
170310804003007,137,-87.64259,41.90734
170310803003008,32,-87.63687,41.90786
170310803003006,270,-87.63614,41.90958
170318383001013,21,-87.6376,41.90089
170310818002043,225,-87.63612,41.89335
170310810005006,7,-87.63163,41.8973
170310817001009,75,-87.6332,41.89581
170310817001013,72,-87.63154,41.89525
170310817002030,0,-87.63311,41.8926
170310817002032,0,-87.6331,41.89179
170310817002050,35,-87.63303,41.89019
170312515003002,142,-87.761,41.89393
170312515001004,58,-87.75834,41.89395
170312515002013,48,-87.75573,41.88838
170312514001010,69,-87.76896,41.89264
170312515004007,190,-87.76385,41.8902
170312519003004,32,-87.76142,41.8865
170312514002008,149,-87.76888,41.89035
170312519002009,61,-87.75618,41.88619
170312517001010,43,-87.74429,41.89385
170312517001024,62,-87.74429,41.89342
170312517001023,0,-87.74547,41.89333
170312518005010,31,-87.74814,41.88375
170312518002013,30,-87.75305,41.88369
170312519001014,42,-87.7598,41.88133
170312519001013,75,-87.75847,41.88136
170318314002052,90,-87.77077,41.86664
170318314002047,55,-87.77324,41.86661
170318314002041,93,-87.77207,41.86823
170318314002034,52,-87.76963,41.86867
170312521024007,164,-87.75971,41.87909
170312521022003,192,-87.7632,41.87633
170312521023011,205,-87.75606,41.87361
170312521021000,85,-87.7553,41.87802
170312522013005,35,-87.75414,41.87554
170312521023000,174,-87.75597,41.87425
170312522012000,135,-87.75039,41.8783
170312522013004,251,-87.75131,41.87557
170312522022005,147,-87.74755,41.87743
170312522022001,299,-87.74759,41.87834
170312518003019,99,-87.74409,41.88151
170312605001037,84,-87.73801,41.87466
170312605001036,5,-87.73797,41.87397
170312605001013,159,-87.73657,41.87717
170312315006005,31,-87.72541,41.89454
170312315006027,50,-87.72387,41.89264
170312315006017,86,-87.72051,41.8938
170312315001011,32,-87.71474,41.89455
170312315001007,112,-87.71288,41.89274
170312604001020,60,-87.73909,41.88287
170312604001013,45,-87.73684,41.88517
170312604001002,0,-87.73693,41.88744
170312603001005,20,-87.73192,41.8867
170312602001002,0,-87.72711,41.88753
170312602001010,0,-87.72707,41.88531
170312603001020,41,-87.73529,41.88367
170312602001015,0,-87.7267,41.88442
170312606002011,57,-87.73409,41.8754
170312607002013,70,-87.72914,41.87499
170312607002016,0,-87.72598,41.87457
170318314001020,31,-87.75361,41.87082
170312610001030,33,-87.73091,41.87169
170312610001024,4,-87.73181,41.8722
170312610001025,0,-87.73122,41.8724
170312610001027,18,-87.72995,41.87256
170312610002007,61,-87.72628,41.8716
170312610002000,0,-87.72565,41.8732
170318430002041,0,-87.73832,41.86758
170312315006019,25,-87.72299,41.8938
170318371002005,54,-87.69759,41.88724
170312315005000,40,-87.71921,41.89151
170312315005024,56,-87.72009,41.88885
170312315005001,3,-87.72013,41.89082
170312608001011,96,-87.72228,41.87824
170312608002010,88,-87.72088,41.87488
170312714001008,41,-87.71421,41.8786
170312713001007,121,-87.70976,41.8781
170312713001027,0,-87.7105,41.87644
170318380001019,6,-87.68313,41.87929
170318374001007,3,-87.69343,41.88133
170312609001007,85,-87.72175,41.87146
170312609002003,79,-87.72418,41.87233
170312609002007,46,-87.72443,41.87096
170312705001047,95,-87.71855,41.87105
170313006001020,78,-87.71523,41.84911
170313007001021,103,-87.71217,41.84879
170318121002011,99,-87.77565,41.90108
170318133022005,55,-87.74903,41.8656
170318382001012,72,-87.68025,41.87102
170318382001015,37,-87.6811,41.87121
170318374001005,28,-87.69259,41.8818
170318374001015,58,-87.695,41.87813
170318374002004,15,-87.69332,41.87816
170312428001010,80,-87.6905,41.89456
170318370001011,31,-87.69926,41.87717
170318370001014,11,-87.69644,41.87668
170318374001019,6,-87.69591,41.8769
170318370001029,67,-87.69767,41.87461
170318373001011,87,-87.70432,41.8721
170318373001021,53,-87.70425,41.87029
170318373001018,42,-87.70425,41.86984
170312718001007,44,-87.69994,41.87161
170318381002024,0,-87.67353,41.87857
170312431001006,142,-87.6758,41.89434
170312432001006,114,-87.6709,41.89442
170312433001010,59,-87.66481,41.89452
170318374002021,0,-87.69215,41.87438
170312827002016,0,-87.68941,41.87404
170312827002015,26,-87.69012,41.87404
170312827002019,52,-87.68654,41.87344
170312827002027,67,-87.6877,41.87228
170312828001016,26,-87.68455,41.86801
170318429004013,0,-87.67991,41.86635
170318429004106,0,-87.67247,41.86341
170318429004019,0,-87.66802,41.86613
170312429002007,30,-87.68305,41.89127
170312429002006,2,-87.68398,41.89124
170312429002004,22,-87.68519,41.89141
170318378001042,0,-87.68945,41.88137
170312429002022,0,-87.68448,41.88909
170312429001007,65,-87.68284,41.89468
170312430002005,132,-87.68067,41.89335
170318378001025,125,-87.68278,41.88282
170312433002014,93,-87.66617,41.89268
170312433002011,58,-87.66352,41.89199
170318330002029,0,-87.66218,41.88679
170318381002040,0,-87.66843,41.87792
170318381002031,28,-87.66724,41.87825
170318330002027,0,-87.66403,41.88598
170312435001008,85,-87.65611,41.89273
170312435001024,19,-87.65652,41.89078
170313005002002,172,-87.72128,41.84705
170313005002010,132,-87.72305,41.84539
170313006002013,69,-87.71635,41.84529
170313006002009,145,-87.71878,41.84525
170318330002010,0,-87.65654,41.88739
170318330002059,0,-87.65519,41.88441
170318330001038,2,-87.65268,41.88536
170313009002000,37,-87.70341,41.85156
170313009002002,3,-87.70494,41.85119
170313009002001,1,-87.70464,41.85154
170313009001004,254,-87.7012,41.8491
170312925004006,0,-87.73435,41.85734
170312925001008,69,-87.72637,41.856
170312925003008,101,-87.7309,41.85319
170312925004022,66,-87.73093,41.85455
170318434001021,34,-87.73167,41.85111
170318434001030,104,-87.73309,41.84976
170313009002019,111,-87.70291,41.84523
170313005001010,52,-87.72009,41.84874
170313008001009,84,-87.70614,41.85083
170313011001008,126,-87.69852,41.84663
170313012003009,253,-87.69413,41.84851
170313012001002,58,-87.69422,41.85169
170318407003022,273,-87.69178,41.85218
170318407003014,163,-87.69181,41.85356
170318387001001,0,-87.71723,41.86602
170318387001017,55,-87.71567,41.86511
170318417001018,67,-87.71092,41.85276
170318416001016,77,-87.70685,41.85449
170318415002000,112,-87.70618,41.86222
170318415002009,10,-87.70643,41.8614
170318387004000,73,-87.71605,41.86172
170318387004007,15,-87.71683,41.86152
170318387002002,51,-87.72202,41.86233
170318387002018,0,-87.72313,41.85911
170318387002011,47,-87.72414,41.8614
170312922003005,77,-87.71911,41.85608
170312924002016,63,-87.72323,41.85308
170312924002021,35,-87.7202,41.85362
170318413003024,0,-87.68492,41.84527
170318413002030,14,-87.68434,41.84909
170318416001013,291,-87.70567,41.85629
170318412002017,143,-87.68454,41.85643
170318412002004,58,-87.67903,41.85783
170313108003002,202,-87.66981,41.85569
170313109003008,224,-87.67717,41.85559
170313109001010,30,-87.67472,41.85563
170313109001011,122,-87.67227,41.85566
170313108003012,120,-87.66977,41.85387
170318413003010,77,-87.6843,41.84774
170313102001012,49,-87.64224,41.85702
170310815003005,0,-87.6248,41.89074
170318330002083,37,-87.65499,41.88322
170318330001067,0,-87.64916,41.88292
170318329002014,0,-87.65766,41.87399
170318429003000,0,-87.65792,41.86679
170313106001003,45,-87.65737,41.85885
170318330002100,28,-87.66036,41.88219
170313106003003,123,-87.65912,41.85566
170318330002110,13,-87.65492,41.88186
170318331003005,209,-87.65745,41.88096
170313106003022,0,-87.66001,41.85449
170313106003015,125,-87.65905,41.85472
170313106002002,182,-87.65796,41.85703
170313106003001,166,-87.65727,41.85522
170318429002008,9,-87.66526,41.86469
170313104001003,142,-87.6531,41.85913
170318423002043,17,-87.64472,41.89067
170312801002018,0,-87.64309,41.8838
170313204001036,1,-87.62733,41.87886
170313301003009,767,-87.62445,41.86246
170318391001048,0,-87.63412,41.88417
170313105001008,79,-87.65507,41.85627
170313105001022,66,-87.6561,41.85625
170313102002007,0,-87.64574,41.85934
170313102002024,2,-87.64564,41.85654
170313105001015,79,-87.65395,41.85558
170313102002027,18,-87.64579,41.85443
170318368001000,0,-87.71242,41.88803
170312503004009,0,-87.76575,41.91384
170318121001019,91,-87.77576,41.9049
170318122004005,16,-87.80036,41.90869
170318131001021,109,-87.77461,41.86954
170318133013001,16,-87.75145,41.86556
170318133011000,20,-87.75268,41.86554
170318121001018,88,-87.77582,41.90643
170318125001021,120,-87.7755,41.8937
170318131001020,47,-87.77489,41.87022
170310505005007,67,-87.68617,41.94791
170311511002012,86,-87.76039,41.93934
170311103002009,33,-87.78556,41.97837
170311001005002,30,-87.78395,41.99099
170310205004005,103,-87.68535,41.99869
170310308003013,103,-87.66657,41.97919
170310308004008,69,-87.6651,41.97762
170310311003000,76,-87.66625,41.976
170311605012007,168,-87.71398,41.9584
170311708003016,68,-87.81471,41.93903
170310408002003,15,-87.69433,41.96376
170310902003002,20,-87.81375,42.00383
170310902003005,22,-87.81462,42.00306
170310902003012,32,-87.81214,42.00173
170310902003008,27,-87.81324,42.00219
170311101004015,12,-87.77341,41.98737
170311101002000,30,-87.77247,41.98693
170311101002012,38,-87.77017,41.98572
170311101002001,71,-87.77221,41.98573
170310406002005,54,-87.68511,41.96614
170310407002011,104,-87.69247,41.96505
170310406002016,70,-87.68791,41.96533
170310409001005,42,-87.6842,41.9643
170311408003019,33,-87.70002,41.96238
170311408003021,0,-87.70152,41.96146
170310312004004,279,-87.65526,41.97244
170311502005011,52,-87.75116,41.95908
170311402003017,261,-87.71736,41.96949
170311105013017,8,-87.75555,41.975
170311503001009,39,-87.75978,41.96602
170311408001007,135,-87.7047,41.96539
170311408003002,14,-87.70286,41.96452
170310604003007,0,-87.6678,41.95153
170310603001017,43,-87.67082,41.95222
170310603001023,45,-87.67049,41.95153
170311606011009,118,-87.7054,41.95847
170311606012000,77,-87.70241,41.96031
170311606013013,76,-87.69867,41.9585
170318316003014,54,-87.80231,41.92966
170311606013001,0,-87.69876,41.96034
170310503002011,25,-87.68881,41.95539
170310503002009,23,-87.69,41.95426
170310503003002,0,-87.69265,41.95425
170310503002010,9,-87.6888,41.95449
170311702002001,63,-87.78027,41.94824
170310603002008,109,-87.67278,41.94809
170310505004009,41,-87.6828,41.94704
170310505004008,55,-87.68401,41.94702
170318317001033,56,-87.74565,41.95136
170318316001012,101,-87.79569,41.92815
170318316001009,50,-87.79753,41.92814
170318316001016,105,-87.79324,41.92817
170318319001015,95,-87.66728,41.94428
170310509001008,60,-87.6861,41.94561
170318319001009,61,-87.66609,41.94587
170318319001007,51,-87.66732,41.94586
170310508001012,76,-87.68063,41.94568
170311511004000,67,-87.76306,41.94569
170318319002015,18,-87.67311,41.94441
170311704004007,25,-87.81312,41.95191
170311006004040,45,-87.7969,41.981
170311003005016,25,-87.80713,41.99493
170311003006000,54,-87.8086,41.99332
170311003004002,45,-87.80591,41.99434
170311001005020,90,-87.78674,41.98746
170311301003050,52,-87.71982,41.99132
170311301002019,41,-87.72107,41.99131
170311301003041,21,-87.71555,41.99138
170310207021010,20,-87.70475,41.99635
170310207022012,73,-87.70294,41.99639
170311102002005,86,-87.77776,41.98185
170311102002002,73,-87.77594,41.98201
170311102001000,127,-87.76866,41.98202
170311104002019,49,-87.77154,41.96932
170311105014007,78,-87.76424,41.97428
170311502004002,78,-87.75593,41.96589
170311502004006,36,-87.75347,41.9652
170311502002004,0,-87.75203,41.96774
170311703003001,0,-87.80051,41.95252
170311703003002,42,-87.80018,41.95158
170311703003000,87,-87.79929,41.95251
170311901001003,0,-87.74597,41.93865
170311903002005,119,-87.76303,41.93589
170311904021026,163,-87.76792,41.93582
170311902003002,104,-87.75042,41.93491
170311904011025,47,-87.78553,41.93512
170310508001021,29,-87.6815,41.94342
170310508001010,65,-87.68181,41.94432
170310509001024,47,-87.68393,41.94339
170310509001014,78,-87.68423,41.94429
170310509001016,83,-87.68546,41.94428
170310624001002,78,-87.66724,41.94314
170318315001009,43,-87.78986,41.93712
170311902001009,94,-87.75051,41.93763
170311904011012,51,-87.77981,41.93725
170311904021015,46,-87.7716,41.93736
170311904021036,104,-87.77527,41.93732
170311512001010,0,-87.76696,41.94358
170310624001005,83,-87.66723,41.94268
170311511001012,112,-87.75804,41.94301
170311512001014,64,-87.77031,41.94287
170311511002000,104,-87.75802,41.9421
170310512002002,69,-87.67523,41.9412
170310512002010,55,-87.67718,41.94073
170311511003005,82,-87.76537,41.9411
170311512002003,79,-87.77266,41.94101
170311711002006,57,-87.77755,41.94096
170311512002000,6,-87.76689,41.94086
170311512002006,45,-87.77476,41.94052
170311801001017,67,-87.79468,41.93544
170311908001012,109,-87.7502,41.92945
170311907012014,140,-87.76001,41.92842
170311907022003,157,-87.75997,41.92751
170310710001004,0,-87.65815,41.9251
170311907023006,94,-87.76143,41.92519
170311903003016,83,-87.75682,41.93369
170311903003009,109,-87.76542,41.93403
170311904022000,12,-87.76665,41.93401
170311904022006,121,-87.77029,41.93396
170311904012006,68,-87.78062,41.93382
170311903004002,94,-87.75984,41.93295
170311801005008,48,-87.80324,41.93352
170311801005006,62,-87.80447,41.9335
170311903004010,80,-87.76537,41.93243
170311903004011,6,-87.76598,41.93242
170311904022016,153,-87.77569,41.93228
170311002006008,38,-87.80442,41.99909
170311002005008,43,-87.8031,41.99623
170311002007004,27,-87.79851,41.99951
170311002001014,51,-87.79193,41.99845
170311201003014,4,-87.76696,41.99815
170311202001017,15,-87.76289,42.00279
170310207022007,192,-87.70045,41.99486
170310105032007,227,-87.66243,42.00113
170310402012003,34,-87.69743,41.97652
170310402023007,38,-87.69379,41.98064
170310402023014,28,-87.69371,41.97971
170311406023000,25,-87.7219,41.96807
170311406023005,84,-87.72219,41.96717
170310403002004,43,-87.6993,41.9781
170310403002005,76,-87.70206,41.9774
170310309004006,73,-87.67305,41.97726
170310309004010,0,-87.67419,41.97656
170311801005017,66,-87.80561,41.93189
170311907012000,6,-87.75764,41.93116
170310710001011,52,-87.65625,41.92283
170318325002030,68,-87.65989,41.92278
170318325002012,61,-87.66258,41.92184
170312505006009,30,-87.8048,41.92169
170312505007005,39,-87.80467,41.91735
170310902002007,1,-87.81039,42.00481
170310902002005,27,-87.807,42.00491
170310902002030,65,-87.80708,42.00013
170311002006004,35,-87.80382,42.00073
170311002001006,28,-87.79353,42.00074
170311202001030,20,-87.76434,42.00023
170311202001034,11,-87.76363,41.99857
170311202002023,0,-87.76287,41.99756
170311202002022,0,-87.76308,41.99709
170310206012010,147,-87.70425,41.99862
170310206012012,166,-87.70304,41.99864
170310206013006,48,-87.70058,41.99868
170310206023007,108,-87.69631,41.99876
170310206023006,162,-87.69693,41.99875
170310206022003,114,-87.69208,42.00041
170310206022004,73,-87.69271,42.00041
170310206013000,218,-87.69758,42.00033
170310206012000,186,-87.70125,42.00027
170310206011018,46,-87.70311,42.00363
170310206024005,96,-87.69522,42.00376
170310206021008,113,-87.69215,42.00225
170310205003007,154,-87.68176,42.0007
170311001001002,45,-87.78607,41.99715
170311001001018,8,-87.7863,41.9953
170311001001011,25,-87.78559,41.99608
170311001001005,44,-87.78379,41.99601
170310205001016,147,-87.68047,41.99877
170310207023013,125,-87.70035,41.99151
170310209012005,60,-87.6833,41.99339
170311404002014,45,-87.73394,41.96932
170310309002000,94,-87.66899,41.98085
170311407022008,165,-87.71287,41.96227
170311001002037,36,-87.78151,41.98937
170311001001042,16,-87.78381,41.99434
170311001002015,56,-87.77944,41.99321
170311001002022,34,-87.77817,41.99222
170311101005010,27,-87.76887,41.98722
170311101001007,89,-87.76618,41.98633
170318306003001,38,-87.67116,42.00075
170310105032000,0,-87.6611,42.0018
170311003003015,28,-87.79818,41.98692
170311003003013,22,-87.79683,41.9873
170311003003004,26,-87.80116,41.98874
170311003003018,21,-87.79822,41.98606
170311001004012,4,-87.78557,41.98357
170311006004069,27,-87.80498,41.97967
170311006004023,21,-87.80438,41.98148
170311005003004,46,-87.81349,41.97709
170311703004001,36,-87.80297,41.95248
170311704003003,65,-87.81412,41.94769
170311710006025,5,-87.80648,41.93914
170311203001008,35,-87.7356,41.99703
170310208022004,165,-87.69735,41.9931
170310208022009,122,-87.69487,41.99155
170310208021006,43,-87.6937,41.99314
170310208021013,60,-87.69121,41.99158
170310209013013,120,-87.68876,41.9916
170311301003017,35,-87.71994,41.99615
170310505002023,36,-87.68047,41.95071
170310505003010,88,-87.68228,41.94978
170311703002007,73,-87.79768,41.94999
170311703002006,60,-87.79708,41.95
170311703002011,63,-87.79761,41.94817
170311710004004,49,-87.79503,41.94457
170311710005015,89,-87.7987,41.94428
