geoid10,lat,lon,population,lower_areal_unit,access,access_cat,access_sd
17031842400,41.7424751,-87.6300402,5157.0,44.0,0.0,0.0,0.0
17031840300,41.83209420000001,-87.6818817,5881.0,59.0,8.157978945160131,20.0,22.341128893200395
17031841100,41.8510057,-87.6350976,3363.0,34.0,0.6507048952802519,10.0,1.7819955205348008
17031841200,41.8555619,-87.6833421,3710.0,31.0,16.836673630545686,50.0,46.10826998222733
17031838200,41.8704157,-87.67507940000002,3296.0,28.0,7.261582309138459,40.0,19.88629137530357
17031650301,41.774927399999996,-87.7299913,5744.0,65.0,0.12805402858966808,10.0,0.3506838614375938
17031530503,41.6635979,-87.637412,5147.0,53.0,0.0,0.0,0.0
17031760803,41.9753463,-87.8441545,7343.0,76.0,0.0,0.0,0.0
17031540102,41.6673324,-87.60544909999999,3268.0,54.0,0.949190469179324,10.0,2.599416688702472
17031540101,41.650219899999996,-87.5997933,3922.0,54.0,0.8627419449591667,10.0,2.3626720690837484
17031440201,41.7482101,-87.6100747,5343.0,44.0,0.0,0.0,0.0
17031839000,41.871043799999995,-87.6314037,5898.0,32.0,0.0,0.0,0.0
17031030601,41.988887,-87.6549376,3538.0,77.0,1.468079582000108,20.0,4.020426552632685
17031030604,41.98591939999999,-87.6527318,2961.0,77.0,0.6343968748891404,30.0,1.737335000079926
17031020801,41.9868083,-87.6944152,4512.0,2.0,10.226958139503308,40.0,28.007156124809473
17031843300,41.8637638,-87.6925502,3652.0,29.0,14.40971382152333,50.0,39.461890740938266
17031080202,41.905859299999996,-87.63089959999999,3533.0,8.0,4.497781205587456,20.0,12.317451457392945
17031070102,41.9305829,-87.6422022,2656.0,7.0,8.334102136305457,30.0,22.823453123369422
17031031501,41.9672843,-87.65244809999999,3430.0,3.0,25.696188571043365,50.0,70.370598501023
17031031502,41.9636328,-87.6523659,4386.0,3.0,24.226632775279953,50.0,66.34612924588009
17031834900,41.772294099999996,-87.656734,3335.0,67.0,3.4237848816645933,20.0,9.376246231824286
17031834800,41.7836301,-87.6450875,5554.0,68.0,9.337343822344337,20.0,25.570892405757316
17031160502,41.9555843,-87.713088,4568.0,16.0,0.7011005622141808,10.0,1.920007165109792
17031140702,41.9635485,-87.71357590000001,6252.0,14.0,4.893910496560615,20.0,13.402275971833966
17031842000,41.834960200000005,-87.62517079999999,7989.0,35.0,10.963622344713759,30.0,30.024556521433155
17031150402,41.9567979,-87.77204350000001,3695.0,15.0,1.5577584012374723,10.0,4.266017534546238
17031834400,41.776944799999995,-87.59630959999998,4342.0,42.0,0.0,0.0,0.0
17031040201,41.9725805,-87.6940005,6195.0,4.0,25.12957001474794,50.0,68.81887861003389
17031040202,41.979855,-87.6940963,6691.0,4.0,16.592795659524,40.0,45.44039510519787
17031020702,41.9952892,-87.7053885,8232.0,2.0,0.5980488928965721,10.0,1.6377938078112868
17031020802,41.994059,-87.6946301,7942.0,2.0,8.097769346439943,30.0,22.176241190663035
17031020301,42.0068653,-87.7051864,5239.0,2.0,0.2888843546813924,10.0,0.791127636704059
17031838700,41.8625779,-87.7201859,5504.0,29.0,13.956226568121728,50.0,38.219987905962306
17031841500,41.8616224,-87.70791290000001,5079.0,29.0,8.168423291358566,50.0,22.369731379942884
17031838600,41.8678237,-87.7008245,2361.0,29.0,5.834825340205644,30.0,15.979029349197146
17031837300,41.871618700000006,-87.7055517,4802.0,27.0,5.965816245290578,30.0,16.337756028195958
17031837800,41.884750200000006,-87.6841277,4698.0,28.0,8.907848556930995,30.0,24.394693110794506
17031837400,41.8759749,-87.6938017,4542.0,27.0,3.952148196266554,30.0,10.823201782128084
17031836900,41.8818825,-87.706135,6468.0,27.0,7.292725196869247,50.0,19.97157809565148
17031020601,42.000874700000004,-87.7018025,6697.0,2.0,0.3467100213840879,20.0,0.9494867942631262
17031020602,42.001315600000005,-87.6936373,4102.0,2.0,2.993375100779767,20.0,8.19754247979428
17031020302,42.0085408,-87.6949637,4651.0,2.0,5.518630539504712,30.0,15.113110370329194
17031020902,41.9942499,-87.6786969,4195.0,2.0,4.134346413741832,20.0,11.322162846883154
17031010701,42.0091486,-87.6786213,3946.0,1.0,14.09043381957554,50.0,38.58752274802151
17031030103,41.995380600000004,-87.6546958,2238.0,77.0,6.28178868323714,20.0,17.20306605293571
17031030102,41.9933961,-87.6551308,2956.0,77.0,3.7989356765690987,10.0,10.403619839882012
17031010502,42.0045171,-87.66332740000001,3690.0,1.0,11.2253649661131,40.0,30.741354846218737
17031010503,42.000320200000004,-87.6631272,2228.0,1.0,11.31861346478146,20.0,30.996721615592815
17031010702,42.0090199,-87.6727255,5274.0,1.0,16.800561716775018,50.0,46.00937527735569
17031837100,41.8856734,-87.6987204,2744.0,27.0,3.541385799988804,50.0,9.698303605580886
17031837000,41.8783238,-87.6986748,6052.0,27.0,2.899945209322504,30.0,7.9416789550713105
