lower_areal_unit,access
44,0.12672832743060808
59,7.876511584330835
34,22.81758278191735
31,32.15582387642288
28,40.399624009686576
65,4.737927007504887
53,3.802374258151995
76,0.0
54,4.889776018636638
32,6.2851913520615925
77,28.24927716787628
2,16.940124547654115
29,39.14333624919166
8,25.988859649155454
7,15.93279305954386
3,48.84321718390793
67,6.999798339047238
68,16.88629670622208
16,8.431780934910911
14,23.14650976665174
35,30.540264426760974
15,8.371661318915827
42,12.130390734120608
4,38.038965283648196
27,33.71563535262556
1,29.306476610692673
21,9.001497859165172
19,6.5471179588419615
60,3.3871598851849827
25,13.914491346829925
22,17.882288414794797
20,13.577548375378571
6,31.706535366746806
61,20.699513397217103
58,8.48199655083006
56,7.598462171739026
23,33.862467064489024
24,37.30478600427314
5,9.005393184583825
66,23.84591696416268
63,9.094941275812838
69,6.167092746379322
30,33.42104900594039
11,0.0
45,5.716043386494863
18,5.746178576254535
43,14.981027987206396
41,19.35566802444173
73,4.492034686488651
38,33.0882062587847
40,27.474286192555084
13,5.850361979611649
51,1.0965205285268624
46,11.900501194871323
49,9.69543439171826
37,19.86086804026509
33,18.821332308277114
70,0.030993921842136507
36,17.09577419770612
64,0.5482665227536374
50,5.530859979343087
74,0.0
75,0.016752041720554826
39,29.25781589079077
17,4.856616783160833
47,0.0
48,6.763142682276074
71,8.157096729321744
52,6.38893214169459
10,3.0118194168221906
72,0.9299531968501443
57,9.869301998246446
55,0.13956563412694756
26,16.124463825696754
9,0.8704999797191691
12,0.0
62,12.539800710172258
