,ID.org,city,name,state,year
6074,A160,Staten Island,AMETHYST HOUSE,NA,NA
6075,DI3131,Brooklyn,SOUTH SOUTH SLOPE NEIGHBORHOOD ASSOCIATION,NA,NA
6076,A3052,New York,CHILDRENS ONCOLOGY SOCIETY OF NY,NY,1998
6077,N34,Staten Island,CHURCH OF ST CHRISTOPHER GRANT CITY NY,NY,2001
6078,A3449,Woodside,WOODSIDE ANTICRIME COMMITTEE,NY,1999
6079,DI752,Brooklyn,HOWARD HOUSING SENIOR CENTER,NA,NA
6080,A1828,Staten Island,MIDLAND BEACH CIVIC ASSOCIATION,NY,2009
6081,RR9403,New York,SOHO PARTNERSHIP,NA,NA
6082,DI1077,Bronx,BRONXCHESTER BOXING CLUB,NA,NA
6083,DI2918,Brooklyn,MIDDLE SCHOOL 313K SATELLITE WEST MS,NA,NA
6084,RR2671,New York,FOLK MUSIC SOCIETY OF NY,NY,2009
6085,RR6985,Holliswood,ANGELDOCS,NA,NA
6086,DI3243,Brooklyn,BAY RIDGE 150TH ANNIVERSARY COMMITTEE,NA,NA
6087,DI5281,Brooklyn,CORNERSTONE SUPPORT SERVICES,NA,NA
6088,A78.1,New York,ADVOCATES FOR CHILDREN OF NY,NA,NA
6089,A1645,New York,LOCAL DEVELOPMENT OF DEL BARRIO,NY,1997
6090,RR8503,New York,NY STUDIO SCHOOL FKA NY STUDIO SCHOOL OF DRAWING PAINT,NY,2009
6091,DI3146,New York,ANA LUISA GARCIA COMMUNITY CENTER,NA,NA
6092,DI2735,New York,COLONIAL PARK SENIOR CITIZENS,NA,NA
6093,DI834,Brooklyn,CASYM,NA,NA
6094,RR8491,Brooklyn,NYS CHAPTER OF NATIONAL ASSOCIATION OF MINORITY CONTRACTORS,NY,2004
6095,Y5,New York,92ND STREET Y,NA,NA
6096,RR2753,New York,MIDORI FOUNDATION DBA MIDORI AND FRIENDS,NA,NA
6097,DI2796,Jamaica,KINGS AGAINST VIOLENCE INITIATIVE OF EMERGENCY MEDICAL PHYSICIANS OF BROOKLYN,NA,NA
6098,RR8621,Saint Albans,REVELATION PERFORMING ARTS STUDIO,NY,2004
6099,A1011,New York,ENCORE COMMUNITY SERVICES,NA,NA
6100,DI3844,East Elmhust,QUEENS BOROUGH PUBLIC LIBRARYEAST ELMHURST BRANCH,NA,NA
6101,A1969.1,New York,NATIONAL COUNCIL OF JEWISH WOMEN NY SECTION,NA,NA
6102,DI2068,Flushing,ST KEVINS SENIOR CLUB,NA,NA
6103,RR7309,New York,MERCY FOUNDATION,NA,NA
6104,DI3976,NA,COMMERCIAL WASTE BASKETS,NA,NA
6105,A284,Bronx,BARTOWPELL LANDMARK FUND,NY,2008
6106,DI4814,NA,I S 195 ROBERTO CLEMENTE,NA,NA
6107,7,New York,FRIENDS OF DAJ HAMMARSKJOLD PLAZA,NA,NA
6108,DI524,Bronx,MORRIS ACTION CENTER,NA,NA
6109,N427,Bronx,RAIN HOME ATTENDANT SERVICES,NY,2007
6110,DI3649,New York,STEINWAY ESPLANADE GARDENS NORC PROGRAM,NA,NA
6111,DI3519,Brooklyn,PINE STREET BLOCK ASSOCIATION AND COMMUNITY GARDEN,NA,NA
6112,RR2227,Richmond Hill,BABOVE WORLDWIDE INSTITU,NY,2011
6113,A153,New York,AMERICAN STAGE NETWORK,NY,1998
6114,A535,Brooklyn,CENTER FOR LAW AND SOCIAL JUSTICE MEDGAR EVERS COLLEGE,NA,NA
6115,RR2274,Brooklyn,CENTER FOR NURSING AND REHAB,NA,NA
6116,A850,Jamaica,D R C COUNSELING AND DEVELOPMENT MULTISERVICE CENTER,NY,1997
6117,RR4196,New York,VILLAGE ALLIANCE DISTRICT MANAGEMENT ASSOCIATION,NA,NA
6118,DI3747,Jackson Heights,GORMEN PARK PARENT COOPERATIVE PRESCHOOL,NA,NA
6119,RR2910,New York,WEST 5455 STREET BLOCK ASSOCIATION,NA,NA
6120,DI1690,Bronx,NAPRA,NA,NA
6121,DI2155,Little Neck,NORC WITHOUT WALLS,NA,NA
6122,RR8665,Brooklyn,RUGGED CROSS BAPTIST CHURCH,NY,2009
6123,DI1889,Brooklyn,SHAAREI EMUNAH,NA,NA
6124,A2842,Forest Hills,SONGS OF LOVE FOUNDATION,NA,NA
6125,RR8895,New York,URBAN HOMESTEADING ASSISTANCE BOARD UHAB,NA,NA
6126,A2872,Springfield Gardens,SPRINGFIELD ASSEMBLY CHURCH,NY,2001
6127,RR2625,Bronx,CHURCH OF SAVIOR,NY,2009
6128,A1278,NY,HADLEY PLAYERS,NA,NA
6129,DI3745,Bronx,MARIAS GEMS,NA,NA
6130,DI177,Bayside,SELF HELP SCHEUER HOUSE OF BAYSIDE,NA,NA
6131,A2831,Bronx,SOCIAL ACTION CENTER,NY,2004
6132,N327,NA,CENTRAL HARLEM,NA,NA
6133,RR7481,New York,TABRICE HDFC,NY,2003
6134,DI2200,Flushing,QUEENS COLLEGE ASIAN AMERICAN CENTER,NA,NA
6135,DI4997,NA,IS 141 STEINWAY,NA,NA
6136,Y448,Bayside,JAMAICA ESTATES HOLLISWOOD SOUTH BAYSIDE VOLUNTEER AMBULANCE CORPS,NA,NA
6137,Y353,Brooklyn,NATIONAL SOCIETY FOR HEBREW DAY SCHOOLS,NA,NA
6138,RR7925,Staten Island,CSI STATEN ISLAND PROJECT CENTER FOR STUDY OF STATEN ISLAND,NY,2006
6139,RR2912,Brooklyn,WOMEN AGAINST VIOLENCE,NA,NA
6140,A122,Astoria,AMERICAN MUSEUM OF MOVING IMAGE,NA,NA
6141,DI59,East Elmhurst,RAIDERS YOUTH FOOTBALL,NA,NA
6142,A2306,Richmond Hill,ONCE UPON A TIME,NY,2003
6143,DI5179,NA,NYS ASSOCIATION OF AFRICAN AMERICAN CHAMBER OF COMMERCE,NA,NA
6144,DI1268,New York,BRIDGE TO MEDICINE,NA,NA
6145,A1393,Brooklyn,HOYT STREET ASSOCIATION INCORPORATION,NY,2008
6146,RR7174,New York,FUTURES AND OPTIONS,NY,2004
6147,C4160,Brooklyn,NY FOUNDATION FOR ARTS,NY,2010
6148,DI883,Corona,LEARNING ANGELS AFTERSCHOOL HOMEWORK ASST,NA,NA
6149,DI3751,New York,TALENTED SENIORS AND YOUTH ON MOVE,NA,NA
6150,A1740,New York,ML WILSON BOYS AND GIRLS CLUB,NA,NA
6151,RR7339,New York,NEW LEADERS,NY,2004
6152,DI35,Brooklyn,ST JOHN RECREATION CENTER,NA,NA
6153,DI1208,New York,OFFICE OF APPELLATE DEFENDER OAD,NA,NA
6154,DI1537,Bronx,ROSE F KENNEDY,NA,NA
6155,N42,Far Rockaway,COMMUNITIES ACTING TO HEIGHTEN AWARENESS AND LEARNING,NY,2006
6156,RR8486,New York,NY PRESBYTERIAN HOSPITAL COLUMBIA U IRVING RESEARCH CENTER,NY,2007
6157,A1832,New York,MILLENNIUM FILM WORKSHOP,NY,2005
6158,DI3981,NA,AGAPE SOCIAL SERVICE MINISTRIESBEULAH,NA,NA
6159,N30,Brooklyn,CENTRAL BROOKLYN JAZZ CONSORTIUM,NA,NA
6160,DI3439,Bronx,AARP MINNEFORD CHAPTER,NA,NA
6161,DI3815,Jamaica,QUEENS ADOLESCENT SERVICES,NA,NA
6162,RR7880,New York,CONGREGATION KEHILATH JESHARUN,NA,NA
6163,A2618,Brooklyn,RESPITE FOUNDATION,NY,2004
6164,DI1388,Staten Island,JOHN NOBLE MUSEUM,NA,NA
6165,A1073,New York,FIREND OF PIER 84,NY,1998
6166,DI4790,NA,HEALTHY START FOR FAMILIES,NA,NA
6167,C4145,St Albans,MONTESSORI PROGRESSIVE LEARNING CENTER,NA,NA
6168,RR8934,Jamaica,WOMEN OF FAITH,NY,2002
6169,DI3622,Brooklyn,REGINA YOUTH ACTIVITIES,NA,NA
6170,E112,Queens,ST JOHNS UNIVERSITY,NA,NA
6171,A462,Jamaica,BROOKS MEMORIAL UNITED METHODIST CHURCH,NA,NA
6172,DI3848,South Richmond Hill,SIKH CULTURAL SOCIETY,NA,NA
6173,DI3047,Brooklyn,HOPE FOR ALL OUTREACH CENTER,NA,NA
6174,A612,New York,CHINESE MUSICAL ART,NA,NA
6175,DI1556,Brooklyn,73RD PRECINCT BASKETBALL TOURNAMENT,NA,NA
6176,DI3445,Brooklyn,GATES AVENUE POLICE ATHLETIC LEAGUE,NA,NA
6177,DI819,New York,ST NICHOLAS HOUSES COMMUNITY ORGANIZATION,NA,NA
6178,RR7893,New York,CONNECT VIOLENCE PROJECT,NY,2003
6179,DI100,Staten Island,PUBLIC SCHOOL 5R,NA,NA
6180,DI607,Brooklyn,PINK HOUSES SENIOR CENTER,NA,NA
6181,N27,New York,BROTHERHOODSISTER SOL,NA,NA
6182,DI3054,Brooklyn,GRAND STREET DISTRICT MANAGEMENT ASSOCIATION,NA,NA
6183,DI2584,New York,SORIANO BASKETBALL SCHOOL,NA,NA
6184,A3203,Bronx,THROGS NECK VOLUNTEER AMBULANCE CORPS,NA,NA
6185,DI723,New York,MET COUNCIL ON JEWISH POVERTY,NA,NA
6186,RR8867,Brooklyn,UNIQUE SOUND ABLEST,NY,2003
6187,DI3024,Bronx,TREMONT OLDER ADULT LUNCHEON CLUB,NA,NA
6188,RR4343,Ridgewood,ALLIED VETS MEM CMTE OF GTR RWOOD AND GLENDALE,NY,2004
6189,DI1931,Brooklyn,MARINE PARK CIVIC ASSOCIATION,NA,NA
6190,DI1593,Bronx,FRIENDS OF CROTONA PARK,NA,NA
6191,RR8307,Brooklyn,MANHATTAN CENTER FOR EARLY LEA MILESTONE SCHOOLCHILD DEVELOP,NY,2006
6192,RR8283,Queens Village,LI JEWISH MEDICAL CENTER NORTH SHORELIJ HEALTH SYS,NY,2009
6193,DI4796,NA,COUNCIL TOWERS III 1170 PENNSYLVANIA AVE,NA,NA
6194,RR4583,Long Island City,ST PATRICKS CHURCH SENIOR GROUP,NY,2007
6195,DI1164,Brooklyn,PROJECT SET,NA,NA
6196,A1955,Brooklyn,NATIONAL ASIANAMER THEATER,NY,2000
6197,N309,Brooklyn,ATERET TORAH CENTER YESHIVAT ATERET TORAH,NY,2009
6198,DI1142,New York,METROPOLITAN WATERFRONT ALLIANCE,NA,NA
6199,DI3878,Flushing,QUEENS COLLEGE FOUNDATION FOR COLDEN CENTER,NA,NA
6200,DI1231,New York,SLE FOUNDATIONLUPUS RESEARCH,NA,NA
6201,DI3615,New York,BUILDING YOUNG MINDS,NA,NA
6202,RR7218,New York,HOTEL PRESERVATION,NY,2002
6203,DI5106,NA,GHETTO FILM SCHOOL AT NEW EXPLORERS HS,NA,NA
6204,DI2830,Jamaica,CONSERVATIVE SYNAGOGUE OF JAMAICA ESTATES,NA,NA
6205,A3353,New York,VINCENT J FONTANA CENTER FOR CHILD PROTECTION,NY,2010
6206,DI459,Laurelton,KICKERS JUNIOR SOCCER LEAGUE OF SOUTHEAST QUEENS,NA,NA
6207,RR2820,Jamaica,PROJECT SAMARITAN HEALTH SERVICES,NY,2007
6208,RR2640,Brooklyn,COMMUNITY OPTIONS NY,NY,2011
6209,DI3684,Brooklyn,FLATBUSH HAITIAN CENTER ON BEHALF OF BROOKLYN CONNECT REFLECT CONNECT MOVE,NA,NA
6210,DI3478,Brooklyn,EITZAH,NA,NA
6211,RR2724,New York,JUST FOOD,NA,NA
6212,DI4158,NA,ITAC,NA,NA
6213,A2404,Brooklyn,PIANOFEST,NY,2000
6214,RR4153,Brooklyn,DOROTHY BENNETT MERCY CENTER,NA,NA
6215,DI2425,Brooklyn,IGLESIA PENTECOSTAL EL EDEN,NA,NA
6216,Y278.3,New York,HARLEM YMCA,NA,NA
6217,DI1392,Ozone Park,NATIVITY YOUTH GROUP,NA,NA
6218,A2553,Laurelton,QUEENS VILLAGE COMMITTEE FOR MENTAL HEALTH FOR JCAP,NA,NA
6219,DI4054,NA,COMRIES DISTRICT PENDING,NA,NA
6220,DI1991,Jackson Heights,AARP CHAPTER 991 JACKSON HEIGHTS,NA,NA
6221,DI4548,NA,SBS MANAGEMENT,NA,NA
6222,DI2490,Staten Island,NY JUNIOR GOLF CLUB,NA,NA
6223,RR4715,New York,RECTOR CHURCHWARDENS AND VEST RYMEN OF CHURCH OF HOL,NY,2011
6224,DI64,New York,HUDSON CLIFFS THEATER ARTS CENTER PSIS 187,NA,NA
6225,RR6980,New York,AMERICAN DIABETES ASSOCIATION,NA,NA
6226,DI1176,Staten Island,YMCA OF STATEN ISLAND,NA,NA
6227,DI125,New York,SOPHIE DAVIS SCHOOL OF BIOMEDICAL EDUCATION CUNY,NA,NA
6228,DI4454,NA,MAGIC MOUNTAIN FUND,NA,NA
6229,A521,NY,CENTER FOR ARTS EDUCATION,NA,NA
6230,RR7344,Whitestone,NORTHSHORE ANTI GRAFFITI,NY,2006
6231,A724,New York,COMMUNITY RESEARCH INITIATIVE ON AIDS DBA AIDS COMMUNITY RESEARCH INITIATIVE OF AMERICA ACRIA,NA,NA
6232,RR8047,New York,FOUR BOROUGH NEIGHBORHOOD PRESERVATION ALLIANCE FNDTION,NY,2008
6233,RR2843,New York,RESEARCH FOUNDATION OF CUNY CUNY LAGUARDIA COMMUNITY COLLE,NY,2009
6234,DI1976,New York,SURVIVORSHIP A TO Z,NA,NA
6235,DI3508,New York,ROOSEVELT ISLAND THEATER AKA MAIN STREET THEATER AND DANCE ALLIANCE,NA,NA
6236,DI2004,Brooklyn,JEWISH COMMUNITY COUNCIL OF CROWN HEIGHTS,NA,NA
6237,DI4403,NA,PRESBYTERIAN SENIOR CENTER,NA,NA
6238,DI976,Bronx,BRONX RIVER COMMUNITY CENTER,NA,NA
6239,A2782,Brooklyn,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER,NA,NA
6240,DI3267,Brooklyn,GRACE CHURCH OF GOD,NA,NA
6241,DI4406,NA,PRESERVING OUR YOUTH BASKETBALL,NA,NA
6242,DI1381,New York,CENTRAL HARLEM INTERAGENCY PROGRAM,NA,NA
6243,RR3204,New York,HARLEM SUCCESS ACADEMY CHARTER SCHOOL,NY,2010
6244,DI5237,NA,IS 007 ELIAS BERNSTEIN,NA,NA
6245,Y270,New York,WENDY HILLARD FOUNDATION,NA,NA
6246,A1304,New York,HARLEM INTERAGENCY COUNCIL FOR AGING,NA,NA
6247,DI2849,Staten Island,STATEN ISLAND DELIVERANCE TEMPLE,NA,NA
6248,RR7775,New York,CATHOLIC HEALTH CARE SYSTEM DBA ARCHCARE,NY,2008
6249,DI3328,Staten Island,CROSSROADS CHURCH OF STATEN ISLAND,NA,NA
6250,RR9483,Sunnyside,WORLD DANCE THEATER,NY,2007
6251,RR4262,Bay Terrace,BAY TERRACE COMMUNITY ALLIANCE,NA,NA
6252,DI1094,Bronx,CONTEMPORARY BALLET THEATER,NA,NA
6253,DI5057,NA,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,NA,NA
6254,A3233,Brooklyn,TRI PACT,NY,2009
6255,E142,Far Rockaway,EPISCOPAL HEALTH SERVICES DBA ST JOHNS EPISCOPAL HOSPITAL,NA,NA
6256,DI3462,Bronx,BETANCES HOUSES TENANT ASSOCIATION,NA,NA
6257,DI3036,Bronx,NEW ST JOHN BAPTIST CHURCH,NA,NA
6258,RR7678,New York,BENJAMIN FRANKLIN SOCIETY AND ALUMNI ASS STATE COLLEGE,NY,2009
6259,RR8153,New York,HIPHOP ASSOCIATION,NY,2005
6260,DI547,Corona,RAICES CORONA SENIOR CENTER,NA,NA
6261,DI414,Bronx,SOUNDVIEW SENIOR CENTER,NA,NA
6262,A1097,New York,FNDN FOR INDEPENDENT ARTISTS,NY,2000
6263,DI4439,NA,BROOKLYNS OUTREACH WORKERS HIVAIDS AND PREVENTION NETWORK,NA,NA
6264,C265,Brooklyn,CROW HILL COMMUNITY ASSOCIATION,NA,NA
6265,RR8863,Brooklyn,UNION BAPTIST CHURCH DEVELOPMENT AGENCY,NY,2010
6266,DI5218,NA,FT GREENE TRANS NUTRITION SERVICES,NA,NA
6267,DI4770,NA,ST JOHNS EPISCOPAL CHURCH,NA,NA
6268,DI4788,NA,YWCA OF GREATER NYFLUSHING,NA,NA
6269,RR3666,New York,TRINITYS SERVICES AND FOOD FOR HOMELESS,NA,NA
6270,N261,Bronx,HOSTOS COMMUNITY COLLEGE,NA,NA
6271,C589,Brooklyn,OPPORTUNITIES FOR A BETTER TOMORROW,NA,NA
6272,A929,Brooklyn,DYKER HEIGHTS ATHLETIC ASSOCIATION,NA,NA
6273,DI2230,Bronx,CHRISTMAS IN APRILRAIN,NA,NA
6274,A807,New York,CREATION PRODUCTION,NY,2000
6275,A2987,New York,TABERNACLE OF DELIVERANCECOMMUNITY DEVELOPMENT CORPINC,NY,2001
6276,DI3702,Bronx,BATTERED WOMENS SAFE TERRITORY AN OPPORTUNITY TO PROGRESS,NA,NA
6277,RR7601,Brooklyn,ALMA TOOROCK MEMORIAL FOR CANCER RESEARCH,NY,2009
6278,DI5041,NA,PS 92MANHATTAN,NA,NA
6279,DI534,Brooklyn,BROOKLYN KIWANIS LITTLE LEAGUE,NA,NA
6280,49,New York,RYANCHELSEACLINTON COMMUNITY HEALTH CENTER,NA,NA
6281,DI5303,New Rochelle,YW CONSERVATORY OF ARTS CLASSICAL BALLET WORKSHOP,NA,NA
6282,DI1170,Brooklyn,BORDER CROSSERS,NA,NA
6283,45,New York,TABERNACLE OF DELIVERANCE CDC,NY,2002
6284,RR2926,Bronx,AGUILA,NY,2011
6285,DI4744,NA,MS 324 PATRIA,NA,NA
6286,DI3324,Long Island City,PEOPLES UNITED METHODIST CHURCH YOUTH PROGRAM,NA,NA
6287,DI2869,Staten Island,RICHMOND COUNTY ST PATRICKS DAY PARADE COMMITTEE,NA,NA
6288,RR7131,New York,EASTER SEALS NY,NY,2003
6289,A641,Brooklyn,CITIZENS FOR A SAFER PROSPECT HEIGHTS,NY,1999
6290,DI109,Flushing,YOUNG ISRAEL OF QUEENS VALLEY,NA,NA
6291,Y58,New York,CHILDRENS VILLAGE,NA,NA
6292,A1276,New York,HT DANCE,NA,NA
6293,N442,New York,SINGERS FORUM,NA,NA
6294,RR7106,New York,COOKE CENTER FOR LEARN DEVELOPMENT,NY,2011
6295,RR8420,NA,NHS OF BEDFORDSTUYVESANT,NA,NA
6296,A1936,New York,N E R V E NUEVO EL BARRIO,NY,2009
6297,RR3820,Brooklyn,MUSEUM OF CONTEMPRART AFRICAN DISPORIAN ART MOCADA,NY,2004
6298,DI3171,Brooklyn,VGUMBS FAMILY ADVOCACY AND PRETRIAL SERVICES,NA,NA
6299,A98,Brooklyn,ALBANIAN AMERICAN ACADEMY OF ARTS AND SCIENCE,NY,2000
6300,DI693,Brooklyn,PUBLIC SCHOOL 133K,NA,NA
6301,DI316,Jamaica,103RD PRECINT COMMUNITY COUNCIL,NA,NA
6302,DI3532,New York,ART NY,NA,NA
6303,C4116,NA,INSTITUTE FOR COMMUNITY LIVING,NA,NA
6304,A1389,New York,HOUSE FOUNDATION FOR ARTS,NY,2003
6305,DI507,Brooklyn,POWER MOVES AT DOMINION CHURCH OF GODS GRACE,NA,NA
6306,DI1162,Jamaica,CITIZENS AGAINST GRAFFITI EVERYWHERE CAGE,NA,NA
6307,A1135,New York,FOUR SEAS PLAYERS,NY,2000
6308,DI3542,New York,369TH INFANTRY MONUMENT,NA,NA
6309,A2189,Bronx,NORTHEAST BRONX DAY CARE CENTERS,NY,2010
6310,RR7595,Jamaica,ALKHOEI BENEVOLENT FOUNDATION,NY,2005
6311,RR2393,Jackson Heights,LATINO ACTION CENTER,NA,NA
6312,A175,New York,ARC NY CHAPTER NYSARC,NY,2010
6313,RR8507,New York,NY UNEMPLOYMENT PROJECT,NY,2004
6314,Y260,New York,UNITED NEIGHBORS OF EAST MIDTOWN,NA,NA
6315,DI1221,Bronx,DISTRICT ATTORNEYBRONX,NA,NA
6316,RR4725,Jamaica,GREEK ORTHODOX COMMUNITY ST DEMTROIS CHURCH,NY,2004
6317,DI4766,NA,JASA LUNA PARK SENIOR CENTER,NA,NA
6318,C4183,NA,PUERTO RICAN FAMILY INSTITUTE,NA,NA
6319,N133,New York,NY LABOR CHORUS,NY,1999
6320,DI3473,Elmhurst,ST ADALBERT YOUTH MINISTRY,NA,NA
6321,DI956,Brooklyn,HOT BREAD KITCHEN LTD,NA,NA
6322,RR4447,Brooklyn,NY AIDS HOUSING NETWORK NYCAHN,NA,NA
6323,RR7550,New York,111TH STREET BOYSOLD TIMERS,NY,2011
6324,RR8427,Brooklyn,NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER,NY,2008
6325,RR2218,New York,ALLIANCE OF GUARDIAN,NY,2008
6326,DI4359,NA,GIRLS,NA,NA
6327,DI4683,NA,SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,NA,NA
6328,RR1801,Bronx,SCANNEW YORK VOLUNTEER PARENT AIDES ASSOCIATION,NA,NA
6329,Y262,New York,UPPER MANHATTAN MENTAL HEALTH CENTER,NY,2011
6330,128,Far Rockaway,BNOS BAIS YAAKOV OF FAR ROCKAWAY,NY,2010
6331,DI899,Rockaway Park,ST CAMILLUS GOLDEN AGE CLUB,NA,NA
6332,DI3790,New York,ROCKY RUN,NA,NA
6333,DI1818,New York,PUBLIC SCHOOL 154M HARRIET TUBMAN,NA,NA
6334,RR9340,New York,OPEN PLANNING PROJECT,NY,2011
6335,Y404,Staten Island,STATEN ISLAND MOW,NA,NA
6336,163,New York,BEGINNING WITH CHILDREN FOUNDATION,NY,2009
6337,RR9068,Brooklyn,CHRISTOPHER ROSE COMMUNITY,NY,2008
6338,DI4135,NA,IS 231 MAGNETECH 2000,NA,NA
6339,RR2725,New York,JUST ONE BREAK,NY,2009
6340,DI4829,NA,HERNANOS UNIODOS DE QUEENS,NA,NA
6341,RR8537,New York,PARK EAST SYNAGOGUE,NY,2008
6342,RR2675,New York,FOUNDATION FOR RESEARCH ON STD,NY,2008
6343,RR7904,Corona,CORONA EAST ELMHURST LIBRARY ACTION COMMITTEE,NY,2008
6344,DI500,Brooklyn,SECONDARY SCHOOL OF LAW JOURNALISM AND RESEARCH,NA,NA
6345,C4053,Brooklyn,COMMUNITY ADVISORY BOARD,NY,2001
6346,DI1758,Brooklyn,OTSAR YOUNG ADULT PROGRAM,NA,NA
6347,A2958,New York,STUYVESANT TOWNPETER COOPER VILLAGE TENANTS ASSOCIATION,NA,NA
6348,A2748,Bronx,SANCTUARY FOR FAMILIES,NA,NA
6349,DI2733,Flushing,NATIONAL ASSOCIATION FOR ADVANCEMENT OF COLORED PEOPLE NORTHEAST QUEENS BRANCH,NA,NA
6350,DI272,Brooklyn,INSTITUTIONAL CHURCH OF GOD,NA,NA
6351,A2047,New York,NY AIDS COALITION,NA,NA
6352,A32,Brooklyn,573 WARREN STREET HDFC,NY,2010
6353,RR7146,Brooklyn,EXECUTIVE LEADERSHIP INSTITUTE CSA,NA,NA
6354,DI5220,NA,JHS 074 NATHANIEL HAWTHORNE,NA,NA
6355,RR4195,New York,PUBLIC HEALTH SOLUTIONS NETWORK ADMINISTRATOR,NA,NA
6356,A1100,New York,FOLKLORICO FILIPINO,NY,2000
6357,DI3317,Brooklyn,JAMES MADISON HIGH SCHOOL PROJECT SUPPORT,NA,NA
6358,RR9271,Brooklyn,MARINE PARK DAY SCHOOL,NY,2009
6359,RR3333,Astoria,ROMAN CATHOLIC CHURCH OF S T MARGARET MARY ASTORIA IT,NY,2005
6360,A2007,Brooklyn,NEIGHBORS AGAINST GARBAGE,NA,NA
6361,DI3754,Elmhurst,ASCENSION GOLDEN AGE CLUB,NA,NA
6362,RR8902,New York,VETERANS QUALITY O LIFE ACCESS NETWORK,NY,2002
6363,A2938,Staten Island,STATEN ISLAND CHAMBER MUSIC PLAYERS,NY,2008
6364,DI1088,Staten Island,MILITARY ORDER OF PURPLE HEART,NA,NA
6365,DI568,Fresh Meadows,YOUNG ISRAEL OF HILLCREST,NA,NA
6366,RR9368,Sunnyside,QUEEN OF ANGELS,NA,NA
6367,RR7785,East Elmhurst,CENTRO EDUCATIVO BOLIVARIANO,NA,NA
6368,Y292,Flushing,ASIA EDUCATION AND,NY,2001
6369,DI4332,NA,FUNDING FOR COMMUNITY MAYORS,NA,NA
6370,A295,Brooklyn,BAY RIDGE ST PATRICKS DAY PARADE COMMITTEE,NA,NA
6371,DI3096,Brooklyn,PUBLIC SCHOOL 399KSTANLEY EUGENE CLARK SCHOOL,NA,NA
6372,A985,Staten Island,EGER LUTHERAN HOMES AND SERVICES,NY,2009
6373,A1222,Jackson Heights,GOLD MTN INSTTRAD SHADOW THT,NY,2001
6374,DI4350,NA,PEST CONTROL,NA,NA
6375,C3063,Bronx,NORTH BRONX WESTCHESTER,NY,2004
6376,RR2939,Howard Beach,CHEER,NA,NA
6377,A2768,New York,SECOND STAGE THEATER,NA,NA
6378,A1063,Brooklyn,FENIMORE SENIOR CENTER,NA,NA
6379,DI157,New York,SELF HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,NA,NA
6380,232,Astoria,ROMAN CATHOLIC CHURCH OF ST MARGARET MARY,NY,2008
6381,RR7022,East Elmhurst,BLACK WORLD CHAMPIONSHIP,NY,2005
6382,A2455,New York,PRINTED MATTER,NY,1997
6383,DI5190,NA,THERESA LANG THEATER LIGHTING,NA,NA
6384,A1126,Brooklyn,FORT HAMILTON MERCHANTS,NA,NA
6385,DI3782,Rockaway Beach,ROCKAWAY MUSEUM,NA,NA
6386,DI3091,Brooklyn,266 WASHINGTON AVENUE TENANTS ASSOCIATION,NA,NA
6387,RR4110,Brooklyn,LEARNERS HAVEN DAY CARE CENTER,NY,2009
6388,RR3293,Bronx,UNITED PARENTS ASSOCIATIONS OF NY,NA,NA
6389,RR7899,Jackson Heights,CORAZON A CORAZON NY,NY,2004
6390,DI968,New York,USO OF METROPOLITAN NY,NA,NA
6391,DI3371,New York,MUSIC GIVES LIFE,NA,NA
6392,A36,New York,7 LOAVES,NA,NA
6393,DI4339,NA,KAREN ZICHRON YISROEL MEIER,NA,NA
6394,RR4285,New York,TERENCE CARDINAL COOKE HEALTH CARE CENTER,NY,2008
6395,DI3860,Queens,PROMISE INTERNATIONAL CHRISTIAN MINISTRIES,NA,NA
6396,RR2643,Corona,CORONA COMMUNITY AMBULANCE CORPS,NA,NA
6397,A1497,New York,INTL BROTH TEAMSTERS JC16,NY,1999
6398,DI4809,NA,RED HOOK SENIOR CENTER,NA,NA
6399,DI1328,New York,IRIS HOUSE A CENTER FOR WOMEN LIVING WITH HIVAIDS,NA,NA
6400,RR2462,New York,PUBLICOLOR,NA,NA
6401,RR3108,Brooklyn,BAY RIDGE CHAPTER 3630 AARP,NA,NA
6402,Y420,Staten Island,UNITED ACTIVITIES UNLIMITEDIS7 SUMMER PROG,NA,NA
6403,RR3212,New York,CENTER FOR TRADITIONAL MUSIC AND DANCE,NA,NA
6404,RR3285,Laurelton,SOCIAL CONCERNS,NA,NA
6405,RR8881,Brooklyn,UNITED TALMUDICAL ACADEMY OF BORO PARK,NA,NA
6406,N392,Brooklyn,LADIES COMMITTEE FOR PUERTO RICAN CULTURE,NY,2005
6407,RR9131,Brooklyn,EAST MIDWOOD VOLUNTEER AMBULANCE CORPS,NA,NA
6408,Y274,New York,WESTON UNITED COMMUNITY RENEWAL,NY,2011
6409,DI4015,NA,SENIOR CENTERS HOME DELIEVERED MEALS,NA,NA
6410,C4076,Brooklyn,EAST BROOKLYN DAY CARE,NY,2006
6411,A979,New York City,EDUCATION THROUGH MUSIC,NA,NA
6412,DI1050,Jamaica,KERRI EDGE CULTURAL ARTS COLLECTIVE,NA,NA
6413,DI1603,Brooklyn,FDC YOUTH LEADERSHIP COUNCIL,NA,NA
6414,RR7882,New York,CONGREGATION KHAL ADATH JESHURUN,NY,2008
