,ID.org,Latitude,Longitude
337,DI2743,40.821745,-73.937435
338,DI2023,40.71281735,-73.98511012
339,RR2817,40.663176,-73.733191
340,A1789,40.66633452,-73.95673274
341,RR9358,40.76230865,-73.9638514
342,DI3848,40.692019,-73.828085
343,A24,40.814876,-73.938236
344,C4187,40.66435991,-73.88620633
345,RR7995,40.74907587,-73.99191279
346,DI3210,40.643063,-73.962971
347,A1421,40.77125091,-73.96270579
348,A154,40.75617329,-73.9925915
349,71,40.68806235,-73.97996392
350,RR8509,40.75134997,-73.98196678
351,A3327,40.87328927,-73.84072122
352,DI2746,40.847861,-73.92419
353,RR8537,40.76776733,-73.96408892
354,DI3331,40.714225,-73.995695
355,C4072,40.68343726,-73.87373753
356,A646,40.764003,-73.978779
357,A1620,40.82152906,-73.91326034
358,RR7686,40.70499329,-73.95962789
359,A901,40.84738275,-73.93262788
360,RR9462,40.71870554,-74.00258943
361,A3471,40.58007779,-73.95358726
362,N447,40.61293681,-74.03203188
363,A3212,40.799621,-73.970312
364,DI2919,40.634431,-73.94791
365,RR4740,40.788408,-73.968511
366,A1523,40.749542,-73.883319
367,RR4733,40.69178093,-73.9909977
368,A1691,40.75090907,-73.98393663
369,DI1277,40.604208,-73.765855
370,N198,40.66207349,-73.92937136
371,N145,40.7626814,-73.98221557
372,A559,40.8645622,-73.92744792
373,RR3944,40.73967481,-74.00163932
374,DI2768,40.721016,-73.985892
375,RR7678,40.75295064,-73.97867275
376,RR4334,40.70823244,-74.01053428
377,229,40.63266764,-73.97330817
378,DI3115,40.872972,-73.904552
379,DI1920,40.761688,-73.930747
380,A147,40.74719253,-73.99657597
381,DI2338,40.738937,-73.87916
382,C3046,40.82718203,-73.92190201
383,A515,40.70567468,-73.80346341
384,RR2265,40.674313,-73.883452
385,N91,40.71860323,-73.9911599
386,A3120,40.75853297,-73.9931093
387,DI1166,40.757343,-73.910279
388,RR2968,40.70700294,-74.0055292
389,RR7356,40.71735522,-74.00631732
390,A3408,40.799621,-73.970312
391,RR9003,40.70599326,-74.01259596
392,RR2675,40.803001,-73.940497
393,A2621,40.876918,-73.830136
394,A3056,40.70379817,-74.01194964
395,DI4,40.72364803,-74.00487402
396,DI1150,40.7885417,-73.97681363
397,A2170,40.75059917,-73.98593451
398,RR7762,40.83081812,-73.94197372
399,C974,40.82111031,-73.90020976
400,Y188,40.73903441,-73.99550802
401,65,40.85388619,-73.92930851
402,DI924,40.58680551,-74.10083614
403,RR8643,40.595414,-73.756363
404,A574,40.66608962,-73.94241355
405,RR7617,40.60712526,-73.82113366
406,A930,40.613936,-74.01352
407,RR2381,40.69178093,-73.9909977
408,RR2540,40.83627474,-73.91918952
409,RR2280,40.82590251,-73.93802407
410,A165,40.67643503,-73.95194265
411,DI668,40.6274714,-74.07829056
412,DI2528,40.67804,-73.791321
413,RR7677,40.728919,-73.748586
414,A2994,40.724324,-73.996124
415,RR7938,40.662208,-73.95527
416,A381,40.83797286,-73.91532251
417,RR9161,40.61753476,-73.95767826
418,Y423,40.70645819,-73.8059435
419,DI3722,40.675214,-73.977125
420,DI3463,40.82302,-73.818692
421,C4210,40.68287023,-73.88145268
422,A1146,40.73454716,-73.98743343
423,RR2211,40.833537,-73.857078
424,RR3493,40.749542,-73.883319
425,RR2216,40.70632372,-74.01521863
426,DI1787,40.68283711,-73.99043455
427,E109,40.8160241,-73.9184378
428,DI727,40.804957,-73.938561
429,A3380,40.75580257,-73.93539712
430,DI187,40.799539,-73.951282
431,RR2610,40.69121376,-73.99195479
432,RR8046,40.76917981,-73.98572152
433,C1167,40.82340357,-73.90295129
434,N266,40.7465,-73.761707
435,RR8514,40.73323203,-73.99066019
436,A60,40.81813521,-73.95154351
437,RR9072,40.7200867,-73.99018215
438,Y53,40.81194658,-73.95719899
439,DI2098,40.74906339,-73.99192193
440,DI2524,40.670538,-73.820451
441,DI2029,40.88967015,-73.85985833
442,A757,40.72851677,-73.84566588
443,RR4280,40.67314505,-73.9192644
444,A1611,40.80860036,-73.95455652
445,213,40.62496107,-74.14181841
446,DI2821,40.726551,-73.789674
447,N386,40.738937,-73.87916
448,DI3333,40.636632,-74.079324
449,A2229,40.71016228,-74.00611148
450,RR8488,40.70752149,-74.00736298
451,DI2635,40.67321,-73.931501
452,Y434,40.70445766,-73.79349456
453,RR3867,40.77535583,-73.91007501
454,A3338,40.70559952,-73.79915314
455,RR7606,40.75046023,-73.97687619
456,N149,40.61974013,-74.00234489
457,RR2742,40.6673376,-73.82304091
458,DI2486,40.69772,-73.762791
459,RR4260,40.86497648,-73.9013146
460,RR9373,40.67197471,-73.97768018
461,A1200,40.69178093,-73.9909977
462,RR2395,40.71683204,-74.00354199
463,DI753,40.677067,-73.825342
464,A1990,40.65879998,-73.83097303
465,N48,40.602157,-73.760226
466,A3398,40.85126009,-73.942124
467,A1009,40.848076,-73.85396452
468,A2311,40.72044716,-73.99275195
469,N471,40.61197159,-74.09023605
470,A2506,40.790284,-73.946781
471,A484,40.75205,-73.994517
472,A153,40.777277,-73.982489
473,DI887,40.766528,-73.762711
474,DI578,40.716635,-73.991941
475,DI3382,40.796912,-73.933756
476,A1306,40.81207,-73.954377
477,DI2206,40.72717042,-73.99518624
478,RR2322,40.72616893,-73.99675397
479,C22,40.62900745,-73.92281433
480,DI309,40.797662,-73.950897
481,DI319,40.57586618,-73.95956473
482,RR8475,40.739886,-73.878285
483,DI542,40.603754,-74.004085
484,DI3892,40.736544,-73.814844
485,A3393,40.68450258,-73.91541601
486,A782,40.70623744,-74.0124541
487,RR2834,40.67536843,-74.00553741
488,RR3364,40.76384316,-73.97322006
489,Y170,40.81079921,-73.96428284
490,DI3696,40.820553,-73.861714
491,RR4090,40.76674018,-73.78505967
492,N371,40.62755903,-73.96277915
493,A2682,40.75647406,-73.90191716
494,RR4311,40.71401641,-73.82799262
495,DI1119,40.56946,-74.107676
496,RR4192,40.78764002,-73.95085874
497,N3,40.738937,-73.87916
498,RR8242,40.81696099,-73.85653416
499,A1487,40.76585375,-73.99091744
500,DI622,40.82207317,-73.8571355
501,RR2784,40.71347102,-74.00742309
502,RR8410,40.59953315,-73.74929426
503,A1205,40.69276152,-73.99131862
504,DI3710,40.698741,-73.930984
505,RR4258,40.7050558,-74.01000826
506,RR7783,40.76218865,-73.98804471
507,DI3663,40.691915,-73.947275
508,Y488,40.74322153,-73.85556344
509,DI2113,40.64511261,-74.00927981
510,A1709,40.715523,-73.988379
511,RR4193,40.69178093,-73.9909977
512,RR7443,40.69178093,-73.9909977
513,DI2001,40.8160241,-73.9184378
514,A1639,40.84246133,-73.83443034
515,A3158,40.81280024,-73.94433572
516,DI3101,40.759236,-73.71367
517,RR4530,40.75552209,-73.98084736
518,DI3170,40.626869,-73.946637
519,RR9347,40.75214328,-73.97542663
520,DI2156,40.76099329,-73.72332421
521,RR9138,40.7425934,-73.99183804
522,A664,40.83448012,-73.94649003
523,RR7165,40.59646,-73.972916
524,145,40.74117596,-73.90701995
525,95,40.74179,-73.999332
526,DI2501,40.771526,-73.932395
527,DI2316,40.71271422,-74.01061003
528,DI3236,40.718158,-74.01061
529,A1481,40.803854,-73.96310702
530,A3325,40.69704212,-73.98572164
531,DI1502,40.63536527,-73.9913514
532,DI1979,40.74300658,-74.00313292
533,DI3746,40.836255,-73.94678
534,A1330,40.79053622,-73.97715431
535,N227,40.71126172,-73.96304005
536,N185,40.657902,-73.757381
537,A1388,40.760467,-73.939226
538,A775,40.72692929,-73.99094226
539,DI362,40.707906,-73.816544
540,RR8174,40.818719,-73.85718
541,N24,40.83194582,-73.92983134
542,A825,40.68670601,-73.97321619
543,A1577,40.738937,-73.87916
544,DI2590,40.575961,-73.84827
545,RR9038,40.69606763,-73.92016936
546,E117,40.736804,-73.999818
547,A362,40.72211153,-73.97626132
548,DI372,40.670692,-73.773543
549,RR7765,40.81466416,-73.94301277
550,A1541,40.59793008,-73.95146881
551,A2756,40.73875173,-73.98224855
552,DI3318,40.881926,-73.89638
553,DI323,40.58459974,-73.8144108
554,DI1067,40.62389,-74.082055
555,RR2334,40.71499344,-74.00612979
556,DI3305,40.829594,-73.912491
557,DI2088,40.60433788,-73.97168904
558,DI2638,40.830856,-73.896849
559,Y140,40.74514842,-73.98227711
560,C644,40.66996732,-73.92512454
561,RR5371,40.778345,-73.955085
562,132,40.67573348,-73.74095781
563,A1744,40.62696621,-73.9813264
564,A3218,40.628781,-74.094599
565,DI2848,40.633255,-74.076514
566,DI866,40.602725,-73.749114
567,RR6970,40.69463685,-73.98830108
568,DI1567,40.74673816,-73.99279417
569,79,40.77551509,-73.91275989
570,A3397,40.815916,-73.945336
571,RR7536,40.69178093,-73.9909977
572,DI3173,40.651421,-73.973958
573,RR8438,40.75880373,-73.97875313
574,C1042,40.82698017,-73.89778969
575,DI1557,40.69777011,-73.91381091
576,A2706,40.753322,-73.989066
577,A1653,40.72893975,-74.00535133
578,A255,40.68670601,-73.97321619
579,DI1766,40.57429742,-74.10578129
580,C1048,40.84522248,-73.86567842
581,A1476,40.82401515,-73.94547387
582,RR8742,40.60897446,-74.079842
583,DI663,40.697959,-73.894669
584,RR9125,40.7334349,-74.00439622
585,DI303,40.75814398,-73.97923372
586,DI3171,40.695824,-73.939533
587,RR3135,40.7550707,-73.98085457
588,RR2643,40.7459243,-73.85811805
589,DI1247,40.76099329,-73.72332421
590,A596,40.76804962,-73.80080471
591,DI2544,40.63709,-74.131028
592,DI3152,40.588152,-74.101153
593,RR3825,40.68642524,-73.91044222
594,DI3507,40.830757,-73.945263
595,DI2376,40.544752,-74.207079
596,DI173,40.817615,-73.890453
597,DI2341,40.82270614,-73.90177957
598,RR2603,40.8241815,-73.91534773
599,A321,40.62345315,-73.98003726
600,98,40.64907441,-73.96376281
601,A426,40.69407568,-73.99920703
602,A2041,40.677047,-73.778208
603,RR8033,40.64033802,-73.9608662
604,RR2396,40.760333,-73.890833
605,RR7172,40.84283799,-73.93663914
606,RR8942,40.69925998,-73.96256377
607,DI3385,40.706867,-73.953117
608,RR2804,40.65925,-73.98469
609,DI3443,40.743337,-73.953992
610,DI1797,40.7446165,-73.98745698
611,DI2126,40.74731344,-74.00510781
612,A3007,40.790284,-73.946781
613,A2782,40.60433788,-73.97168904
614,RR3134,40.62684692,-74.12918073
615,A582,40.70766346,-74.01172186
616,N123,40.75673377,-73.98618088
617,DI2485,40.671184,-73.940356
618,RR7039,40.84585236,-73.84123223
619,A1832,40.72628181,-73.99058177
620,RR2747,40.67182,-73.751834
621,RR9071,40.67239826,-73.96120665
622,A1442,40.70137005,-73.98693777
623,RR8990,40.715744,-73.794362
624,RR7519,40.7064895,-74.01229941
625,RR8666,40.70531617,-73.95571765
626,DI2417,40.676814,-73.871877
627,A2378,40.66753506,-73.90987803
628,DI1087,40.74332038,-73.99043451
629,A1556,40.60636705,-73.98973339
630,DI3429,40.809542,-73.919714
631,DI1050,40.679651,-73.751715
632,RR8663,40.63793293,-73.89066053
633,DI2607,40.726209,-73.94969
634,RR2286,40.79925474,-73.93883457
635,A983,40.6443739,-73.87971013
636,A3266,40.64907441,-73.96376281
637,DI1736,40.80668857,-73.95108562
638,A3207,40.83889158,-73.84636367
639,RR4276,40.71401641,-73.82799262
640,C3049,40.83264518,-73.92964196
641,A1549,40.77761743,-73.98245974
642,DI3620,40.721557,-73.856354
643,DI1872,40.61600921,-73.94491141
644,C4154,40.88030029,-73.84844826
645,RR4806,40.73683354,-73.99678077
646,A2712,40.72167395,-73.98
647,DI1501,40.74439419,-73.99359381
648,Y89,40.84622734,-73.89004154
649,A926,40.781391,-73.801326
650,A278,40.82045072,-73.90139855
651,DI3851,40.697928,-73.992889
652,A132,40.70580352,-74.01273593
653,C4159,40.70916291,-74.01006215
654,DI2963,40.776863,-73.913094
655,RR8573,40.65807176,-73.95162038
656,RR7817,40.83422695,-73.94060636
657,DI573,40.82506955,-73.89226869
658,RR8036,40.76196688,-73.81525876
659,RR7104,40.69178093,-73.9909977
660,DI3015,40.813127,-73.946722
661,A2917,40.776438,-73.78038
662,DI3818,40.680837,-73.962318
663,DI2201,40.86613306,-73.92451778
664,DI1474,40.75145697,-73.97632005
665,RR7210,40.67577388,-73.89349034
666,170,40.6847189,-73.98023475
667,DI2112,40.86509846,-73.91915853
668,DI1781,40.76830616,-73.91176701
669,RR2936,40.695472,-73.992723
670,A2672,40.603913,-73.752147
671,DI1421,40.71287673,-74.00820365
672,A421,40.663426,-73.912354
673,A584,40.68867449,-73.96005643
674,DI156,40.79447121,-73.93663782
675,A1179,40.72717042,-73.99518624
676,DI192,40.731304,-73.999969
677,A1835,40.87579373,-73.86843046
678,RR3931,40.67833749,-73.91995815
679,A344,40.770167,-73.825967
680,A372,40.75205,-73.994517
681,DI2897,40.683604,-73.963701
682,A340,40.89790151,-73.85003948
683,DI183,40.65764233,-73.88364124
684,DI2169,40.64048882,-74.07623103
685,RR7542,40.63631199,-73.95174568
686,A437,40.692402,-73.991159
687,A996,40.74731344,-74.00510781
688,A2071,40.72557313,-73.99677037
689,RR9021,40.859035,-73.890784
690,A784,40.734588,-73.987933
691,E103,40.706088,-74.004447
692,RR7725,40.63217759,-73.94922129
693,RR8824,40.76235919,-73.98354582
694,RR8228,40.79068413,-73.97938816
695,RR7924,40.71555494,-74.00932739
696,A319,40.76276099,-73.99088002
697,A950,40.64443905,-73.92529213
698,DI2569,40.807429,-73.947002
699,RR2770,40.61652279,-73.98598898
700,RR7586,40.83071233,-73.88886813
701,C3025.1,40.748109,-73.983963
702,DI3033,40.840345,-73.910951
703,A1552,40.65142252,-73.88604295
704,RR7269,40.69178093,-73.9909977
705,RR9317,40.81148245,-73.92510648
706,N184,40.66363739,-73.73344916
707,RR8837,40.69178093,-73.9909977
708,RR2862,40.85887704,-73.92972625
709,RR7108,40.74359671,-73.85473922
710,DI3564,40.680096,-74.001478
711,DI1459,40.63470066,-74.13451515
712,RR2798,40.78331654,-73.95804435
713,DI139,40.704996,-73.809076
714,DI1677,40.60282858,-73.96533244
715,Y138,40.81065966,-73.93716542
716,DI426,40.864297,-73.901586
717,RR4198,40.70631596,-74.01103089
718,A1728,40.75986588,-73.98870215
719,DI1703,40.70992827,-73.94275945
720,RR9074,40.69178093,-73.9909977
721,DI1330,40.852948,-73.912748
722,RR7992,40.694985,-73.965575
723,RR9031,40.6868806,-74.00148001
724,C4016,40.75824571,-73.79442756
725,DI1000,40.76493866,-73.91450295
726,DI2984,40.813244,-73.937369
727,Y165,40.76709823,-73.95775962
728,RR8481,40.73316227,-73.9923651
729,A600,40.78584233,-73.97730033
730,RR2490,40.666364,-73.985457
731,DI387,40.652746,-73.830607
732,80,40.75565788,-73.98835358
733,DI867,40.79318706,-73.97297078
734,DI2918,40.701412,-73.981994
735,A107,40.82817864,-73.9213886
736,RR7055,40.82963642,-73.94479634
737,A3209,40.87720001,-73.8622816
738,DI2348,40.68222894,-73.96220743
739,180,40.62534392,-74.03278893
740,RR7663,40.63360053,-74.02185878
741,DI254,40.548961,-74.198011
742,RR7248,40.69609918,-73.93498794
