id,x,y,id
261137170,-87.5948357,41.79146,261137170
261137171,-87.5947984,41.789634,261137171
261137172,-87.5947465,41.7878195,261137172
261137173,-87.5940357,41.7698909,261137173
261137174,-87.5939801,41.7678142,261137174
261137175,-87.5943384,41.766006,261137175
261137178,-87.5916107,41.7434027,261137178
261137181,-87.5916884,41.7406283,261137181
261137187,-87.5947086,41.7860563,261137187
261137190,-87.5951816,41.8078446,261137190
261137191,-87.5951502,41.8060131,261137191
261137192,-87.5951226,41.8042092,261137192
261137868,-87.6257284,41.747288,261137868
261137869,-87.6269462,41.7472699,261137869
261137871,-87.6281545,41.7472477,261137871
261137872,-87.6294047,41.7472258,261137872
261137873,-87.6305733,41.7472065,261137873
261137875,-87.6330027,41.7471699,261137875
261137876,-87.634208,41.7471493,261137876
