,,access,bridge,distance,from,hgv,highway,lanes,maxspeed,name,oneway,ref,service,to,tunnel
2405368268,261188104,,,16.965324,2405368268,,residential,,,West 60th Street,,,,261188104,
261136984,2418093120,,,66.881817,261136984,,tertiary,,,East 73rd Street,,,,2418093120,
2418093120,261188452,,,66.324767,2418093120,,tertiary,,,East 73rd Street,,,,261188452,
261188452,2418093127,,,67.249665,261188452,,tertiary,,,East 73rd Street,,,,2418093127,
2418093127,261188454,,,65.622916,2418093127,,tertiary,,,East 73rd Street,,,,261188454,
261188454,2418093145,,,67.610359,261188454,,tertiary,,,East 73rd Street,,,,2418093145,
2418093145,261188455,,,64.274475,2418093145,,tertiary,,,East 73rd Street,,,,261188455,
261188455,2418094871,,,68.716387,261188455,,tertiary,,,East 73rd Street,,,,2418094871,
2418094871,261188456,,,67.405364,2418094871,,tertiary,,,East 73rd Street,,,,261188456,
261188456,2398914184,,,66.505658,261188456,,tertiary,,,East 73rd Street,,,,2398914184,
2398914184,261127108,,,66.480408,2398914184,,tertiary,,,East 73rd Street,,,,261127108,
261127108,2398914167,,,67.094305,261127108,,tertiary,,,East 73rd Street,,,,2398914167,
2398914167,261188458,,,64.095178,2398914167,,tertiary,,,East 73rd Street,,,,261188458,
261188458,677227268,,,53.506319,261188458,,tertiary,,,East 73rd Street,,,,677227268,
677227268,261174937,,,49.326523,677227268,,tertiary,,,East 73rd Street,,,,261174937,
261174937,677227301,,,50.889322,261174937,,tertiary,,,East 73rd Street,,,,677227301,
677227301,261188459,,,50.461043,677227301,,tertiary,,,East 73rd Street,,,,261188459,
261188459,677227290,,,50.17161,261188459,,tertiary,,,East 73rd Street,,,,677227290,
677227290,261188460,,,49.919014,677227290,,tertiary,,,East 73rd Street,,,,261188460,
261188460,677227272,,,50.122449,261188460,,tertiary,,,East 73rd Street,,,,677227272,
677227272,261152701,,,49.011146,677227272,,tertiary,,,East 73rd Street,,,,261152701,
261152701,5495839561,,,28.769076,261152701,,tertiary,,,East 73rd Street,,,,5495839561,
5495839561,677227278,,,21.691072,5495839561,,tertiary,,,East 73rd Street,,,,677227278,
677227278,261188461,,,49.044414,677227278,,tertiary,,,East 73rd Street,,,,261188461,
261188461,677227283,,,52.916315,261188461,,tertiary,,,East 73rd Street,,,,677227283,
677227283,261188463,,,49.953915,677227283,,tertiary,,,East 73rd Street,,,,261188463,
261188463,2418117884,,,49.319645,261188463,,tertiary,,,East 73rd Street,,,,2418117884,
2418117884,261188464,,,50.199609,2418117884,,tertiary,,,East 73rd Street,,,,261188464,
261188464,2408214879,,,50.461847,261188464,,tertiary,,,East 73rd Street,,,,2408214879,
2408214879,261188466,,,51.511473,2408214879,,tertiary,,,East 73rd Street,,,,261188466,
261188466,2408214865,,,53.600199,261188466,,tertiary,,,East 73rd Street,,,,2408214865,
2408214865,261188468,,,49.833162,2408214865,,tertiary,,,East 73rd Street,,,,261188468,
261188468,261102570,,,31.295318,261188468,,tertiary,,,East 73rd Street,,,,261102570,
261102570,351093965,,,22.460051,261102570,,tertiary,,,East 73rd Street,,,,351093965,
351093965,711272439,,,89.40048,351093965,,tertiary,,,East 73rd Street,,,,711272439,
5851100710,1929835448,,,100.843504,5851100710,,residential,,,South Minerva Avenue,,,,1929835448,
1929835448,261189708,,,97.016575,1929835448,,residential,,,South Minerva Avenue,,,,261189708,
261163773,261189709,,,202.806085,261163773,,residential,,,South Minerva Avenue,yes,,,261189709,
261189709,261189710,,,202.565639,261189709,,residential,,,South Minerva Avenue,yes,,,261189710,
261189798,367962084,,,35.611867,261189798,,residential,,,East 86th Street,yes,,,367962084,
367962084,261189797,,,41.844074,367962084,,residential,,,East 86th Street,yes,,,261189797,
261189797,367962071,,,50.078271,261189797,,residential,,,East 86th Street,yes,,,367962071,
367962071,261116226,,,53.034665,367962071,,residential,,,East 86th Street,yes,,,261116226,
261116226,367962483,,,51.968344,261116226,,residential,,,East 86th Street,yes,,,367962483,
367962483,261189795,,,47.994846,367962483,,residential,,,East 86th Street,yes,,,261189795,
261189795,367962458,,,52.128547,261189795,,residential,,,East 86th Street,yes,,,367962458,
367962458,261172759,,,48.932756,367962458,,residential,,,East 86th Street,yes,,,261172759,
261172759,367962529,,,50.393834,261172759,,residential,,,East 86th Street,yes,,,367962529,
367962529,261129034,,,50.692389,367962529,,residential,,,East 86th Street,yes,,,261129034,
261129034,367962596,,,49.854266,261129034,,residential,,,East 86th Street,yes,,,367962596,
367962596,261173026,,,49.953851,367962596,,residential,,,East 86th Street,yes,,,261173026,
261173026,367962616,,,50.800475,261173026,,residential,,,East 86th Street,yes,,,367962616,
367962616,261189794,,,50.177917,367962616,,residential,,,East 86th Street,yes,,,261189794,
261189794,367962655,,,49.497272,261189794,,residential,,,East 86th Street,yes,,,367962655,
367962655,261189793,,,52.1452,367962655,,residential,,,East 86th Street,yes,,,261189793,
261189793,2410191512,,,49.455792,261189793,,residential,,,East 86th Street,yes,,,2410191512,
2410191512,261189792,,,50.410485,2410191512,,residential,,,East 86th Street,yes,,,261189792,
261189792,2410191497,,,50.335616,261189792,,residential,,,East 86th Street,yes,,,2410191497,
2410191497,261189790,,,51.248817,2410191497,,residential,,,East 86th Street,yes,,,261189790,
261189790,2410191481,,,49.613484,261189790,,residential,,,East 86th Street,yes,,,2410191481,
2410191481,261117515,,,50.99988,2410191481,,residential,,,East 86th Street,yes,,,261117515,
261117515,2410191433,,,49.630093,261117515,,residential,,,East 86th Street,yes,,,2410191433,
2410191433,261189789,,,51.25714,2410191433,,residential,,,East 86th Street,yes,,,261189789,
261189789,2410191503,,,50.601389,261189789,,residential,,,East 86th Street,yes,,,2410191503,
2410191503,261189787,,,50.534818,2410191503,,residential,,,East 86th Street,yes,,,261189787,
261189787,2410191426,,,50.103311,261189787,,residential,,,East 86th Street,yes,,,2410191426,
2410191426,261189786,,,49.088455,2410191426,,residential,,,East 86th Street,yes,,,261189786,
261187729,367961851,,,49.741138,261187729,,residential,,,East 86th Street,,,,367961851,
367961851,261189804,,,51.417749,367961851,,residential,,,East 86th Street,,,,261189804,
261189808,711332538,,,68.953435,261189808,,residential,,,East 86th Street,,,,711332538,
350982536,2396267563,,,78.995299,350982536,,residential,,,South La Salle Street,,,,2396267563,
2396267563,2396267560,,,5.11792,2396267563,,residential,,,South La Salle Street,,,,2396267560,
2396267560,2396267557,,,118.159168,2396267560,,residential,,,South La Salle Street,,,,2396267557,
2396267557,261190714,,,162.908168,2396267557,,residential,,,South La Salle Street,,,,261190714,
261190714,261142764,,,113.174682,261190714,,residential,,,South La Salle Street,,,,261142764,
261142764,261190719,,,293.027895,261142764,,residential,,,South La Salle Street,,,,261190719,
350982575,253960325,,,39.802705,350982575,,residential,,,South La Salle Street,,,,253960325,
261190774,2350156297,,,50.209606,261190774,,residential,,,South La Salle Street,yes,,,2350156297,
2350156297,261177288,,,151.260809,2350156297,,residential,,,South La Salle Street,yes,,,261177288,
261177288,2350156264,,,153.079299,261177288,,residential,,,South La Salle Street,yes,,,2350156264,
2350156264,261137871,,,50.073342,2350156264,,residential,,,South La Salle Street,yes,,,261137871,
261137871,2350159671,,,50.941752,261137871,,residential,,,South La Salle Street,yes,,,2350159671,
2350159671,261190775,,,152.647333,2350159671,,residential,,,South La Salle Street,yes,,,261190775,
261190775,2350159698,,,151.722054,261190775,,residential,,,South La Salle Street,yes,,,2350159698,
2350159698,261173980,,,49.513486,2350159698,,residential,,,South La Salle Street,yes,,,261173980,
261173980,2276241733,,,51.286479,261173980,,residential,,,South La Salle Street,yes,,,2276241733,
2276241733,261190776,,,152.401997,2276241733,,residential,,,South La Salle Street,yes,,,261190776,
261190796,261129031,,,60.46825,261190796,,residential,,,South Baltimore Avenue,,,,261129031,
261129031,261190797,,,254.340138,261129031,,residential,,,South Baltimore Avenue,,,,261190797,
261190797,261116224,,,134.555757,261190797,,residential,,,South Baltimore Avenue,,,,261116224,
261116224,367962078,,,96.007562,261116224,,residential,,,South Baltimore Avenue,,,,367962078,
367962078,261190798,,,51.310345,367962078,,residential,,,South Baltimore Avenue,,,,261190798,
261190798,261190799,,,32.234426,261190798,,residential,,,South Baltimore Avenue,,,,261190799,
261190799,261189798,,,190.448833,261190799,,residential,,,South Baltimore Avenue,,,,261189798,
261189798,2406529092,,,4.063863,261189798,,residential,,,South Baltimore Avenue,,,,2406529092,
261191318,712787209,,,93.965576,261191318,,residential,,,East 70th Street,,,,712787209,
712787209,261137174,,,6.770298,712787209,,residential,,,East 70th Street,,,,261137174,
261137174,712787210,,,33.385043,261137174,,residential,,,East 70th Street,,,,712787210,
261191331,2418106208,,,67.216776,261191331,,residential,,,East 70th Street,-1,,,2418106208,
2418106208,261191332,,,66.552713,2418106208,,residential,,,East 70th Street,-1,,,261191332,
261191332,2418106143,,,66.228671,261191332,,residential,,,East 70th Street,-1,,,2418106143,
2418106143,261191333,,,63.722425,2418106143,,residential,,,East 70th Street,-1,,,261191333,
261191333,2418106133,,,52.700107,261191333,,residential,,,East 70th Street,-1,,,2418106133,
2418106133,2418106187,,,32.84481,2418106133,,residential,,,East 70th Street,-1,,,2418106187,
2418106187,261191334,,,50.957071,2418106187,,residential,,,East 70th Street,-1,,,261191334,
261191334,2418106185,,,50.536767,261191334,,residential,,,East 70th Street,-1,,,2418106185,
2418106185,2398914724,,,15.581718,2418106185,,residential,,,East 70th Street,-1,,,2398914724,
2398914724,2418106232,,,17.017072,2398914724,,residential,,,East 70th Street,-1,,,2418106232,
2418106232,261127101,,,50.179902,2418106232,,residential,,,East 70th Street,-1,,,261127101,
261127101,2418106123,,,50.426663,261127101,,residential,,,East 70th Street,-1,,,2418106123,
2418106123,2418106140,,,33.313609,2418106123,,residential,,,East 70th Street,-1,,,2418106140,
2418106140,261191335,,,49.681661,2418106140,,residential,,,East 70th Street,-1,,,261191335,
261191335,2418106227,,,50.6637,261191335,,residential,,,East 70th Street,-1,,,2418106227,
2418106227,261174935,,,49.113558,2418106227,,residential,,,East 70th Street,-1,,,261174935,
261174935,2418106192,,,50.936821,261174935,,residential,,,East 70th Street,-1,,,2418106192,
2418106192,261191336,,,48.762304,2418106192,,residential,,,East 70th Street,-1,,,261191336,
261191336,2418113909,,,50.84105,261191336,,residential,,,East 70th Street,-1,,,2418113909,
2418113909,2418113911,,,15.251411,2418113909,,residential,,,East 70th Street,-1,,,2418113911,
2418113911,261191337,,,34.834403,2418113911,,residential,,,East 70th Street,-1,,,261191337,
351093923,261188468,,,49.91869,351093923,,residential,,,South Maryland Avenue,,,,261188468,
261188468,261159310,,,202.534638,261188468,,residential,,,South Maryland Avenue,,,,261159310,
261159310,2408214841,,,149.897992,261159310,,residential,,,South Maryland Avenue,,,,2408214841,
2408214841,261192029,,,53.070956,2408214841,,residential,,,South Maryland Avenue,,,,261192029,
261192029,386534661,,,52.68342,261192029,,residential,,,South Maryland Avenue,,,,386534661,
386534661,386534666,,,98.290491,386534661,,residential,,,South Maryland Avenue,,,,386534666,
386534666,261192030,,,51.937598,386534666,,residential,,,South Maryland Avenue,,,,261192030,
261192030,2408214857,,,52.280044,261192030,,residential,,,South Maryland Avenue,,,,2408214857,
2408214857,261192031,,,149.988191,2408214857,,residential,,,South Maryland Avenue,,,,261192031,
261192031,261126822,,,204.026855,261192031,,residential,,,South Maryland Avenue,,,,261126822,
261126822,261192032,,,202.875824,261126822,,residential,,,South Maryland Avenue,,,,261192032,
261192038,1929835430,,,50.05678,261192038,,residential,,,South Maryland Avenue,yes,,,1929835430,
1929835430,261138450,,,51.291387,1929835430,,residential,,,South Maryland Avenue,yes,,,261138450,
261138450,261192039,,,100.512806,261138450,,residential,,,South Maryland Avenue,yes,,,261192039,
261192039,261192041,,,101.351414,261192039,,residential,,,South Maryland Avenue,yes,,,261192041,
261192041,261163766,,,102.6286,261192041,,residential,,,South Maryland Avenue,yes,,,261163766,
261163766,261192042,,,200.242158,261163766,,residential,,,South Maryland Avenue,yes,,,261192042,
261192042,261192043,,,202.291931,261192042,,residential,,,South Maryland Avenue,yes,,,261192043,
261192049,261192050,yes,,202.733127,261192049,,residential,,,South Maryland Avenue,,,,261192050,
261192050,367760220,yes,,10.037049,261192050,,residential,,,South Maryland Avenue,,,,367760220,
261192053,2269161688,,,43.099058,261192053,,residential,,,South Maryland Avenue,yes,,,2269161688,
2269161688,261192054,,,159.657353,2269161688,,residential,,,South Maryland Avenue,yes,,,261192054,
2426852363,261192120,,,50.021186,2426852363,,residential,,,West 71st Place,yes,,,261192120,
261192455,1395104847,private,,37.45007,261192455,,service,,,,,,driveway,1395104847,
261115744,261192482,,,200.81313,261115744,,residential,,,South University Avenue,,,,261192482,
261153736,261192483,,,193.837293,261153736,,residential,,,South University Avenue,,,,261192483,
261192483,261188477,,,202.841039,261192483,,residential,,,South University Avenue,,,,261188477,
261188477,261159312,,,203.436669,261188477,,residential,,,South University Avenue,,,,261159312,
261192484,5394546318,,,10.20139,261192484,,residential,,,South University Avenue,,,,5394546318,
5394546318,1658287255,,,132.229666,5394546318,,residential,,,South University Avenue,,,,1658287255,
261192488,261174345,,,149.750745,261192488,,residential,,,South University Avenue,yes,,,261174345,
261192489,261192491,,,369.332866,261192489,,residential,,,South University Avenue,,,,261192491,
261192493,1929835440,,,65.872608,261192493,,residential,,,South University Avenue,yes,,,1929835440,
1929835440,4593100706,,,26.718309,1929835440,,residential,,,South University Avenue,yes,,,4593100706,
4593100706,261192492,,,39.009715,4593100706,,residential,,,South University Avenue,yes,,,261192492,
261192512,5396349322,,,8.688354,261192512,,residential,,,South University Avenue,yes,,,5396349322,
5396349322,1683549421,,,42.773449,5396349322,,residential,,,South University Avenue,yes,,,1683549421,
1683549421,1649641078,,,16.99785,1683549421,,residential,,,South University Avenue,yes,,,1649641078,
1649641078,1569744761,,,69.961549,1649641078,,residential,,,South University Avenue,yes,,,1569744761,
1569744761,261139505,,,63.390655,1569744761,,residential,,,South University Avenue,yes,,,261139505,
261139505,1032484728,,,50.340555,261139505,,residential,,,South University Avenue,yes,,,1032484728,
1032484728,1183597508,,,36.089516,1032484728,,residential,,,South University Avenue,yes,,,1183597508,
1183597508,261192511,,,117.293292,1183597508,,residential,,,South University Avenue,yes,,,261192511,
261192511,1569129786,,,103.731218,261192511,,residential,,,South University Avenue,yes,,,1569129786,
1569129786,261192510,,,99.17466,1569129786,,residential,,,South University Avenue,yes,,,261192510,
261192510,3259301888,,,187.120752,261192510,,residential,,,South University Avenue,yes,,,3259301888,
716928771,5498864538,,,22.147072,716928771,,residential,,,South Normal Parkway,,,,5498864538,
5498864538,5498864551,,,22.030968,5498864538,,residential,,,South Normal Parkway,,,,5498864551,
5498864551,5498867947,,,274.497731,5498864551,,residential,,,South Normal Parkway,,,,5498867947,
5498867947,261193525,,,55.863558,5498867947,,residential,,,South Normal Parkway,,,,261193525,
4337298342,261193938,,,58.749541,4337298342,,secondary,,,West Pershing Road,,,,261193938,
261193938,588175809,,,29.743657,261193938,,secondary,,,West Pershing Road,,,,588175809,
588175809,349864754,,,53.112428,588175809,,secondary,,,West Pershing Road,,,,349864754,
261153771,4497359697,,,9.976756,261153771,,primary,2,,South South Shore Drive,,US 41,,4497359697,
4497359697,261194011,,,57.747616,4497359697,,primary,2,,South South Shore Drive,,US 41,,261194011,
261194011,261138362,,,70.830155,261194011,,primary,2,,South South Shore Drive,,US 41,,261138362,
261138362,261188498,,,169.636864,261138362,,primary,2,,South South Shore Drive,,US 41,,261188498,
261122473,1583883353,,,190.668333,261122473,,residential,,,South Shore Drive,,,,1583883353,
1583883353,1580309564,,,39.729368,1583883353,,residential,,,South Shore Drive,,,,1580309564,
1580309564,1580309536,,,43.497336,1580309564,,residential,,,South Shore Drive,,,,1580309536,
1580309536,261194047,,,86.271529,1580309536,,residential,,,South Shore Drive,,,,261194047,
261194535,2408182094,,,51.27014,261194535,,residential,,,East 77th Street,,,,2408182094,
2408182094,261194536,,,50.228237,2408182094,,residential,,,East 77th Street,,,,261194536,
261194536,261141754,,,100.256042,261194536,,residential,,,East 77th Street,,,,261141754,
261141754,2408182071,,,29.940694,261141754,,residential,,,East 77th Street,,,,2408182071,
2408182071,414193804,,,48.367018,2408182071,,residential,,,East 77th Street,,,,414193804,
414195622,2317748298,,,42.751678,414195622,,residential,,,East 77th Street,yes,,,2317748298,
2317748298,261194538,,,45.971391,2317748298,,residential,,,East 77th Street,yes,,,261194538,
261194538,2317748295,,,45.069086,261194538,,residential,,,East 77th Street,yes,,,2317748295,
2317748295,261194539,,,46.405156,2317748295,,residential,,,East 77th Street,yes,,,261194539,
261194539,2408906616,,,48.583512,261194539,,residential,,,East 77th Street,yes,,,2408906616,
2408906616,261135616,,,51.794693,2408906616,,residential,,,East 77th Street,yes,,,261135616,
261135616,2408906648,,,51.040485,261135616,,residential,,,East 77th Street,yes,,,2408906648,
2408906648,261194540,,,51.164681,2408906648,,residential,,,East 77th Street,yes,,,261194540,
261194540,2408906666,,,50.670195,261194540,,residential,,,East 77th Street,yes,,,2408906666,
2408906666,261194541,,,50.686613,2408906666,,residential,,,East 77th Street,yes,,,261194541,
261194541,2408906598,,,51.025503,261194541,,residential,,,East 77th Street,yes,,,2408906598,
2408906598,261194542,,,49.24141,2408906598,,residential,,,East 77th Street,yes,,,261194542,
261194542,2408906599,,,51.821659,261194542,,residential,,,East 77th Street,yes,,,2408906599,
2408906599,261194543,,,50.410693,2408906599,,residential,,,East 77th Street,yes,,,261194543,
261194543,367787694,,,51.254557,261194543,,residential,,,East 77th Street,yes,,,367787694,
367787694,261154826,,,49.475195,367787694,,residential,,,East 77th Street,yes,,,261154826,
261154826,367787698,,,52.440552,261154826,,residential,,,East 77th Street,yes,,,367787698,
367787698,261158679,,,49.777531,367787698,,residential,,,East 77th Street,yes,,,261158679,
261158679,367787729,,,50.985844,261158679,,residential,,,East 77th Street,yes,,,367787729,
367787729,261148735,,,50.625967,367787729,,residential,,,East 77th Street,yes,,,261148735,
261148735,367787768,,,50.20583,261148735,,residential,,,East 77th Street,yes,,,367787768,
367787768,261132621,,,51.356571,367787768,,residential,,,East 77th Street,yes,,,261132621,
261132621,367787819,,,50.147435,261132621,,residential,,,East 77th Street,yes,,,367787819,
367787819,261136119,,,50.738926,367787819,,residential,,,East 77th Street,yes,,,261136119,
261136119,367787823,,,50.658413,261136119,,residential,,,East 77th Street,yes,,,367787823,
367787823,261194544,,,50.079442,367787823,,residential,,,East 77th Street,yes,,,261194544,
261194544,367787828,,,51.554041,261194544,,residential,,,East 77th Street,yes,,,367787828,
367787828,261164638,,,50.965839,367787828,,residential,,,East 77th Street,yes,,,261164638,
261164638,367787787,,,50.313882,261164638,,residential,,,East 77th Street,yes,,,367787787,
367787787,261194545,,,50.299122,367787787,,residential,,,East 77th Street,yes,,,261194545,
261194545,367787792,,,50.852587,261194545,,residential,,,East 77th Street,yes,,,367787792,
367787792,261194546,,,48.702314,367787792,,residential,,,East 77th Street,yes,,,261194546,
261194546,367787801,,,51.798208,261194546,,residential,,,East 77th Street,yes,,,367787801,
367787801,261194547,,,49.782159,367787801,,residential,,,East 77th Street,yes,,,261194547,
261194547,367787847,,,50.71799,261194547,,residential,,,East 77th Street,yes,,,367787847,
367787847,261194548,,,49.417446,367787847,,residential,,,East 77th Street,yes,,,261194548,
261194548,367787840,,,51.078923,261194548,,residential,,,East 77th Street,yes,,,367787840,
367787840,261117523,,,49.730767,367787840,,residential,,,East 77th Street,yes,,,261117523,
261117523,367787835,,,50.878158,261117523,,residential,,,East 77th Street,yes,,,367787835,
367787835,261194549,,,50.975405,367787835,,residential,,,East 77th Street,yes,,,261194549,
261194549,261194550,,,121.530369,261194549,,residential,,,East 77th Street,yes,,,261194550,
261194550,261194551,,,121.306334,261194550,,residential,,,East 77th Street,yes,,,261194551,
261194551,261173160,,,121.979899,261194551,,residential,,,East 77th Street,yes,,,261173160,
261173160,367989593,,,53.311957,261173160,,residential,,,East 77th Street,yes,,,367989593,
367989593,261194552,,,21.815057,367989593,,residential,,,East 77th Street,yes,,,261194552,
261194552,261157068,,,138.406321,261194552,,residential,,,East 77th Street,yes,,,261157068,
261157068,261194017,,,141.813712,261157068,,residential,,,East 77th Street,yes,,,261194017,
261148602,2408214870,,,49.197237,261148602,,residential,,,East 77th Street,yes,,,2408214870,
2408214870,5495952463,,,7.044697,2408214870,,residential,,,East 77th Street,yes,,,5495952463,
5495952463,261158038,,,42.550093,5495952463,,residential,,,East 77th Street,yes,,,261158038,
261158038,2408214864,,,50.467953,261158038,,residential,,,East 77th Street,yes,,,2408214864,
2408214864,261192031,,,51.156611,2408214864,,residential,,,East 77th Street,yes,,,261192031,
261192031,386534574,,,49.14654,261192031,,residential,,,East 77th Street,yes,,,386534574,
386534574,261194570,,,53.253508,386534574,,residential,,,East 77th Street,yes,,,261194570,
261194570,386534567,,,53.446657,261194570,,residential,,,East 77th Street,yes,,,386534567,
386534567,261194569,,,48.773242,386534567,,residential,,,East 77th Street,yes,,,261194569,
261194569,386534579,,,52.10929,261194569,,residential,,,East 77th Street,yes,,,386534579,
386534579,261194568,,,48.145802,386534579,,residential,,,East 77th Street,yes,,,261194568,
261194568,386534590,,,50.700102,261194568,,residential,,,East 77th Street,yes,,,386534590,
386534590,261194566,,,51.259877,386534590,,residential,,,East 77th Street,yes,,,261194566,
261194566,386534598,,,49.423073,261194566,,residential,,,East 77th Street,yes,,,386534598,
386534598,261152707,,,50.194334,386534598,,residential,,,East 77th Street,yes,,,261152707,
261152707,386534605,,,49.614369,261152707,,residential,,,East 77th Street,yes,,,386534605,
386534605,261194565,,,50.361216,386534605,,residential,,,East 77th Street,yes,,,261194565,
261194565,386534618,,,50.654644,261194565,,residential,,,East 77th Street,yes,,,386534618,
386534618,261194564,,,50.797051,386534618,,residential,,,East 77th Street,yes,,,261194564,
261194564,386534626,,,49.852957,261194564,,residential,,,East 77th Street,yes,,,386534626,
386534626,261174940,,,49.885633,386534626,,residential,,,East 77th Street,yes,,,261174940,
261174940,386534642,,,50.490087,261174940,,residential,,,East 77th Street,yes,,,386534642,
386534642,261194563,,,52.864476,386534642,,residential,,,East 77th Street,yes,,,261194563,
261194563,2418093138,,,64.463268,261194563,,residential,,,East 77th Street,yes,,,2418093138,
2418093138,261127114,,,66.571582,2418093138,,residential,,,East 77th Street,yes,,,261127114,
261127114,2418093125,,,67.119026,261127114,,residential,,,East 77th Street,yes,,,2418093125,
2418093125,261194562,,,66.753785,2418093125,,residential,,,East 77th Street,yes,,,261194562,
261194562,2418093113,,,66.833784,261194562,,residential,,,East 77th Street,yes,,,2418093113,
2418093113,261194561,,,67.787984,2418093113,,residential,,,East 77th Street,yes,,,261194561,
261194561,2418093130,,,66.998898,261194561,,residential,,,East 77th Street,yes,,,2418093130,
2418093130,261194559,,,66.708334,2418093130,,residential,,,East 77th Street,yes,,,261194559,
261194559,2418093099,,,65.637404,261194559,,residential,,,East 77th Street,yes,,,2418093099,
2418093099,261194556,,,68.284891,2418093099,,residential,,,East 77th Street,yes,,,261194556,
261194556,2418093110,,,66.056709,261194556,,residential,,,East 77th Street,yes,,,2418093110,
2418093110,261136990,,,63.044215,2418093110,,residential,,,East 77th Street,yes,,,261136990,
261194571,261194572,,,46.74294,261194571,,residential,,,East 77th Street,,,,261194572,
261194573,2408214859,,,49.968481,261194573,,residential,,,East 77th Street,,,,2408214859,
2408214859,261194574,,,50.237466,2408214859,,residential,,,East 77th Street,,,,261194574,
261194574,261194575,,,50.942536,261194574,,residential,,,East 77th Street,,,,261194575,
261194833,261116261,,,55.211465,261194833,,residential,,,East 81st Place,,,,261116261,
261194835,2408303726,,,105.529748,261194835,,residential,,,East 81st Place,,,,2408303726,
2408303726,261194836,,,52.881157,2408303726,,residential,,,East 81st Place,,,,261194836,
261194999,2426852354,,,50.303488,261194999,,residential,,,West 72nd Place,yes,,,2426852354,
261195337,261127039,,,52.615835,261195337,,secondary,,,East Pershing Road,,,,261127039,
261127039,261127064,,,28.351317,261127039,,secondary,,,East Pershing Road,,,,261127064,
261127064,2392207431,,,21.13094,261127064,,secondary,,,East Pershing Road,,,,2392207431,
2392207431,4334420326,,,13.893792,2392207431,,secondary,,,East Pershing Road,,,,4334420326,
261195706,261195707,,,41.203675,261195706,,residential,,,South Normal Boulevard,,,,261195707,
261195707,2420873525,,,54.767134,261195707,,residential,,,South Normal Boulevard,,,,2420873525,
2420873525,261195708,,,55.637425,2420873525,,residential,,,South Normal Boulevard,,,,261195708,
261195708,2420873552,,,54.712527,261195708,,residential,,,South Normal Boulevard,,,,2420873552,
2420873552,261195709,,,49.214797,2420873552,,residential,,,South Normal Boulevard,,,,261195709,
261195709,261195710,,,52.749477,261195709,,residential,,,South Normal Boulevard,,,,261195710,
261195710,2420873548,,,46.287533,261195710,,residential,,,South Normal Boulevard,,,,2420873548,
2420873548,261195711,,,50.573743,2420873548,,residential,,,South Normal Boulevard,,,,261195711,
261195711,2420873553,,,48.748353,261195711,,residential,,,South Normal Boulevard,,,,2420873553,
2420873553,261142724,,,49.862212,2420873553,,residential,,,South Normal Boulevard,,,,261142724,
261142724,2420873543,,,49.504554,261142724,,residential,,,South Normal Boulevard,,,,2420873543,
2420873543,261195712,,,49.237502,2420873543,,residential,,,South Normal Boulevard,,,,261195712,
261195712,2405368260,,,155.225987,261195712,,residential,,,South Normal Boulevard,,,,2405368260,
2405368260,261195714,,,53.045487,2405368260,,residential,,,South Normal Boulevard,,,,261195714,
261195714,261188094,,,209.005657,261195714,,residential,,,South Normal Boulevard,,,,261188094,
261188094,2439221048,,,48.485331,261188094,,residential,,,South Normal Boulevard,,,,2439221048,
2439221048,261195715,,,49.337434,2439221048,,residential,,,South Normal Boulevard,,,,261195715,
261195715,2382775985,,,48.823969,261195715,,residential,,,South Normal Boulevard,,,,2382775985,
2382775985,261149777,,,48.679257,2382775985,,residential,,,South Normal Boulevard,,,,261149777,
261149777,2382776005,,,49.645375,261149777,,residential,,,South Normal Boulevard,,,,2382776005,
2382776005,261195716,,,49.411665,2382776005,,residential,,,South Normal Boulevard,,,,261195716,
261195716,2382775982,,,49.637089,261195716,,residential,,,South Normal Boulevard,,,,2382775982,
2382775982,261195717,,,48.880575,2382775982,,residential,,,South Normal Boulevard,,,,261195717,
261195717,2382775988,,,52.147811,261195717,,residential,,,South Normal Boulevard,,,,2382775988,
2382775988,261195718,,,51.525171,2382775988,,residential,,,South Normal Boulevard,,,,261195718,
261195718,2382775987,,,52.734413,261195718,,residential,,,South Normal Boulevard,,,,2382775987,
2382775987,261184653,,,51.669293,2382775987,,residential,,,South Normal Boulevard,,,,261184653,
261184653,261195721,,,72.176212,261184653,,residential,,,South Normal Boulevard,,,,261195721,
261195721,2418133646,,,17.792156,261195721,,residential,,,South Normal Boulevard,,,,2418133646,
1395209831,1578815442,,,35.529815,1395209831,,residential,,,South Chicago Beach Drive,,,,1578815442,
1578815442,261145932,,,46.41729,1578815442,,residential,,,South Chicago Beach Drive,,,,261145932,
261145932,1577943183,,,55.401898,261145932,,residential,,,South Chicago Beach Drive,,,,1577943183,
1577943183,1615298741,,,117.351521,1577943183,,residential,,,South Chicago Beach Drive,,,,1615298741,
1615298741,1578759297,,,21.613117,1615298741,,residential,,,South Chicago Beach Drive,,,,1578759297,
1578759297,261195816,,,41.545528,1578759297,,residential,,,South Chicago Beach Drive,,,,261195816,
261197663,261116263,,,53.170434,261197663,,residential,,,East 82nd Place,,,,261116263,
261116263,5533457139,,,26.319719,261116263,,residential,,,East 82nd Place,,,,5533457139,
261197665,2408303682,,,127.278223,261197665,,residential,,,East 82nd Place,,,,2408303682,
2408303682,261197666,,,52.01523,2408303682,,residential,,,East 82nd Place,,,,261197666,
261198118,261198119,,,18.095852,261198118,,secondary,,,East 55th Street,,,,261198119,
