,,access,bridge,distance,from,hgv,highway,lanes,maxspeed,name,oneway,ref,service,to,tunnel
253960177,253960175,,,310.815804,253960177,,secondary,,,South Indiana Avenue,yes,,,253960175,
917877787,1317509540,,,135.230404,917877787,,primary,,,East Garfield Boulevard,yes,,,1317509540,
1317509540,917877784,,,135.315842,1317509540,,primary,,,East Garfield Boulevard,yes,,,917877784,
917877784,253960322,,,134.353733,917877784,,primary,,,East Garfield Boulevard,yes,,,253960322,
350982575,350982536,,,17.695742,350982575,,primary,,,West Garfield Boulevard,yes,,,350982536,
350982536,539183191,,,125.444341,350982536,,primary,,,West Garfield Boulevard,yes,,,539183191,
539183191,539183192,,,84.354508,539183191,,primary,,,West Garfield Boulevard,yes,,,539183192,
539183192,254241295,,,91.538135,539183192,,primary,,,West Garfield Boulevard,yes,,,254241295,
1960135807,1960135844,,,59.238999,1960135807,,service,,,,,,parking_aisle,1960135844,
1960135844,1960135705,,,46.439819,1960135844,,service,,,,,,parking_aisle,1960135705,
1960135705,1960135720,,,42.133958,1960135705,,service,,,,,,parking_aisle,1960135720,
269449365,712771421,,,33.293265,269449365,,secondary,4,,East 31st Street,,,,712771421,
259745627,259745628,,,89.389692,259745627,,residential,,,East 33rd Street,,,,259745628,
254241378,2392429361,,,32.29036,254241378,,residential,,,South Rhodes Avenue,,,,2392429361,
2392429361,2379703312,,,22.679251,2392429361,,residential,,,South Rhodes Avenue,,,,2379703312,
2379703312,3615841109,,,21.077572,2379703312,,residential,,,South Rhodes Avenue,,,,3615841109,
3615841109,259745631,,,14.481775,3615841109,,residential,,,South Rhodes Avenue,,,,259745631,
259745631,259745632,,,75.712639,259745631,,residential,,,South Rhodes Avenue,,,,259745632,
259745632,2379711036,,,36.999645,259745632,,residential,,,South Rhodes Avenue,,,,2379711036,
2379711036,2379711002,,,38.679485,2379711036,,residential,,,South Rhodes Avenue,,,,2379711002,
2379711002,259745633,,,25.986597,2379711002,,residential,,,South Rhodes Avenue,,,,259745633,
259745633,2379711065,,,49.603132,259745633,,residential,,,South Rhodes Avenue,,,,2379711065,
2379711065,259745634,,,32.360625,2379711065,,residential,,,South Rhodes Avenue,,,,259745634,
259745634,259745627,,,70.173917,259745634,,residential,,,South Rhodes Avenue,,,,259745627,
261276481,614386721,,,128.948003,261276481,,residential,,,East 33rd Street,,,,614386721,
259745633,5778631060,,,36.850786,259745633,,residential,,,East 32nd Street,,,,5778631060,
5778631060,5778631057,,,65.790647,5778631060,,residential,,,East 32nd Street,,,,5778631057,
5778631057,5778631059,,,61.767361,5778631057,,residential,,,East 32nd Street,,,,5778631059,
5778631059,259746173,,,15.322508,5778631059,,residential,,,East 32nd Street,,,,259746173,
259746173,2379703287,,,48.573387,259746173,,residential,,,South Ellis Avenue,,,,2379703287,
2379703287,259746174,,,27.528743,2379703287,,residential,,,South Ellis Avenue,,,,259746174,
259746174,259745634,,,181.403011,259746174,,residential,,,East 32nd Place,,,,259745634,
259745631,259746226,,,88.291237,259745631,,residential,,,East 31st Place,,,,259746226,
259746226,1789284785,,,17.321424,259746226,,residential,,,East 31st Place,,,,1789284785,
1789284785,259746227,,,62.979014,1789284785,,residential,,,East 31st Place,,,,259746227,
259746227,259746228,,,22.114552,259746227,,residential,,,East 31st Place,,,,259746228,
259746228,1789285239,,,85.26278,259746228,,residential,,,South Vernon Avenue,,,,1789285239,
1789285239,259746230,,,27.487007,1789285239,,residential,,,South Vernon Avenue,,,,259746230,
259746227,1789284760,,,19.202122,259746227,,residential,,,South Vernon Avenue,,,,1789284760,
1789284760,2379703204,,,16.743344,1789284760,,residential,,,South Vernon Avenue,,,,2379703204,
2379703204,1789284627,,,34.855166,2379703204,,residential,,,South Vernon Avenue,,,,1789284627,
1789284627,259746239,,,19.758303,1789284627,,residential,,,South Vernon Avenue,,,,259746239,
259746226,1789285165,,,67.961377,259746226,,residential,,,South Eberhart Avenue,,,,1789285165,
1789285165,259746240,,,7.318917,1789285165,,residential,,,South Eberhart Avenue,,,,259746240,
259746240,259745632,,,89.038079,259746240,,residential,,,East 32nd Street,,,,259745632,
614386724,1394106935,,,258.762636,614386724,no,trunk_link,,,,yes,,,1394106935,
261089553,2336660747,,,73.196811,261089553,,service,,,,,,,2336660747,
2336660747,2336664780,,,72.163618,2336660747,,service,,,,,,,2336664780,
261090915,261090916,,,58.718558,261090915,,secondary,,,West 71st Street,yes,,,261090916,
261090916,261090917,,,56.069433,261090916,,secondary,,,West 71st Street,yes,,,261090917,
261090917,387569027,,,14.330805,261090917,,secondary,,,West 71st Street,yes,,,387569027,
261090933,3224944318,,,105.303537,261090933,,footway,,,,,,,3224944318,
3224944318,3480660520,,,64.195053,3224944318,,footway,,,,,,,3480660520,
3480660520,3224944298,,,114.872789,3480660520,,footway,,,,,,,3224944298,
261093205,409738148,,,179.777868,261093205,,service,,,,,,,409738148,
409738148,409738149,,,86.678582,409738148,,service,,,,,,,409738149,
409738149,705879905,,,137.998833,409738149,,service,,,,,,,705879905,
261093470,2336660641,,,35.009936,261093470,,service,,,,,,alley,2336660641,
2336660641,2336660601,,,55.955366,2336660641,,service,,,,,,alley,2336660601,
2336660601,5495916418,,,46.061654,2336660601,,service,,,,,,alley,5495916418,
5495916418,261089554,,,2.972136,5495916418,,service,,,,,,alley,261089554,
261089554,2336664780,,,4.798798,261089554,,service,,,,,,alley,2336664780,
2336664780,2336664774,,,156.125053,2336664780,,service,,,,,,alley,2336664774,
2336664774,2336664757,,,21.610889,2336664774,,service,,,,,,alley,2336664757,
2336664757,261093472,,,21.436673,2336664757,,service,,,,,,alley,261093472,
261097050,1789285065,,,10.816086,261097050,,service,,,,,,driveway,1789285065,
1789285065,2379711055,,,51.279232,1789285065,,service,,,,,,driveway,2379711055,
2379711055,1789285118,,,3.937655,2379711055,,service,,,,,,driveway,1789285118,
261098648,3611446965,,,83.686573,261098648,,service,,,,,,alley,3611446965,
3611446965,3611446981,,,24.795665,3611446965,,service,,,,,,alley,3611446981,
3611446981,3611457694,,,38.467072,3611446981,,service,,,,,,alley,3611457694,
3611457694,261098649,,,56.499321,3611457694,,service,,,,,,alley,261098649,
261101361,1393843995,,,52.085841,261101361,,primary,,,South Cornell Drive,yes,,,1393843995,
1897896064,261102208,,,204.084609,1897896064,,service,,,,,,alley,261102208,
261102208,1897896014,,,48.283565,261102208,,service,,,,,,alley,1897896014,
261102570,2408214911,,,29.555147,261102570,,residential,,,South Drexel Avenue,,,,2408214911,
2408214911,261102572,,,186.250633,2408214911,,residential,,,South Drexel Avenue,,,,261102572,
414186399,1912858962,,,12.047831,414186399,,primary,,,South Cornell Drive,yes,,,1912858962,
1912858962,1912859144,,,202.804296,1912858962,,primary,,,South Cornell Drive,yes,,,1912859144,
1912859144,261210154,,,7.889,1912859144,,primary,,,South Cornell Drive,yes,,,261210154,
261210154,1912859027,,,17.7372,261210154,,primary,,,South Cornell Drive,yes,,,1912859027,
1912859027,1393844008,,,253.48832,1912859027,,primary,,,South Cornell Drive,yes,,,1393844008,
2065210336,2065210334,,,43.314387,2065210336,,service,,,,,,driveway,2065210334,
2065210334,2065210336,,,43.314387,2065210334,,service,,,,,,driveway,2065210336,
2065210336,5839917517,,,43.090085,2065210336,,service,,,,,,driveway,5839917517,
5839917517,2065210342,,,19.469666,5839917517,,service,,,,,,driveway,2065210342,
3603750519,3603750518,,,61.80169,3603750519,,residential,,,South Dearborn Street,,,alley,3603750518,
3603750518,3603750516,,,51.815998,3603750518,,residential,,,South Dearborn Street,,,alley,3603750516,
3603750516,3603767620,,,35.813473,3603750516,,residential,,,South Dearborn Street,,,alley,3603767620,
3603767620,3603767622,,,68.134265,3603767620,,residential,,,South Dearborn Street,,,alley,3603767622,
3603767622,3603767626,,,17.324842,3603767622,,residential,,,South Dearborn Street,,,alley,3603767626,
3603767626,3603768619,,,9.276266,3603767626,,residential,,,South Dearborn Street,,,alley,3603768619,
261105134,261292136,,,29.610559,261105134,,residential,,,,,,,261292136,
261105852,261105853,,,97.670625,261105852,,tertiary,2,,,,,,261105853,
261110975,5111776596,,,20.27427,261110975,,tertiary,2,,,,,,5111776596,
5111776596,1912858975,,,23.315255,5111776596,,tertiary,2,,,,,,1912858975,
1912858975,1396138951,,,66.696015,1912858975,,tertiary,2,,,,,,1396138951,
1396138951,261110976,,,15.066533,1396138951,,tertiary,2,,,,,,261110976,
261113961,5495925627,,,87.592928,261113961,,secondary,,,South South Chicago Avenue,,,,5495925627,
5495925627,5495934700,,,32.340304,5495925627,,secondary,,,South South Chicago Avenue,,,,5495934700,
5495934700,5495934706,,,36.669949,5495934700,,secondary,,,South South Chicago Avenue,,,,5495934706,
5495934706,261113963,,,44.605618,5495934706,,secondary,,,South South Chicago Avenue,,,,261113963,
261113963,261113964,,,283.565737,261113963,,secondary,,,South South Chicago Avenue,,,,261113964,
261113964,716730399,,,9.563857,261113964,,secondary,,,South South Chicago Avenue,,,,716730399,
716730399,4961019084,,,260.462931,716730399,,secondary,,,South South Chicago Avenue,,,,4961019084,
4961019084,261113966,,,21.361075,4961019084,,secondary,,,South South Chicago Avenue,,,,261113966,
261113966,716729326,,,7.110116,261113966,,secondary,,,South South Chicago Avenue,,,,716729326,
261113999,261114001,,,190.111414,261113999,,secondary,,,South South Chicago Avenue,,,,261114001,
261114001,261114002,,,221.820715,261114001,,secondary,,,South South Chicago Avenue,,,,261114002,
261114002,4961012187,,,165.364087,261114002,,secondary,,,South South Chicago Avenue,,,,4961012187,
4961012187,4334518383,,,119.057142,4961012187,,secondary,,,South South Chicago Avenue,,,,4334518383,
261114174,261114175,,,45.38213,261114174,,residential,,,South Shields Avenue,,,,261114175,
261114175,2285851029,,,41.263177,261114175,,residential,,,South Shields Avenue,,,,2285851029,
2285851029,456161811,,,43.977718,2285851029,,residential,,,South Shields Avenue,,,,456161811,
368380108,261102209,,,43.663861,368380108,,residential,,,South Shields Avenue,-1,,,261102209,
261102209,261114182,,,207.869233,261102209,,residential,,,South Shields Avenue,-1,,,261114182,
261114182,261114183,,,112.175439,261114182,,residential,,,South Shields Avenue,-1,,,261114183,
261114186,2421208927,,,74.507388,261114186,,residential,,,South Shields Avenue,,,,2421208927,
2421208927,261114187,,,52.481062,2421208927,,residential,,,South Shields Avenue,,,,261114187,
261114188,5492855747,,,45.3188,261114188,,residential,,,South Shields Avenue,,,,5492855747,
5492855747,5492855739,,,18.888321,5492855747,,residential,,,South Shields Avenue,,,,5492855739,
5492855739,261114189,,,37.198331,5492855739,,residential,,,South Shields Avenue,,,,261114189,
261114189,261114190,,,195.23432,261114189,,residential,,,South Shields Avenue,,,,261114190,
261114190,261114191,,,133.552764,261114190,,residential,,,South Shields Avenue,,,,261114191,
261114192,2285851091,,,134.66855,261114192,,residential,,,South Shields Avenue,-1,,,2285851091,
2285851091,261114193,,,214.52398,2285851091,,residential,,,South Shields Avenue,-1,,,261114193,
261114193,368380107,,,57.057063,261114193,,residential,,,South Shields Avenue,-1,,,368380107,
261114198,2405447312,,,43.538126,261114198,,residential,,,South Shields Avenue,,,,2405447312,
2405447312,2405447310,,,71.06309,2405447312,,residential,,,South Shields Avenue,,,,2405447310,
2405447310,261114199,,,46.387888,2405447310,,residential,,,South Shields Avenue,,,,261114199,
261114199,2405447305,,,43.774315,261114199,,residential,,,South Shields Avenue,,,,2405447305,
2405447305,270616897,,,36.988523,2405447305,,residential,,,South Shields Avenue,,,,270616897,
270616897,2405447325,,,36.487937,270616897,,residential,,,South Shields Avenue,,,,2405447325,
2405447325,261114200,,,44.274902,2405447325,,residential,,,South Shields Avenue,,,,261114200,
261114200,5492875491,,,32.360769,261114200,,residential,,,South Shields Avenue,,,,5492875491,
5492875491,2405447311,,,13.482764,5492875491,,residential,,,South Shields Avenue,,,,2405447311,
2405447311,5492875494,,,14.350486,2405447311,,residential,,,South Shields Avenue,,,,5492875494,
5492875494,261114201,,,21.336455,5492875494,,residential,,,South Shields Avenue,,,,261114201,
261114201,5689558089,,,37.967455,261114201,,residential,,,South Shields Avenue,,,,5689558089,
5689558089,538497072,,,45.465277,5689558089,,residential,,,South Shields Avenue,,,,538497072,
538497072,5689558090,,,49.314276,538497072,,residential,,,South Shields Avenue,,,,5689558090,
5689558090,5492876125,,,96.893107,5689558090,,residential,,,South Shields Avenue,,,,5492876125,
5492876125,5492833402,,,55.354822,5492876125,,residential,,,South Shields Avenue,,,,5492833402,
5492833402,261114204,,,202.56338,5492833402,,residential,,,South Shields Avenue,,,,261114204,
261114204,2614614790,,,21.581261,261114204,,residential,,,South Shields Avenue,,,,2614614790,
2614614790,2614614815,,,94.267847,2614614790,,residential,,,South Shields Avenue,,,,2614614815,
2614614815,261114205,,,86.925718,2614614815,,residential,,,South Shields Avenue,,,,261114205,
261114205,409738173,,,26.386949,261114205,,residential,,,South Shields Avenue,,,,409738173,
409738173,2614614801,,,126.817673,409738173,,residential,,,South Shields Avenue,,,,2614614801,
2614614801,261114206,,,50.693707,2614614801,,residential,,,South Shields Avenue,,,,261114206,
261115058,1797578929,,,50.216324,261115058,,residential,,,East 44th Place,,,,1797578929,
1797578929,4075331718,,,21.313724,1797578929,,residential,,,East 44th Place,,,,4075331718,
4075331718,261115059,,,33.146391,4075331718,,residential,,,East 44th Place,,,,261115059,
261115061,2394403764,,,57.226473,261115061,,residential,,,East 44th Place,,,,2394403764,
2394403764,2390123818,,,91.789401,2394403764,,residential,,,East 44th Place,,,,2390123818,
2390123818,261115062,,,50.609049,2390123818,,residential,,,East 44th Place,,,,261115062,
261115111,2479521344,,,44.889245,261115111,,residential,,,South Elizabeth Street,-1,,,2479521344,
2479521344,261115112,,,157.017751,2479521344,,residential,,,South Elizabeth Street,-1,,,261115112,
261115112,261115113,,,203.075139,261115112,,residential,,,South Elizabeth Street,-1,,,261115113,
261115113,261115114,,,201.729076,261115113,,residential,,,South Elizabeth Street,-1,,,261115114,
261115114,261115115,,,204.198633,261115114,,residential,,,South Elizabeth Street,-1,,,261115115,
261115115,261115116,,,202.563443,261115115,,residential,,,South Elizabeth Street,-1,,,261115116,
261115116,261115117,,,201.027995,261115116,,residential,,,South Elizabeth Street,-1,,,261115117,
261115686,2223565125,,,67.190871,261115686,,residential,,,East 80th Street,yes,,,2223565125,
2223565125,261115687,,,69.464795,2223565125,,residential,,,East 80th Street,yes,,,261115687,
261115687,2223565124,,,66.103573,261115687,,residential,,,East 80th Street,yes,,,2223565124,
2223565124,261115688,,,68.48536,2223565124,,residential,,,East 80th Street,yes,,,261115688,
261115688,2223529595,,,49.704241,261115688,,residential,,,East 80th Street,yes,,,2223529595,
2223529595,261115689,,,49.538295,2223529595,,residential,,,East 80th Street,yes,,,261115689,
261115689,2223529612,,,50.849403,261115689,,residential,,,East 80th Street,yes,,,2223529612,
2223529612,261115690,,,50.236728,2223529612,,residential,,,East 80th Street,yes,,,261115690,
261115690,367951110,,,51.192644,261115690,,residential,,,East 80th Street,yes,,,367951110,
367951110,261115691,,,50.285187,367951110,,residential,,,East 80th Street,yes,,,261115691,
261115691,367951108,,,50.558983,261115691,,residential,,,East 80th Street,yes,,,367951108,
367951108,261115692,,,50.766585,367951108,,residential,,,East 80th Street,yes,,,261115692,
261115692,367951091,,,49.695898,261115692,,residential,,,East 80th Street,yes,,,367951091,
367951091,261115693,,,50.974182,367951091,,residential,,,East 80th Street,yes,,,261115693,
261115693,367951087,,,50.815989,261115693,,residential,,,East 80th Street,yes,,,367951087,
367951087,261115694,,,52.09445,367951087,,residential,,,East 80th Street,yes,,,261115694,
261115694,367951061,,,48.691572,261115694,,residential,,,East 80th Street,yes,,,367951061,
367951061,261115695,,,50.260249,367951061,,residential,,,East 80th Street,yes,,,261115695,
261115695,367951057,,,50.700168,261115695,,residential,,,East 80th Street,yes,,,367951057,
367951057,5533371739,,,1.361076,367951057,,residential,,,East 80th Street,yes,,,5533371739,
5533371739,261115696,,,47.820185,5533371739,,residential,,,East 80th Street,yes,,,261115696,
261115696,5533371737,,,21.752319,261115696,,residential,,,East 80th Street,yes,,,5533371737,
5533371737,367951016,,,30.574417,5533371737,,residential,,,East 80th Street,yes,,,367951016,
367951016,261115697,,,50.791236,367951016,,residential,,,East 80th Street,yes,,,261115697,
261115697,367951044,,,50.542319,261115697,,residential,,,East 80th Street,yes,,,367951044,
367951044,261115698,,,49.051275,367951044,,residential,,,East 80th Street,yes,,,261115698,
261115699,367951244,,,50.543577,261115699,,residential,,,East 80th Street,yes,,,367951244,
367951244,261115700,,,50.742694,367951244,,residential,,,East 80th Street,yes,,,261115700,
261115700,367951200,,,50.24488,261115700,,residential,,,East 80th Street,yes,,,367951200,
367951200,261115701,,,50.294456,367951200,,residential,,,East 80th Street,yes,,,261115701,
261115701,367951190,,,50.72628,261115701,,residential,,,East 80th Street,yes,,,367951190,
367951190,261115702,,,49.655392,367951190,,residential,,,East 80th Street,yes,,,261115702,
261115702,367951185,,,50.253151,261115702,,residential,,,East 80th Street,yes,,,367951185,
367951185,261115703,,,50.261442,367951185,,residential,,,East 80th Street,yes,,,261115703,
261115703,367951176,,,50.551823,261115703,,residential,,,East 80th Street,yes,,,367951176,
367951176,261115704,,,50.667972,367951176,,residential,,,East 80th Street,yes,,,261115704,
261115704,367951259,,,50.394171,261115704,,residential,,,East 80th Street,yes,,,367951259,
367951259,261115705,,,50.169953,367951259,,residential,,,East 80th Street,yes,,,261115705,
261115705,367951267,,,49.995714,261115705,,residential,,,East 80th Street,yes,,,367951267,
367951267,261115706,,,50.468823,367951267,,residential,,,East 80th Street,yes,,,261115706,
261115706,261115707,,,52.726138,261115706,,residential,,,East 80th Street,yes,,,261115707,
261115707,261115710,,,61.747709,261115707,,residential,,,East 80th Street,yes,,,261115710,
261115710,261115711,,,85.948851,261115710,,residential,,,East 80th Street,yes,,,261115711,
261115711,367951332,,,50.925313,261115711,,residential,,,East 80th Street,yes,,,367951332,
367951332,261115712,,,50.800657,367951332,,residential,,,East 80th Street,yes,,,261115712,
261115712,367951359,,,49.079577,261115712,,residential,,,East 80th Street,yes,,,367951359,
367951359,261115713,,,50.48847,367951359,,residential,,,East 80th Street,yes,,,261115713,
261115713,367951367,,,50.406611,261115713,,residential,,,East 80th Street,yes,,,367951367,
367951367,261115715,,,51.439873,367951367,,residential,,,East 80th Street,yes,,,261115715,
261115716,2412370698,,,62.515339,261115716,,residential,,,East 80th Street,yes,,,2412370698,
2412370698,261115717,,,66.167149,2412370698,,residential,,,East 80th Street,yes,,,261115717,
261115717,2412370720,,,67.088729,261115717,,residential,,,East 80th Street,yes,,,2412370720,
2412370720,261115718,,,66.17542,2412370720,,residential,,,East 80th Street,yes,,,261115718,
261115718,2412370721,,,67.619678,261115718,,residential,,,East 80th Street,yes,,,2412370721,
2412370721,261115719,,,66.839568,2412370721,,residential,,,East 80th Street,yes,,,261115719,
261115719,2412370713,,,67.520095,261115719,,residential,,,East 80th Street,yes,,,2412370713,
2412370713,261115720,,,67.163106,2412370713,,residential,,,East 80th Street,yes,,,261115720,
261115720,2412370700,,,66.300031,261115720,,residential,,,East 80th Street,yes,,,2412370700,
2412370700,261115721,,,67.063522,2412370700,,residential,,,East 80th Street,yes,,,261115721,
261115721,2412370691,,,63.519549,261115721,,residential,,,East 80th Street,yes,,,2412370691,
2412370691,261115722,,,66.718421,2412370691,,residential,,,East 80th Street,yes,,,261115722,
261115722,2412356262,,,54.279325,261115722,,residential,,,East 80th Street,yes,,,2412356262,
2412356262,261115723,,,50.348435,2412356262,,residential,,,East 80th Street,yes,,,261115723,
261115723,2412356286,,,50.389014,261115723,,residential,,,East 80th Street,yes,,,2412356286,
2412356286,261115724,,,50.343447,2412356286,,residential,,,East 80th Street,yes,,,261115724,
261115724,2412356289,,,50.056915,261115724,,residential,,,East 80th Street,yes,,,2412356289,
2412356289,261115725,,,50.149641,2412356289,,residential,,,East 80th Street,yes,,,261115725,
261115725,2412356350,,,50.648454,261115725,,residential,,,East 80th Street,yes,,,2412356350,
2412356350,261115726,,,49.954369,2412356350,,residential,,,East 80th Street,yes,,,261115726,
261115726,2412356303,,,50.127204,261115726,,residential,,,East 80th Street,yes,,,2412356303,
2412356303,261115727,,,50.244146,2412356303,,residential,,,East 80th Street,yes,,,261115727,
261115727,2412356273,,,50.568218,261115727,,residential,,,East 80th Street,yes,,,2412356273,
2412356273,261115728,,,50.887893,2412356273,,residential,,,East 80th Street,yes,,,261115728,
261115728,2412356267,,,49.725928,261115728,,residential,,,East 80th Street,yes,,,2412356267,
2412356267,261115729,,,50.273954,2412356267,,residential,,,East 80th Street,yes,,,261115729,
261115729,2412356260,,,50.937647,261115729,,residential,,,East 80th Street,yes,,,2412356260,
2412356260,261115731,,,49.285478,2412356260,,residential,,,East 80th Street,yes,,,261115731,
261115731,5495861291,,,46.330509,261115731,,residential,,,East 80th Street,yes,,,5495861291,
5495861291,2408303779,,,9.061791,5495861291,,residential,,,East 80th Street,yes,,,2408303779,
2408303779,261115732,,,50.744508,2408303779,,residential,,,East 80th Street,yes,,,261115732,
261115732,2408303775,,,49.624202,261115732,,residential,,,East 80th Street,yes,,,2408303775,
2408303775,261115734,,,50.371021,2408303775,,residential,,,East 80th Street,yes,,,261115734,
261115734,2408303802,,,50.123186,261115734,,residential,,,East 80th Street,yes,,,2408303802,
2408303802,261115735,,,50.646083,2408303802,,residential,,,East 80th Street,yes,,,261115735,
261115735,2408303736,,,50.305921,261115735,,residential,,,East 80th Street,yes,,,2408303736,
2408303736,261115736,,,49.533889,2408303736,,residential,,,East 80th Street,yes,,,261115736,
261115736,2408303809,,,50.521388,261115736,,residential,,,East 80th Street,yes,,,2408303809,
2408303809,261115738,,,49.982111,2408303809,,residential,,,East 80th Street,yes,,,261115738,
261115744,2408303811,,,48.98059,261115744,,residential,,,East 80th Street,,,,2408303811,
2408303811,261115745,,,53.006725,2408303811,,residential,,,East 80th Street,,,,261115745,
261115745,2408303768,,,51.07324,261115745,,residential,,,East 80th Street,,,,2408303768,
2408303768,261115747,,,49.687261,2408303768,,residential,,,East 80th Street,,,,261115747,
261115747,2408303800,,,50.25846,261115747,,residential,,,East 80th Street,,,,2408303800,
2408303800,261115749,,,50.684217,2408303800,,residential,,,East 80th Street,,,,261115749,
261115749,2408303808,,,50.160709,261115749,,residential,,,East 80th Street,,,,2408303808,
2408303808,261115750,,,50.409796,2408303808,,residential,,,East 80th Street,,,,261115750,
261115750,2336641281,,,50.762584,261115750,,residential,,,East 80th Street,,,,2336641281,
2336641281,261115752,,,50.2662,2336641281,,residential,,,East 80th Street,,,,261115752,
261115752,2408303708,,,47.914552,261115752,,residential,,,East 80th Street,,,,2408303708,
2408303708,261115754,,,46.811657,2408303708,,residential,,,East 80th Street,,,,261115754,
261115754,2408303784,,,47.898249,261115754,,residential,,,East 80th Street,,,,2408303784,
2408303784,261115756,,,47.408588,2408303784,,residential,,,East 80th Street,,,,261115756,
261115756,2408303675,,,47.199837,261115756,,residential,,,East 80th Street,,,,2408303675,
2408303675,261115758,,,46.97582,2408303675,,residential,,,East 80th Street,,,,261115758,
261115758,2408303815,,,13.57711,261115758,,residential,,,East 80th Street,,,,2408303815,
2408303815,2336641274,,,33.859571,2408303815,,residential,,,East 80th Street,,,,2336641274,
2336641274,261115760,,,38.916126,2336641274,,residential,,,East 80th Street,,,,261115760,
367952417,261116221,,,53.590291,367952417,,secondary,,,South Commercial Avenue,,,,261116221,
261116221,5533457167,,,15.860253,261116221,,secondary,,,South Commercial Avenue,,,,5533457167,
5533457167,261116222,,,47.906447,5533457167,,secondary,,,South Commercial Avenue,,,,261116222,
261116222,261116224,,,88.594112,261116222,,secondary,,,South Commercial Avenue,,,,261116224,
261116224,2406529091,,,17.7297,261116224,,secondary,,,South Commercial Avenue,,,,2406529091,
2406529091,261116225,,,103.493427,2406529091,,secondary,,,South Commercial Avenue,,,,261116225,
261116225,5533452020,,,141.465616,261116225,,secondary,,,South Commercial Avenue,,,,5533452020,
5533452020,261116226,,,60.055199,5533452020,,secondary,,,South Commercial Avenue,,,,261116226,
261115707,2409177771,,,50.329109,261115707,,service,,,,,,alley,2409177771,
2409177771,261116259,,,48.982708,2409177771,,service,,,,,,alley,261116259,
261116259,367951287,,,51.434686,261116259,,service,,,,,,alley,367951287,
367951287,261116260,,,49.686277,367951287,,service,,,,,,alley,261116260,
261116260,2409177775,,,54.56022,261116260,,service,,,,,,alley,2409177775,
2409177775,261116261,,,50.259291,2409177775,,service,,,,,,alley,261116261,
261116261,2409177774,,,46.160275,261116261,,service,,,,,,alley,2409177774,
2409177774,261116262,,,52.600404,2409177774,,service,,,,,,alley,261116262,
261116262,261116263,,,100.361509,261116262,,service,,,,,,alley,261116263,
261116263,261116264,,,100.830438,261116263,,service,,,,,,alley,261116264,
261116270,367951343,,,52.627616,261116270,,residential,,,South Commercial Avenue,,,,367951343,
367951343,261116271,,,49.860298,367951343,,residential,,,South Commercial Avenue,,,,261116271,
261116271,367951333,,,49.310847,261116271,,residential,,,South Commercial Avenue,,,,367951333,
367951333,261115710,,,52.028527,367951333,,residential,,,South Commercial Avenue,,,,261115710,
261116420,2425908440,,,44.707678,261116420,,residential,,,West 77th Street,yes,,,2425908440,
2425908440,261116419,,,56.921817,2425908440,,residential,,,West 77th Street,yes,,,261116419,
261116419,2425911874,,,50.590992,261116419,,residential,,,West 77th Street,yes,,,2425911874,
2425911874,261116418,,,50.698834,2425911874,,residential,,,West 77th Street,yes,,,261116418,
261116418,2425911870,,,50.255306,261116418,,residential,,,West 77th Street,yes,,,2425911870,
2425911870,261116417,,,50.719836,2425911870,,residential,,,West 77th Street,yes,,,261116417,
261116417,261116416,,,51.876914,261116417,,residential,,,West 77th Street,yes,,,261116416,
261116445,261116446,,,74.04207,261116445,,residential,,,West 77th Street,,,,261116446,
261116446,261116447,,,67.195374,261116446,,residential,,,West 77th Street,,,,261116447,
261116447,2425871390,,,52.514323,261116447,,residential,,,West 77th Street,,,,2425871390,
2425871390,261116448,,,86.357604,2425871390,,residential,,,West 77th Street,,,,261116448,
261116448,2425871351,,,62.209492,261116448,,residential,,,West 77th Street,,,,2425871351,
2425871351,261116449,,,68.077308,2425871351,,residential,,,West 77th Street,,,,261116449,
261116449,2425871361,,,66.731589,261116449,,residential,,,West 77th Street,,,,2425871361,
2425871361,261116450,,,95.323612,2425871361,,residential,,,West 77th Street,,,,261116450,
261117530,2409177795,,,40.143874,261117530,,residential,,,South Kingston Avenue,yes,,,2409177795,
2409177795,261117529,,,53.731687,2409177795,,residential,,,South Kingston Avenue,yes,,,261117529,
261117529,367788349,,,52.86425,261117529,,residential,,,South Kingston Avenue,yes,,,367788349,
367788349,261117528,,,55.00658,367788349,,residential,,,South Kingston Avenue,yes,,,261117528,
261117528,2409177749,,,55.842333,261117528,,residential,,,South Kingston Avenue,yes,,,2409177749,
2409177749,261117527,,,157.182108,2409177749,,residential,,,South Kingston Avenue,yes,,,261117527,
253960284,5834486622,,,37.3313,253960284,,secondary,6,,South Doctor Martin Luther King Junior Drive,,,,5834486622,
456164152,2285851052,,,42.740693,456164152,,residential,,,South Princeton Avenue,,,,2285851052,
2285851052,2285851042,,,232.874082,2285851052,,residential,,,South Princeton Avenue,,,,2285851042,
2285851042,261118817,,,61.737681,2285851042,,residential,,,South Princeton Avenue,,,,261118817,
261118817,2285851106,,,63.421017,261118817,,residential,,,South Princeton Avenue,,,,2285851106,
2285851106,261118818,,,205.225792,2285851106,,residential,,,South Princeton Avenue,,,,261118818,
261118818,2285851051,,,155.988451,261118818,,residential,,,South Princeton Avenue,,,,2285851051,
2285851051,261118819,,,47.957845,2285851051,,residential,,,South Princeton Avenue,,,,261118819,
261118819,2285851073,,,96.171775,261118819,,residential,,,South Princeton Avenue,,,,2285851073,
2285851073,261118820,,,3.437531,2285851073,,residential,,,South Princeton Avenue,,,,261118820,
