,BLOCKID10,POP10,CE01_2014,long,lat
84117,170316405001001,54,2,-87.78492059999999,41.7774078
84118,170316405002020,45,2,-87.79250350000001,41.7759092
84119,170316405002017,20,3,-87.7924896,41.775459999999995
84120,170316405001017,49,3,-87.78729840000001,41.775978
84121,170316405001023,53,4,-87.784858,41.7755745
84122,170316405001016,59,8,-87.78487120000001,41.7760212
84123,170316403003015,83,33,-87.7804009,41.7788396
84124,170316406003020,57,2,-87.7796484,41.775203499999996
84125,170316406003014,27,4,-87.7809022,41.775418
84126,170316406003024,67,5,-87.7808492,41.7744893
84127,170316407003009,74,8,-87.7552452,41.7754328
84128,170316407003014,89,15,-87.7534271,41.7749577
84129,170316408001000,0,-1,-87.7376036,41.776692
84130,170316408002007,0,-1,-87.7418402,41.773883500000004
84131,170316408002003,45,8,-87.7394051,41.7739117
84132,170316408001013,0,-1,-87.7418833,41.775693700000005
84133,170316407001017,58,8,-87.74372640000001,41.775656700000006
84134,170316408001009,80,4,-87.7401255,41.77731970000001
84135,170316401001022,55,5,-87.7392452,41.7787032
84136,170316401001020,101,8,-87.7395827,41.779615299999996
84137,170316401001019,73,8,-87.7396212,41.7811965
84138,170316203005015,71,5,-87.7343011,41.7869534
84139,170316203005003,68,3,-87.7336877,41.7869601
84140,170316502004009,75,3,-87.73178670000001,41.784702200000005
84141,170316502004010,67,2,-87.7311813,41.7847104
84142,170316502006001,74,3,-87.7347411,41.781252200000004
84143,170316502003019,6,3,-87.7331564,41.778780499999996
84144,170316503011012,86,7,-87.73096640000001,41.7774223
84145,170316503011013,89,4,-87.73035899999999,41.77742979999999
84146,170316503011017,83,4,-87.7303112,41.775835
84147,170316503013021,76,6,-87.727869,41.7758605
84148,170316503021020,0,-1,-87.7224418,41.777291600000005
84149,170316503013012,0,-1,-87.7230421,41.777515799999996
84150,170316503013017,90,8,-87.7254458,41.7758939
84151,170316502002014,80,10,-87.7261421,41.7797614
84152,170316501003009,66,4,-87.7212957,41.7807321
84153,170316501004001,99,7,-87.7217136,41.7857218
84154,170316501004009,40,1,-87.72140340000001,41.7839093
84155,170316501004015,67,5,-87.72163990000001,41.782540600000004
84156,170316502001008,53,0,-87.72506800000001,41.7847678
84157,170316203003018,12,0,-87.7281951,41.7861263
84158,170316203003013,72,4,-87.72823340000001,41.7886119
84159,170316203002010,0,-1,-87.7233212,41.787303200000004
84160,170316203002015,78,6,-87.7245188,41.7866034
84161,170316204002009,83,2,-87.71688409999999,41.787624900000004
84162,170316202001017,43,3,-87.7241224,41.7943618
84163,170316201003007,57,4,-87.7192111,41.7944211
84164,170316204004008,99,6,-87.7194314,41.7912264
84165,170316201003023,28,1,-87.7179783,41.7942141
84166,170316201002020,38,2,-87.7168301,41.7962968
84167,170316201002023,55,5,-87.7149661,41.7963081
84168,170316204001013,79,39,-87.7146175,41.790391299999996
84169,170316204001016,89,6,-87.71461219999999,41.7899364
84170,170316309003018,141,4,-87.70987209999998,41.7888776
84171,170316309003013,20,2,-87.71060329999999,41.7926646
84172,170316604004004,109,24,-87.7093739,41.785011100000006
84173,170316309001004,131,5,-87.70437779999999,41.7907682
84174,170316308001021,91,6,-87.6952964,41.7925301
84175,170316308002004,120,9,-87.6964797,41.7909186
84176,170316308004000,69,5,-87.6939252,41.7875376
84177,170316308004004,61,3,-87.6963817,41.787505200000005
84178,170316308004009,111,4,-87.6994287,41.7874533
84179,170316308004013,123,6,-87.7018603,41.7874101
84180,170318350003003,90,5,-87.6926522,41.785284499999996
84181,170316603023012,68,8,-87.6999788,41.7851695
84182,170316603022002,72,5,-87.7011859,41.78514379999999
84183,170316603023011,149,11,-87.6999105,41.783565100000004
84184,170318350003005,75,5,-87.6914473,41.7853113
84185,170316603011005,106,14,-87.69678459999999,41.7802189
84186,170316603011017,72,6,-87.701332,41.7792434
84187,170316604003012,95,8,-87.7092176,41.7795711
84188,170316603022011,156,19,-87.701695,41.7817224
84189,170316603011009,118,5,-87.6992183,41.780181
84190,170316605001002,30,2,-87.7067647,41.7786765
84191,170316606004002,33,2,-87.6976207,41.77880220000001
84192,170316606004001,12,1,-87.6964274,41.77883189999999
84193,170318351003005,74,6,-87.6872098,41.7876439
84194,170318350001004,34,5,-87.6868873,41.7862905
84195,170318350005009,69,18,-87.6907745,41.783713899999995
84196,170318350002010,85,6,-87.6845896,41.7803924
84197,170318350001022,0,-1,-87.6833112,41.7803417
84198,170316606001001,52,2,-87.6854777,41.7789984
84199,170316606002002,4,0,-87.6903489,41.7789158
84200,170316607001023,86,5,-87.68247990000002,41.7746921
84201,170316608001001,72,5,-87.6844363,41.7746945
84202,170316609001008,62,8,-87.6861549,41.7707622
84203,170316609001007,61,6,-87.6855515,41.7707787
84204,170316607002024,9,0,-87.6830254,41.76948370000001
84205,170316607002022,64,6,-87.6817563,41.7694974
84206,170316607002023,75,5,-87.6823514,41.7694832
84207,170316607002013,51,1,-87.6811749,41.7708481
84208,170316609002009,68,1,-87.6866543,41.7671389
84209,170316609003021,47,3,-87.6888661,41.7680354
84210,170316609002008,59,2,-87.68606120000001,41.767156299999996
84211,170316610001005,59,4,-87.68046700000001,41.767226
84212,170316609003041,50,1,-87.69152009999999,41.7652377
84213,170316609002023,15,8,-87.6866,41.7648643
84214,170316609002021,11,4,-87.68508790000001,41.764897399999995
84215,170316609002019,20,7,-87.683582,41.765605
84216,170316610001008,46,7,-87.68043540000001,41.7658699
84217,170316610001025,36,1,-87.6809801,41.7638212
84218,170316610001027,36,2,-87.6797535,41.7638329
84219,170316610005005,65,21,-87.6902497,41.7634431
84220,170316611001005,59,3,-87.69331509999999,41.7634001
84221,170316611004006,57,2,-87.703036,41.761657299999996
84222,170316611004003,45,1,-87.7070829,41.764089299999995
84223,170316611004001,30,3,-87.70464820000001,41.7641273
84224,170316611004011,62,1,-87.70552430000001,41.76319779999999
84225,170316611005017,81,5,-87.7111385,41.7603813
84226,170316504004020,51,1,-87.7195771,41.7616678
84227,170316504003020,91,9,-87.717162,41.76303729999999
84228,170316504003006,58,5,-87.7159378,41.7630499
84229,170317001001033,39,4,-87.710584,41.7530879
84230,170317001001054,46,4,-87.7088379,41.750843700000004
84231,170317004011005,55,3,-87.7090964,41.7494741
84232,170317004012028,47,2,-87.7133446,41.7457542
84233,170317004013011,48,3,-87.715642,41.7438819
84234,170317004012011,63,4,-87.71814549999999,41.7465876
84235,170317004011020,34,12,-87.707779,41.7467599
84236,170317004014002,51,2,-87.7037838,41.7452123
84237,170317004014001,45,3,-87.70317469999999,41.7452212
84238,170317005014005,45,3,-87.7008343,41.7486405
84239,170317005015014,54,4,-87.7000825,41.7434457
84240,170317005014010,41,2,-87.6984071,41.748686299999996
84241,170317005013032,24,3,-87.6946127,41.7453538
84242,170317005014036,61,9,-87.69765079999999,41.743491799999994
84243,170317005016004,42,1,-87.68909120000001,41.7438073
84244,170317005021016,40,5,-87.691112,41.741130299999995
84245,170317004022015,48,3,-87.7154272,41.73747
84246,170317003024015,28,1,-87.7237653,41.740995
84263,170317402003009,14,7,-87.71003309999999,41.7019407
84264,170317403001007,39,2,-87.7195312,41.693965399999996
84265,170317403003008,43,3,-87.71225079999999,41.6941316
84266,170317403001014,53,3,-87.71673659999999,41.692893100000006
84267,170317404003004,33,2,-87.70837370000001,41.6893881
84269,170312305001012,6,0,-87.72667870000001,41.9110456
84270,170310803001006,38,3,-87.63685090000001,41.90691270000001
84272,170317404004003,6,0,-87.7108672,41.6834224
84274,170317003024040,42,2,-87.7248121,41.7359653
84275,170317003024051,36,3,-87.7284441,41.7359028
84276,170317003022015,41,5,-87.732096,41.735846200000005
84277,170317003021026,46,1,-87.7332978,41.7358196
84278,170317003022016,28,1,-87.7314696,41.7358467
84279,170317003021023,36,14,-87.7351192,41.7357895
84280,170317003021008,60,22,-87.7376,41.7373298
84281,170317003021006,48,1,-87.73639190000002,41.7373523
84282,170317003021002,60,7,-87.7339594,41.7373907
84283,170317003023001,147,9,-87.7339272,41.740076200000004
84284,170317003024009,25,1,-87.7307651,41.741789600000004
84285,170317003011013,187,29,-87.7241006,41.746145299999995
84298,170316505003041,0,-1,-87.73284220000001,41.7556776
84318,170318426004005,48,2,-87.6447568,41.8141614
84319,170318426004009,97,7,-87.6441198,41.811636799999995
84320,170318426001020,12,2,-87.6388247,41.8203604
84321,170316108001006,55,4,-87.6384147,41.81562329999999
84322,170316110001041,2,-1,-87.6468787,41.8017883
84323,170318438001040,34,0,-87.6438478,41.803205
84324,170318356001016,0,-1,-87.6329186,41.8063227
84325,170318356001012,34,3,-87.6342395,41.8076368
84326,170318438001035,8,0,-87.64517140000001,41.8056837
84327,170318438001006,0,-1,-87.6452276,41.808405799999996
84328,170318438001011,57,4,-87.64430390000001,41.808207
84329,170318438001022,39,1,-87.6415562,41.806436700000006
84330,170316110001020,40,18,-87.6505193,41.8026466
84331,170316120001000,16,3,-87.6516849,41.800573
84332,170316111002012,20,2,-87.6580849,41.801629
84333,170316113002005,105,8,-87.66694240000001,41.8024133
84334,170316113002014,21,2,-87.66631579999999,41.801511
84335,170316121001012,68,7,-87.64802420000001,41.7990098
84336,170316121001022,11,-1,-87.6480181,41.7973604
84337,170316118001008,66,2,-87.66622459999999,41.7985683
84338,170316121001021,22,2,-87.6467778,41.7975847
84339,170316121001020,0,-1,-87.6455957,41.7973954
84340,170316121001019,0,-1,-87.6455877,41.7988372
84341,170318438002027,21,0,-87.6443147,41.79705560000001
84342,170316117002003,52,2,-87.6728537,41.7966999
84343,170316116002018,0,-1,-87.6749223,41.79414310000001
84344,170316117002011,34,1,-87.6737025,41.7941559
84345,170316117002008,57,2,-87.6728128,41.7950955
84346,170316301001028,0,-1,-87.6805096,41.794695700000005
84347,170316301001024,13,5,-87.682059,41.794576899999996
84348,170318351001022,0,-1,-87.68230870000001,41.7921093
84349,170316705001002,30,0,-87.67731479999999,41.7932841
84350,170316705001008,35,3,-87.6763839,41.7925694
84351,170316702001004,14,1,-87.66395940000001,41.7934156
84352,170316703002020,0,-1,-87.6648613,41.792672499999995
84353,170316702001019,51,4,-87.66235959999999,41.7913194
84354,170316703001007,24,1,-87.66477440000001,41.7894724
84355,170316707001006,39,2,-87.66708390000001,41.785572200000004
84356,170316708002004,65,5,-87.6628443,41.7856293
84357,170315401021048,0,-1,-87.6003084,41.6614028
84358,170315302002018,22,4,-87.6266128,41.6788966
84359,170315305014024,45,0,-87.6227714,41.671645
84360,170315305014014,55,6,-87.6252834,41.6753042
84361,170315305014002,0,-1,-87.6244982,41.6777758
84362,170315302002023,10,0,-87.6256934,41.6782143
84363,170315302002021,8,-1,-87.6248559,41.678918200000005
84364,170315306002013,20,1,-87.6206026,41.6712115
84365,170315306002004,5,1,-87.62142890000001,41.6732521
84366,170315306002011,28,2,-87.62141690000001,41.6727963
84367,170315301002036,11,2,-87.618145,41.67854570000001
84368,170315306001011,27,0,-87.6168328,41.67582879999999
84369,170315301002021,68,5,-87.6175132,41.6790036
84370,170315301002014,27,30,-87.616973,41.6803771
84371,170315301002026,16,1,-87.6216562,41.6805347
84372,170315301002001,18,17,-87.61833850000001,41.6823343
84373,170315302001027,29,1,-87.6237804,41.6835115
84374,170315302001006,39,1,-87.6261871,41.6838984
84375,170315302001012,0,-1,-87.6249251,41.682726200000005
84376,170315302002002,48,4,-87.62423509999999,41.678916
84377,170315302005050,20,1,-87.629341,41.68000429999999
84378,170315302005048,18,1,-87.6317494,41.679989299999995
84379,170315302005047,26,2,-87.63293259999999,41.679974200000004
84380,170315302005033,43,2,-87.6296499,41.6806781
84381,170315302005017,36,4,-87.6320963,41.682467700000004
84382,170315302004032,14,1,-87.6297339,41.6840888
84383,170315302004028,15,-1,-87.6321357,41.6842892
84384,170315302004027,12,0,-87.632745,41.6842841
84385,170314913003008,59,1,-87.63162390000001,41.6863552
84386,170314913003011,35,4,-87.6298204,41.686372
84387,170314914002032,4,-1,-87.6224617,41.6868398
84388,170314913002006,47,63,-87.62424370000001,41.687357399999996
84389,170314913002009,23,1,-87.62665329999999,41.686870500000005
84390,170314913003010,48,0,-87.6304146,41.6863634
84391,170314912001020,76,3,-87.6334884,41.6879221
84392,170314913002000,23,3,-87.62324740000001,41.68849
84393,170314914002014,46,1,-87.62228859999999,41.6891898
84394,170314913001016,47,3,-87.6267717,41.6891376
84395,170314914003018,52,4,-87.6171544,41.68651129999999
84396,170314912001008,65,6,-87.6329406,41.6897382
84397,170315302005041,18,0,-87.6341678,41.6812888
84398,170315302003002,58,3,-87.63532099999999,41.679457899999996
84399,170315302003000,17,0,-87.63290649999999,41.6794452
84400,170315302003024,16,3,-87.63259120000001,41.6787781
84401,170315302004024,3,0,-87.6345671,41.6842657
84402,170315302004050,18,2,-87.637927,41.683245899999996
84403,170314912002007,35,3,-87.64072259999999,41.6878302
84404,170314912002016,27,5,-87.6370341,41.6862799
84405,170317506001009,2,-1,-87.6425896,41.6896226
84406,170314912003009,95,3,-87.6408343,41.6912364
84407,170317506001025,26,3,-87.64862790000001,41.688302
84408,170317506002026,21,3,-87.6524775,41.685160499999995
84409,170315303002013,58,7,-87.65154009999999,41.6838203
84410,170317501004010,48,4,-87.6533645,41.6938135
84411,170317506004022,14,5,-87.6604662,41.6889922
84412,170317506004027,9,-1,-87.6572589,41.6883854
84413,170317506004033,20,0,-87.65764250000001,41.6872966
84414,170317506004039,17,14,-87.6580018,41.6866375
84415,170317506004038,8,3,-87.6588331,41.6866372
84416,170317506002016,11,0,-87.6539692,41.685573299999994
84417,170317506003002,29,1,-87.6557559,41.6919724
84418,170317501003033,0,-1,-87.6594013,41.694483
84419,170315303004008,44,34,-87.6576287,41.6837424
84420,170315303003015,35,5,-87.65641049999999,41.683756200000005
84421,170315303004030,32,3,-87.6580684,41.678743100000005
84422,170315303004028,50,3,-87.6568815,41.6787703
84423,170315304002013,27,5,-87.6573534,41.6746425
84434,170317501003015,0,-1,-87.6617999,41.6955654
84435,170317307002008,44,3,-87.6512931,41.7052464
84436,170317306002014,37,2,-87.65058540000001,41.7128474
84437,170317306003000,0,-1,-87.6433025,41.7132967
84438,170317304003025,14,4,-87.6445907,41.71550429999999
84439,170317305002004,4,1,-87.634084,41.7140907
84440,170317305002013,10,0,-87.63474659999999,41.713188099999996
84441,170314907003002,48,3,-87.62997829999999,41.71346079999999
84442,170314906001031,35,1,-87.62647679999999,41.718956899999995
84443,170314906001000,4,-1,-87.623827,41.7196765
84444,170318340002026,37,33,-87.6253854,41.722859
84445,170318340002009,46,2,-87.6278816,41.7262401
84446,170314903002007,53,3,-87.621938,41.726296000000005
84447,170318340001024,17,0,-87.6300774,41.7274382
84448,170317115001037,0,-1,-87.6379359,41.7298951
84449,170317301001001,69,12,-87.6351945,41.727950799999995
84450,170317301003000,48,21,-87.6376263,41.7279347
84451,170317109002033,29,3,-87.6403095,41.737317499999996
84452,170317005011011,38,1,-87.6861579,41.7488844
84453,170317005011023,60,2,-87.6849112,41.7473399
84454,170317005012007,387,54,-87.6824562,41.7478422
84456,170317001002029,20,0,-87.6980646,41.753310600000006
84457,170316610003017,0,-1,-87.68615729999999,41.7579987
84458,170316504005021,51,3,-87.7209603,41.7675329
84459,170316504004013,85,27,-87.7187092,41.7643662
84460,170316505001012,73,1,-87.72525470000001,41.7686124
84461,170316505002020,73,6,-87.730731,41.7685522
84462,170316505002021,76,3,-87.7313296,41.7685422
84463,170316505003009,83,12,-87.7334346,41.7686952
84464,170316505001010,48,4,-87.7258918,41.7701904
84465,170316505001006,70,8,-87.723461,41.7702236
84466,170316503022021,21,1,-87.7147191,41.7730968
84467,170316503021010,52,3,-87.7142583,41.777644
84468,170316608003009,89,7,-87.69414300000001,41.772946399999995
84469,170316608004005,80,3,-87.6947552,41.7729383
84470,170316608004008,85,5,-87.6965791,41.7729057
84471,170316608005011,76,7,-87.70084820000001,41.7728458
84472,170316605002011,72,4,-87.7041891,41.772807799999995
84473,170316605001005,93,1,-87.7043084,41.777796
84474,170316608005007,64,6,-87.70269609999998,41.7744026
84475,170316305003003,147,9,-87.69113490000001,41.7964774
84476,170318351002006,120,6,-87.6904238,41.792620299999996
84477,170318428004023,0,-1,-87.7048724,41.8074565
84478,170316305001003,55,3,-87.68724370000001,41.8008563
84479,170316305001016,94,6,-87.68818459999999,41.799954
84480,170316305001013,123,13,-87.6869042,41.798368700000005
84481,170316305002003,146,54,-87.68625540000001,41.7965662
84482,170318351001018,0,-1,-87.68216020000001,41.788787799999994
84483,170316705001044,42,6,-87.6742674,41.78165870000001
84484,170316705001048,0,-1,-87.6756652,41.7815922
84485,170316706002014,49,4,-87.66939980000001,41.780538799999995
84486,170316714001014,13,1,-87.6741776,41.77815770000001
84487,170316713001018,38,1,-87.6735705,41.778166299999995
84488,170316714002000,41,4,-87.6740479,41.772986100000004
84489,170316713003008,37,3,-87.67339140000001,41.770945899999994
84490,170316715001016,0,-1,-87.6667243,41.7710219
84491,170316713002012,45,0,-87.6691448,41.770993700000005
84492,170316713002008,45,4,-87.6709282,41.7696119
84493,170316715002022,41,3,-87.6720821,41.767323600000005
84494,170316715003011,24,0,-87.6657183,41.7682939
84495,170316715003022,43,6,-87.6696512,41.767349700000004
84496,170316715003026,46,4,-87.66779770000001,41.7660054
84497,170316715002029,60,3,-87.6747594,41.7654739
84498,170316706001018,79,7,-87.6719029,41.783922499999996
84499,170316706001002,36,1,-87.6722912,41.7864377
84500,170316706002003,83,6,-87.6712405,41.7821037
84501,170316707001010,11,1,-87.6652652,41.7842441
84502,170316707002003,61,3,-87.66641369999999,41.7821744
84503,170316708002013,21,0,-87.6627732,41.7822291
84504,170316708002019,70,6,-87.6609088,41.7806594
84505,170316712001003,0,-1,-87.6645066,41.7782524
84506,170316708001003,31,2,-87.65978100000001,41.784310299999994
84507,170316805002014,43,3,-87.6514085,41.7896609
84508,170316701001022,0,-1,-87.6549838,41.7871186
84509,170316806001003,20,1,-87.6501039,41.7858145
84510,170318348002010,182,20,-87.6474023,41.7822095
84511,170316806001009,22,45,-87.6518797,41.7844163
84512,170316806002004,59,3,-87.65249509999998,41.78440870000001
84513,170316709001005,51,5,-87.656147,41.784364200000006
84514,170316709002023,5,3,-87.6551749,41.7807407
84515,170316716003003,28,1,-87.66374350000001,41.7733367
84516,170316715001012,3,-1,-87.66430890000001,41.7712898
84517,170316716003010,44,2,-87.6630657,41.7710656
84518,170316716003008,6,0,-87.66307990000001,41.7719729
84519,170316811005006,10,-1,-87.65366350000001,41.7707495
84520,170316716001013,47,2,-87.660659,41.7711077
84521,170316811005014,19,2,-87.65394350000001,41.769851700000004
84522,170316811004011,43,2,-87.64846109999999,41.7696862
84523,170316810001007,50,3,-87.65292109999999,41.77690629999999
84524,170316810004018,77,3,-87.6492652,41.7769531
84525,170316810004016,139,12,-87.6474415,41.7769765
84526,170316810002009,41,2,-87.6461521,41.77379570000001
84527,170316811001004,86,4,-87.6473112,41.771529
84528,170316716002009,26,1,-87.6593421,41.767486299999995
84529,170316810002010,58,4,-87.64554190000001,41.7735926
84530,170316809001016,16,0,-87.63785859999999,41.77552
84531,170316809002026,18,1,-87.63655870000001,41.7771357
84532,170316809001019,30,1,-87.642937,41.7738654
84533,170316812003005,127,5,-87.63763879999999,41.77167070000001
84534,170316812004002,28,8,-87.64212090000001,41.7715976
84535,170318346002027,48,1,-87.6362782,41.780584000000005
84536,170318346002009,1,-1,-87.63865009999999,41.785047399999996
84537,170318346004026,31,2,-87.6325104,41.7880267
84541,170316121001032,3,9,-87.64553459999999,41.7964778
84542,170318438002018,56,2,-87.6412839,41.7971102
84543,170318438002015,43,4,-87.6419348,41.798915
84544,170318399003008,8,3,-87.64573940000001,41.8280174
84545,170318399005000,85,2,-87.64016600000001,41.8246774
84546,170318400002011,83,9,-87.6395694,41.824673600000004
84547,170318399001001,34,2,-87.6415069,41.8298934
84548,170318399001008,49,3,-87.6457815,41.82984520000001
84549,170318397002017,46,33,-87.64644109999999,41.8312626
84550,170318397002020,0,-1,-87.647326,41.8309897
84551,170318397002019,135,58,-87.6482404,41.831239000000004
84552,170318399002020,83,5,-87.6485316,41.8299454
84553,170318399002004,186,15,-87.6506123,41.8301778
84554,170318397003023,63,4,-87.64975559999999,41.830959
84555,170318397003000,71,5,-87.6489339,41.834297799999995
84556,170318397002009,200,48,-87.64738340000001,41.8332265
84557,170316009001006,28,1,-87.64654920000001,41.8356455
84558,170318400001028,131,8,-87.64036779999999,41.832649100000005
84559,170313406001019,0,-1,-87.6312835,41.827875
84560,170313404001016,128,14,-87.633933,41.843323100000006
84561,170313403001007,0,-1,-87.6362511,41.8457285
84562,170318402001026,0,-1,-87.6412483,41.8468566
84563,170318410001033,0,-1,-87.6209735,41.8488606
84564,170318365002001,0,-1,-87.6022211,41.82852020000001
84565,170313511003003,0,-1,-87.6128029,41.8293628
84566,170318365002013,126,11,-87.6053469,41.8251477
84567,170318364003023,0,-1,-87.60298259999999,41.8171433
84568,170313903002004,161,89,-87.6050559,41.8159234
84569,170313903002012,290,14,-87.6051923,41.814189899999995
84570,170313903001003,26,3,-87.6048426,41.8104638
84571,170318436002009,0,-1,-87.6096161,41.8097614
84572,170318360003017,47,5,-87.61110190000001,41.8121954
84573,170318436002012,40,6,-87.60958769999999,41.8092674
84574,170318436002018,82,15,-87.6110978,41.8067448
84575,170318436001010,92,8,-87.6087064,41.803818400000004
84576,170313902001003,242,33,-87.5981014,41.8124238
84577,170313906001001,0,-1,-87.5928222,41.8087217
84578,170313906002002,32,4,-87.5955453,41.8051054
84579,170318363001000,44,5,-87.6017142,41.8015812
84580,170314107001002,24,3,-87.59423340000001,41.8006795
84581,170314112002008,81,3,-87.59440140000001,41.7903127
84582,170314203001011,0,-1,-87.6002854,41.780713
84583,170314202001010,41,2,-87.59585159999999,41.7816901
84584,170318344002006,34,5,-87.5934168,41.7793468
84585,170314208001017,22,3,-87.6037497,41.7777107
84586,170314208002002,52,6,-87.6024848,41.77590479999999
84587,170314208002013,147,18,-87.6024479,41.77409
84588,170318344002015,105,5,-87.59491329999999,41.7741605
84589,170314212001010,71,7,-87.60908570000001,41.7719568
84590,170314212002010,0,-1,-87.6060335,41.768986600000005
84591,170314212002016,0,-1,-87.60627290000001,41.7679285
84592,170318418002012,3,1,-87.5945787,41.7680515
84593,170314303003007,40,2,-87.5899663,41.768515
84594,170314207001011,57,4,-87.6086348,41.777862
84595,170314207001013,8,0,-87.6089056,41.7769446
84596,170314207001006,64,4,-87.60741340000001,41.777654600000005
84597,170314207002000,43,6,-87.60615940000001,41.7758646
84598,170314207002002,52,3,-87.60739740000001,41.7758466
84599,170316809002001,0,-1,-87.63047399999999,41.7790153
84600,170318356001021,9,1,-87.6329405,41.80577460000001
84601,170313404001029,85,18,-87.63383449999999,41.8391674
84602,170318411003024,0,-1,-87.6386223,41.848370700000004
84603,170318411003023,85,7,-87.6394578,41.8483719
84604,170318411002016,125,12,-87.6356952,41.84978710000001
84605,170318401001004,101,10,-87.6407482,41.8456201
84606,170318401002011,110,14,-87.64056409999999,41.8408545
84607,170318401002010,120,36,-87.6399454,41.8408542
84608,170318410001020,0,-1,-87.6226324,41.8519714
84609,170313301004043,207,8,-87.6211168,41.8549279
84610,170318401002025,21,1,-87.638363,41.838352799999996
84611,170318400001007,32,2,-87.640755,41.8365031
84612,170318400001019,58,1,-87.6392098,41.835406799999994
84613,170318400001018,41,3,-87.639526,41.8361035
84614,170316009001000,0,-1,-87.6465594,41.837236700000005
84615,170318402001054,249,29,-87.648967,41.8394463
84616,170318402001046,1,-1,-87.64777480000001,41.84479279999999
84617,170316006002027,36,3,-87.65774040000001,41.8437721
84618,170316007002018,11,0,-87.6614106,41.8421434
84619,170316007002024,0,-1,-87.66205409999999,41.8403219
84620,170316007002035,23,3,-87.6612198,41.840427000000005
84621,170315801001008,0,-1,-87.6948974,41.8311797
84626,170315305021035,61,7,-87.62738859999999,41.6661614
84627,170315305021010,47,3,-87.6286506,41.6679568
84628,170315305032062,51,4,-87.634343,41.666306899999995
84629,170315305033054,52,2,-87.6398479,41.6612152
84630,170315305012029,106,10,-87.63598509999998,41.671504
84631,170315305013011,40,6,-87.6311855,41.6715598
84632,170315305032029,66,3,-87.64072990000001,41.669634499999994
84633,170315304001034,33,1,-87.65174870000001,41.671302600000004
84639,170315305011014,9,-1,-87.63976109999999,41.676616499999994
84640,170315305011005,9,-1,-87.6340691,41.6776927
84641,170315305011021,37,1,-87.6313382,41.6768165
84642,170315003001013,59,4,-87.6061925,41.6882583
84643,170315003002014,24,18,-87.6085933,41.6878058
84644,170315003002026,74,2,-87.6073822,41.6866321
84645,170315002001013,9,0,-87.6042827,41.7051823
84646,170315002002023,37,2,-87.6065104,41.6990137
84647,170315002001008,11,18,-87.6053727,41.7062976
84648,170314905001001,0,-1,-87.607334,41.7172343
84649,170314908001013,39,1,-87.607435,41.7117469
84650,170314905002036,18,0,-87.61546899999999,41.7141994
84651,170314908002004,39,1,-87.6129601,41.7118374
84652,170314908003035,53,4,-87.6178483,41.7118128
84653,170314905001007,61,1,-87.6143354,41.717331
84654,170314908003022,67,2,-87.62189029999999,41.7124271
84655,170314908003031,64,4,-87.6218145,41.711519700000004
84656,170314907001013,83,9,-87.625126,41.7116976
84657,170314907001009,81,3,-87.6275407,41.7116771
84658,170314907003010,40,2,-87.62993990000001,41.71164879999999
84659,170314403001007,90,5,-87.62311629999999,41.7409278
84660,170314403001009,51,4,-87.6215224,41.740965100000004
84661,170318424002035,26,0,-87.6259688,41.7447665
84662,170318424001031,35,2,-87.6289261,41.7460862
84663,170318424001024,19,3,-87.6275531,41.7474797
84664,170318424001032,32,7,-87.6259896,41.7461339
84665,170316913002012,0,-1,-87.6241988,41.7519335
84666,170316913002013,34,3,-87.6234231,41.752050200000006
84667,170316912002034,14,0,-87.6265166,41.7529669
84668,170316912002025,14,29,-87.6264449,41.7520518
84669,170316910003004,82,6,-87.623604,41.7609864
84670,170316903002016,87,6,-87.6307067,41.76632360000001
84671,170316911003007,80,2,-87.6323766,41.75924129999999
84672,170316911001029,49,0,-87.6276137,41.759085299999995
84673,170316912002013,68,3,-87.62923149999999,41.7570838
84674,170317101001016,60,7,-87.6413238,41.7517791
84675,170318424003037,28,18,-87.6376254,41.7498223
84676,170318424002027,39,5,-87.63329499999999,41.7465094
84677,170317109001022,32,2,-87.64298050000001,41.746103999999995
84678,170317109001007,46,1,-87.6418746,41.7495679
84679,170317108006014,42,3,-87.65145109999999,41.744159700000004
84680,170317110001000,43,2,-87.6489569,41.7423679
84681,170317109002027,37,2,-87.6391075,41.738646700000004
84682,170317109002043,140,13,-87.6379245,41.7387425
84683,170317302022017,45,3,-87.6520959,41.724083799999995
84684,170317302023007,27,12,-87.6459847,41.722469399999994
84685,170317302023009,21,1,-87.6447739,41.7224893
84686,170317301001006,57,10,-87.6363623,41.72612120000001
84687,170317305001001,3,-1,-87.6349458,41.7213429
84688,170317305004017,44,7,-87.6374248,41.7204011
84689,170317305001022,18,1,-87.6364358,41.7176852
84690,170314907003007,42,7,-87.6286915,41.7098417
84691,170314907002006,54,2,-87.6274829,41.709851799999996
84692,170314908005014,12,1,-87.6223632,41.7087751
84693,170317305002026,4,-1,-87.6349404,41.710437
84694,170317305003008,46,5,-87.6420373,41.711482600000004
84695,170317305002038,33,3,-87.6349012,41.7086239
84696,170314907002013,38,15,-87.6250608,41.7083581
84697,170317305003020,35,1,-87.6370952,41.7081477
84698,170317305003023,45,5,-87.6389209,41.708126299999996
84699,170317305003024,49,12,-87.6395253,41.7081148
84700,170314911001012,28,2,-87.63642469999999,41.705408399999996
84701,170314911001015,22,0,-87.63607579999999,41.704939700000004
84702,170314910003000,0,-1,-87.6294818,41.70686129999999
84703,170314910003009,102,7,-87.631314,41.7042399
84704,170314909022032,7,0,-87.6226286,41.705618799999996
