geoid10,population,lon,lat,community
170315601001033,65,       -87.7405275,        41.8122224,56
170315601001034,32,       -87.7399096,        41.8122252,56
170315601001035,65,       -87.7398765,        41.8104012,56
170315601001036,72,       -87.7404808,        41.8103959,56
170315601001037,56,       -87.7410900,        41.8103907,56
170315601001038,71,       -87.7416999,        41.8103791,56
170315601001039,59,       -87.7423327,        41.8103837,56
170315601001040,0,       -87.7429384,        41.8103741,56
170315601001041,0,       -87.7428857,        41.8087672,56
170315601001042,73,       -87.7422597,        41.8087671,56
170315601001043,56,       -87.7416677,        41.8087869,56
170315601001044,60,       -87.7410549,        41.8087956,56
170315601001045,45,       -87.7404268,        41.8087935,56
170315601001046,54,       -87.7398405,        41.8088093,56
170315601001047,77,       -87.7401375,        41.8078999,56
170315601001048,67,       -87.7413212,        41.8078694,56
170315601001049,19,       -87.7422272,        41.8078597,56
170315601001050,0,       -87.7428867,        41.8078734,56
170315602001000,0,       -87.7441961,        41.8163887,56
170315602001001,0,       -87.7456409,        41.8152358,56
170315602001002,0,       -87.7497299,        41.8136365,56
170315602001003,0,       -87.7458531,        41.8141001,56
170315602001004,0,       -87.7442949,        41.8138021,56
170315602001005,41,       -87.7521342,        41.8120654,56
170315602001006,0,       -87.7527131,        41.8120610,56
170315602001007,27,       -87.7514620,        41.8121549,56
170315602001008,28,       -87.7498008,        41.8121934,56
170315602001009,31,       -87.7490847,        41.8121084,56
170315602001010,91,       -87.7484951,        41.8121280,56
170315602001011,36,       -87.7502916,        41.8118959,56
170315602001012,41,       -87.7509419,        41.8119156,56
170315602002000,0,       -87.7440122,        41.8121827,56
170315602002001,0,       -87.7453071,        41.8124975,56
170315602002002,0,       -87.7464689,        41.8124878,56
170315602002003,0,       -87.7476334,        41.8124775,56
170315602002004,0,       -87.7475921,        41.8115566,56
170315602002005,0,       -87.7464430,        41.8115765,56
170315602002006,0,       -87.7452810,        41.8115995,56
170315602003000,0,       -87.7435542,        41.8103516,56
170315602003001,58,       -87.7441681,        41.8103479,56
170315602003002,62,       -87.7447436,        41.8103356,56
170315602003003,58,       -87.7453548,        41.8103247,56
170315602003004,66,       -87.7459884,        41.8103271,56
170315602003005,84,       -87.7465824,        41.8103113,56
170315602003006,55,       -87.7471979,        41.8103042,56
170315602003007,64,       -87.7478242,        41.8103048,56
170315602003008,69,       -87.7484099,        41.8102847,56
170315602003009,67,       -87.7490309,        41.8102810,56
170315602003010,58,       -87.7496429,        41.8102730,56
170315602003011,59,       -87.7502600,        41.8102690,56
170315602003012,58,       -87.7508680,        41.8102571,56
170315602003013,64,       -87.7514873,        41.8102551,56
170315602003014,63,       -87.7520884,        41.8102422,56
170315602003015,38,       -87.7526772,        41.8102336,56
170315602003016,37,       -87.7526386,        41.8086360,56
170315602003017,41,       -87.7520644,        41.8086515,56
170315602003018,48,       -87.7514407,        41.8086527,56
170315602003019,44,       -87.7508342,        41.8086628,56
170315602003020,48,       -87.7502166,        41.8086683,56
170315602003021,43,       -87.7496206,        41.8086827,56
170315602003022,48,       -87.7489936,        41.8086842,56
170315602003023,52,       -87.7483825,        41.8086929,56
170315602003024,0,       -87.7468523,        41.8084876,56
170315602003025,35,       -87.7453252,        41.8087345,56
170315602003026,40,       -87.7447328,        41.8087472,56
170315602003027,52,       -87.7441255,        41.8087508,56
170315602003028,0,       -87.7434904,        41.8085184,56
170315602003029,0,       -87.7441095,        41.8078389,56
170315602003030,0,       -87.7449689,        41.8078111,56
170315602003031,0,       -87.7498837,        41.8077585,56
170315602003032,0,       -87.7511263,        41.8077512,56
170315602003033,0,       -87.7523282,        41.8077338,56
170315602003034,15,       -87.7486808,        41.8077845,56
170315603001000,0,       -87.7435714,        41.8068214,56
170315603001001,0,       -87.7449795,        41.8073655,56
170315603001002,0,       -87.7462164,        41.8073590,56
170315603001003,0,       -87.7474295,        41.8073372,56
170315603001004,7,       -87.7486313,        41.8073105,56
170315603001005,0,       -87.7498559,        41.8072980,56
170315603001006,0,       -87.7510893,        41.8072847,56
170315603001007,0,       -87.7523357,        41.8072785,56
170315603001008,42,       -87.7471023,        41.8064316,56
170315603001009,52,       -87.7464882,        41.8064407,56
170315603001010,54,       -87.7458790,        41.8064477,56
170315603001011,64,       -87.7452805,        41.8064624,56
170315603001012,72,       -87.7446489,        41.8064588,56
170315603001013,55,       -87.7440593,        41.8064704,56
170315603001014,67,       -87.7440031,        41.8048653,56
170315603001015,0,       -87.7434108,        41.8048778,56
170315603001016,77,       -87.7452158,        41.8048565,56
170315603001017,82,       -87.7458416,        41.8048553,56
170315603001018,60,       -87.7464428,        41.8048422,56
170315603001019,74,       -87.7470531,        41.8048334,56
170315603001020,54,       -87.7476682,        41.8048269,56
170315603001021,48,       -87.7477101,        41.8064201,56
170315603001022,53,       -87.7483263,        41.8064156,56
170315603001023,54,       -87.7489193,        41.8063995,56
170315603001024,58,       -87.7495489,        41.8064013,56
170315603001025,47,       -87.7501550,        41.8063908,56
170315603001026,61,       -87.7507686,        41.8063836,56
170315603001027,53,       -87.7513781,        41.8063714,56
170315603001028,50,       -87.7519966,        41.8063678,56
170315603001029,56,       -87.7526094,        41.8063617,56
170315603001030,23,       -87.7522902,        41.8048569,56
170315603001031,54,       -87.7513373,        41.8047808,56
170315603001032,73,       -87.7507259,        41.8047866,56
170315603001033,64,       -87.7501056,        41.8047916,56
170315603001034,53,       -87.7495038,        41.8048033,56
170315603001035,63,       -87.7488884,        41.8048090,56
170315603001036,53,       -87.7482777,        41.8048178,56
170315603001037,14,       -87.7519423,        41.8040865,56
170315603001038,70,       -87.7446037,        41.8048652,56
170315603002000,2,       -87.7433490,        41.8030536,56
170315603002001,68,       -87.7439689,        41.8030500,56
170315603002002,79,       -87.7445620,        41.8030410,56
170315603002003,57,       -87.7451794,        41.8030399,56
170315603002004,40,       -87.7457716,        41.8030202,56
170315603002005,67,       -87.7464024,        41.8030191,56
170315603002006,0,       -87.7485332,        41.8029875,56
170315603002007,53,       -87.7506719,        41.8029587,56
170315603002008,46,       -87.7512744,        41.8029458,56
170315603002009,78,       -87.7518916,        41.8029395,56
170315603002010,75,       -87.7525073,        41.8029342,56
170315603002011,60,       -87.7524398,        41.8010970,56
170315603002012,64,       -87.7518512,        41.8011185,56
170315603002013,68,       -87.7512402,        41.8011260,56
170315603002014,63,       -87.7506286,        41.8011339,56
170315603002015,59,       -87.7500013,        41.8011354,56
170315603002016,90,       -87.7494086,        41.8011514,56
170315603002017,51,       -87.7487898,        41.8011556,56
170315603002018,59,       -87.7481834,        41.8011671,56
170315603002019,65,       -87.7475709,        41.8011744,56
170315603002020,67,       -87.7469649,        41.8011845,56
170315603002021,67,       -87.7463422,        41.8011875,56
170315603002022,57,       -87.7457311,        41.8011958,56
170315603002023,42,       -87.7451179,        41.8012037,56
170315603002024,53,       -87.7445077,        41.8012159,56
170315603002025,50,       -87.7439369,        41.8012338,56
170315603002026,0,       -87.7433019,        41.8012288,56
170315604001000,26,       -87.7388213,        41.8067625,56
170315604001001,7,       -87.7400813,        41.8074331,56
170315604001002,0,       -87.7413278,        41.8074289,56
170315604001003,0,       -87.7422226,        41.8074103,56
170315604001004,0,       -87.7428215,        41.8067217,56
170315604001005,72,       -87.7422210,        41.8065061,56
170315604001006,53,       -87.7415746,        41.8064964,56
170315604001007,69,       -87.7409766,        41.8065108,56
170315604001008,45,       -87.7403889,        41.8065299,56
170315604001009,45,       -87.7397457,        41.8065238,56
170315604001010,74,       -87.7397285,        41.8049325,56
170315604001011,92,       -87.7403275,        41.8049203,56
170315604001012,69,       -87.7409538,        41.8049175,56
170315604001013,63,       -87.7415550,        41.8049051,56
170315604001014,83,       -87.7421518,        41.8048905,56
170315604001015,0,       -87.7427817,        41.8048981,56
170315604001016,0,       -87.7427121,        41.8030590,56
170315604001017,64,       -87.7421292,        41.8030789,56
170315604001018,70,       -87.7415111,        41.8030828,56
170315604001019,66,       -87.7408950,        41.8030885,56
170315604001020,61,       -87.7402814,        41.8030951,56
170315604001021,70,       -87.7396728,        41.8031051,56
170315604001022,45,       -87.7390589,        41.8031148,56
170315604001023,50,       -87.7385697,        41.8035574,56
170315604001024,45,       -87.7390150,        41.8015061,56
170315604001025,19,       -87.7389737,        41.8005872,56
170315604001026,37,       -87.7399226,        41.8005905,56
170315604001027,44,       -87.7402312,        41.8014882,56
170315604001028,59,       -87.7408389,        41.8014784,56
170315604001029,45,       -87.7414654,        41.8014793,56
170315604001030,44,       -87.7420822,        41.8014752,56
170315604001031,0,       -87.7426734,        41.8012399,56
170315604001032,17,       -87.7420183,        41.8005461,56
170315604001033,34,       -87.7411275,        41.8005667,56
170315604001034,48,       -87.7396211,        41.8014936,56
170315607001000,70,       -87.7538311,        41.7955346,56
170315607001001,107,       -87.7563232,        41.7954630,56
170315607001002,0,       -87.7537683,        41.7951920,56
170315607001003,42,       -87.7562044,        41.7949225,56
170315607001004,0,       -87.7600437,        41.7950835,56
170315607001005,35,       -87.7598401,        41.7947744,56
170315607001006,84,       -87.7577524,        41.7937068,56
170315607001007,51,       -87.7571582,        41.7939523,56
170315607001008,35,       -87.7565363,        41.7939584,56
170315607001009,13,       -87.7559333,        41.7942544,56
170315607001010,33,       -87.7555156,        41.7935987,56
170315607001011,74,       -87.7547051,        41.7939857,56
170315607001012,66,       -87.7538036,        41.7948788,56
170315607001013,49,       -87.7583594,        41.7937008,56
170315607001014,52,       -87.7589736,        41.7936889,56
170315607001015,51,       -87.7595829,        41.7936785,56
170315607001016,53,       -87.7601913,        41.7939228,56
170315607001017,127,       -87.7606685,        41.7935224,56
170315607001018,75,       -87.7614230,        41.7936526,56
170315607001019,46,       -87.7620320,        41.7936472,56
170315607001020,66,       -87.7540855,        41.7939907,56
170315607001021,74,       -87.7534827,        41.7940057,56
170315607001022,68,       -87.7528698,        41.7940187,56
170315607001023,36,       -87.7531109,        41.7930942,56
170315607001024,37,       -87.7543633,        41.7930835,56
170315607001025,0,       -87.7567756,        41.7930307,56
170315607002000,60,       -87.7530140,        41.7992700,56
170315607002001,74,       -87.7536212,        41.7992568,56
170315607002002,77,       -87.7542394,        41.7992514,56
170315607002003,84,       -87.7548489,        41.7992428,56
170315607002004,68,       -87.7554641,        41.7992348,56
170315607002005,86,       -87.7560830,        41.7992288,56
170315607002006,67,       -87.7566763,        41.7992111,56
170315607002007,71,       -87.7573050,        41.7992119,56
170315607002008,58,       -87.7579093,        41.7992041,56
170315607002009,73,       -87.7585242,        41.7992018,56
170315607002010,0,       -87.7594323,        41.7991858,56
170315607002011,51,       -87.7603666,        41.7991815,56
170315607002012,61,       -87.7609683,        41.7991699,56
170315607002013,50,       -87.7615657,        41.7991527,56
170315607002014,44,       -87.7621893,        41.7991544,56
170315607002015,86,       -87.7621396,        41.7972364,56
170315607002016,67,       -87.7615188,        41.7972926,56
170315607002017,64,       -87.7609161,        41.7973446,56
170315607002018,66,       -87.7602968,        41.7973920,56
170315607002019,46,       -87.7596866,        41.7974443,56
170315607002020,50,       -87.7590946,        41.7975038,56
170315607002021,26,       -87.7584714,        41.7975483,56
170315607002022,54,       -87.7578582,        41.7975955,56
170315607002023,61,       -87.7572447,        41.7976393,56
170315607002024,67,       -87.7566599,        41.7976986,56
170315607002025,33,       -87.7560326,        41.7977431,56
170315607002026,54,       -87.7554109,        41.7977893,56
170315607002027,26,       -87.7548014,        41.7978410,56
170315607002028,30,       -87.7542204,        41.7979041,56
170315607002029,29,       -87.7535933,        41.7979489,56
170315607002030,22,       -87.7529885,        41.7980018,56
170315607002031,0,       -87.7532627,        41.7973568,56
170315607002032,43,       -87.7545004,        41.7971800,56
170315607002033,18,       -87.7556773,        41.7969738,56
170315607002034,6,       -87.7569302,        41.7968019,56
170315607002035,36,       -87.7581405,        41.7966138,56
170315607002036,34,       -87.7593641,        41.7964280,56
170315607002037,28,       -87.7605909,        41.7962415,56
170315607002038,0,       -87.7617942,        41.7960391,56
170315607002039,0,       -87.7604038,        41.7956075,56
170315607002040,0,       -87.7582373,        41.7958655,56
170315607002041,75,       -87.7578068,        41.7956048,56
170315607002042,0,       -87.7569045,        41.7963200,56
170315607002043,6,       -87.7556828,        41.7965053,56
170315607002044,52,       -87.7544659,        41.7966926,56
170315607002045,0,       -87.7532212,        41.7968716,56
170315607002046,6,       -87.7559923,        41.7959956,56
170315607002047,14,       -87.7553821,        41.7960439,56
170315607002048,33,       -87.7547334,        41.7960743,56
170315607002049,24,       -87.7541324,        41.7961283,56
170315607002050,17,       -87.7535260,        41.7961784,56
170315607002051,30,       -87.7529220,        41.7962387,56
170315607002052,7,       -87.7572066,        41.7958934,56
170315607002053,6,       -87.7565813,        41.7959339,56
170315608001000,53,       -87.7628024,        41.7991414,56
170315608001001,55,       -87.7634287,        41.7991479,56
170315608001002,71,       -87.7640032,        41.7991176,56
170315608001003,59,       -87.7646229,        41.7991233,56
170315608001004,61,       -87.7652323,        41.7991063,56
170315608001005,54,       -87.7658438,        41.7990964,56
170315608001006,49,       -87.7664454,        41.7990795,56
170315608001007,47,       -87.7670667,        41.7990723,56
170315608001008,43,       -87.7670059,        41.7972426,56
170315608001009,51,       -87.7664177,        41.7972663,56
170315608001010,40,       -87.7657852,        41.7972675,56
170315608001011,37,       -87.7651892,        41.7972854,56
170315608001012,41,       -87.7645754,        41.7972955,56
170315608001013,77,       -87.7639563,        41.7973010,56
170315608001014,70,       -87.7633524,        41.7973147,56
170315608001015,80,       -87.7627492,        41.7973343,56
170315608001016,8,       -87.7627509,        41.7962889,56
170315608001017,4,       -87.7633664,        41.7962450,56
170315608001018,14,       -87.7639487,        41.7961782,56
170315608001019,8,       -87.7646003,        41.7961496,56
170315608001020,9,       -87.7651246,        41.7960594,56
170315608001021,22,       -87.7658021,        41.7960418,56
170315608001022,16,       -87.7663469,        41.7959584,56
170315608001023,20,       -87.7669963,        41.7959244,56
170315608001024,0,       -87.7666278,        41.7953219,56
170315608001025,25,       -87.7653613,        41.7954837,56
170315608001026,11,       -87.7641916,        41.7956883,56
170315608001027,24,       -87.7629721,        41.7958524,56
170315608001028,95,       -87.7650822,        41.7942458,56
170315608001029,2,       -87.7668378,        41.7947925,56
170315608001030,34,       -87.7669094,        41.7933206,56
170315608001031,0,       -87.7637498,        41.7940231,56
170315608001032,0,       -87.7632001,        41.7935433,56
170315608002000,47,       -87.7676823,        41.7990624,56
170315608002001,54,       -87.7682914,        41.7990494,56
170315608002002,43,       -87.7689075,        41.7990383,56
170315608002003,39,       -87.7695003,        41.7990194,56
170315608002004,45,       -87.7701116,        41.7990067,56
170315608002005,43,       -87.7707276,        41.7989978,56
170315608002006,41,       -87.7713463,        41.7989883,56
170315608002007,49,       -87.7719573,        41.7989785,56
170315608002008,38,       -87.7719027,        41.7971543,56
170315608002009,48,       -87.7712739,        41.7971569,56
170315608002010,47,       -87.7706791,        41.7971766,56
170315608002011,55,       -87.7700639,        41.7971860,56
170315608002012,39,       -87.7694596,        41.7972013,56
170315608002013,52,       -87.7688378,        41.7972064,56
170315608002014,33,       -87.7682291,        41.7972201,56
170315608002015,55,       -87.7676317,        41.7972384,56
170315608002016,22,       -87.7675998,        41.7958680,56
170315608002017,28,       -87.7681789,        41.7958033,56
170315608002018,43,       -87.7688166,        41.7957674,56
170315608002019,33,       -87.7694290,        41.7957167,56
170315608002020,35,       -87.7700269,        41.7956609,56
170315608002021,38,       -87.7706250,        41.7956009,56
170315608002022,40,       -87.7713531,        41.7951392,56
170315608002023,36,       -87.7718360,        41.7954951,56
170315608002024,5,       -87.7678285,        41.7951269,56
170315608002025,0,       -87.7690295,        41.7949359,56
170315608002026,0,       -87.7702301,        41.7947426,56
170315608002027,198,       -87.7706817,        41.7936016,56
170315608002028,0,       -87.7717929,        41.7933005,56
170315608002029,212,       -87.7686481,        41.7936457,56
170315608002030,35,       -87.7675472,        41.7940017,56
170315608002031,39,       -87.7675121,        41.7931186,56
170315608003000,46,       -87.7726471,        41.7988232,56
170315608003001,39,       -87.7731823,        41.7991427,56
170315608003002,54,       -87.7737785,        41.7989275,56
170315608003003,48,       -87.7743709,        41.7989061,56
170315608003004,37,       -87.7749963,        41.7989004,56
170315608003005,48,       -87.7756118,        41.7988902,56
170315608003006,47,       -87.7755392,        41.7970700,56
170315608003007,31,       -87.7749286,        41.7970823,56
170315608003008,41,       -87.7743462,        41.7971074,56
170315608003009,50,       -87.7737248,        41.7971160,56
170315608003010,1,       -87.7729605,        41.7969814,56
170315608003011,21,       -87.7725224,        41.7974347,56
170315608003012,38,       -87.7742693,        41.7952797,56
170315608003013,42,       -87.7748954,        41.7952826,56
170315608003014,43,       -87.7754968,        41.7952654,56
170315608003015,6,       -87.7751955,        41.7940616,56
170315608003016,0,       -87.7739370,        41.7941742,56
170315608003017,53,       -87.7736744,        41.7953353,56
170315608003018,40,       -87.7730527,        41.7953846,56
170315608003019,47,       -87.7724622,        41.7954454,56
170315608003020,0,       -87.7727235,        41.7943617,56
170315608003021,26,       -87.7727111,        41.7938865,56
170315608003022,22,       -87.7739232,        41.7936981,56
170315608003023,1,       -87.7738858,        41.7932175,56
170315608003024,42,       -87.7726779,        41.7933233,56
170315608003025,17,       -87.7726785,        41.7927577,56
170315608003026,16,       -87.7738977,        41.7927333,56
170315608004000,40,       -87.7762067,        41.7988727,56
170315608004001,66,       -87.7768258,        41.7988648,56
170315608004002,34,       -87.7774287,        41.7988486,56
170315608004003,53,       -87.7780360,        41.7988355,56
170315608004004,49,       -87.7779857,        41.7970263,56
170315608004005,52,       -87.7773799,        41.7970416,56
170315608004006,47,       -87.7767620,        41.7970484,56
170315608004007,75,       -87.7761689,        41.7970698,56
170315608004008,51,       -87.7761071,        41.7952535,56
170315608004009,29,       -87.7767131,        41.7952409,56
170315608004010,31,       -87.7773257,        41.7952292,56
170315608004011,52,       -87.7779370,        41.7952195,56
170315608004012,13,       -87.7779100,        41.7940595,56
170315608004013,8,       -87.7772818,        41.7941008,56
170315608004014,16,       -87.7767185,        41.7941745,56
170315608004015,3,       -87.7761200,        41.7942307,56
170315608004016,2,       -87.7763473,        41.7937926,56
170315608004017,12,       -87.7775837,        41.7936174,56
170315608004018,0,       -87.7763601,        41.7933288,56
170315608004019,152,       -87.7761009,        41.7927918,56
170315608005000,53,       -87.7786481,        41.7988239,56
170315608005001,52,       -87.7792490,        41.7988078,56
170315608005002,40,       -87.7798674,        41.7987989,56
170315608005003,58,       -87.7804734,        41.7987867,56
170315608005004,65,       -87.7810966,        41.7987796,56
170315608005005,58,       -87.7817029,        41.7987673,56
170315608005006,45,       -87.7816463,        41.7969550,56
170315608005007,41,       -87.7810290,        41.7969646,56
170315608005008,46,       -87.7804184,        41.7969754,56
170315608005009,46,       -87.7798083,        41.7969881,56
170315608005010,44,       -87.7792119,        41.7970061,56
170315608005011,52,       -87.7785937,        41.7970141,56
170315608005012,51,       -87.7785339,        41.7952011,56
170315608005013,47,       -87.7791506,        41.7951931,56
170315608005014,46,       -87.7797551,        41.7951779,56
170315608005015,52,       -87.7803818,        41.7951744,56
170315608005016,41,       -87.7809797,        41.7951569,56
170315608005017,71,       -87.7815946,        41.7951481,56
170315608005018,47,       -87.7815553,        41.7935798,56
170315608005019,28,       -87.7809362,        41.7936618,56
170315608005020,21,       -87.7803177,        41.7937411,56
170315608005021,18,       -87.7797613,        41.7938529,56
170315608005022,21,       -87.7791086,        41.7939183,56
170315608005023,13,       -87.7785156,        41.7940042,56
170315608005024,29,       -87.7787610,        41.7933870,56
170315608005025,13,       -87.7799824,        41.7930778,56
170315608005026,0,       -87.7812078,        41.7927441,56
170315608005027,0,       -87.7806349,        41.7924377,56
170315608005028,0,       -87.7790927,        41.7927551,56
170315609001000,56,       -87.7823074,        41.7987578,56
170315609001001,34,       -87.7829131,        41.7987522,56
170315609001002,48,       -87.7835179,        41.7987438,56
170315609001003,42,       -87.7841393,        41.7987413,56
170315609001004,40,       -87.7847357,        41.7987262,56
170315609001005,43,       -87.7853661,        41.7987274,56
170315609001006,51,       -87.7853090,        41.7969038,56
170315609001007,36,       -87.7846908,        41.7969076,56
170315609001008,43,       -87.7840923,        41.7969208,56
170315609001009,60,       -87.7834801,        41.7969278,56
170315609001010,54,       -87.7828516,        41.7969295,56
170315609001011,63,       -87.7822557,        41.7969462,56
170315609001012,61,       -87.7821922,        41.7951312,56
170315609001013,46,       -87.7828117,        41.7951290,56
170315609001014,63,       -87.7834114,        41.7951134,56
170315609001015,48,       -87.7840282,        41.7951040,56
170315609001016,44,       -87.7846440,        41.7950998,56
170315609001017,46,       -87.7852462,        41.7950885,56
170315609001018,38,       -87.7851926,        41.7934633,56
170315609001019,39,       -87.7845799,        41.7934756,56
170315609001020,31,       -87.7839874,        41.7934928,56
170315609001021,33,       -87.7833774,        41.7935041,56
170315609001022,40,       -87.7827536,        41.7935079,56
170315609001023,21,       -87.7821456,        41.7935200,56
170315609001024,0,       -87.7824179,        41.7925663,56
170315609001025,2,       -87.7836457,        41.7925459,56
170315609001026,5,       -87.7848775,        41.7925269,56
170315609002000,50,       -87.7859642,        41.7987151,56
170315609002001,43,       -87.7865848,        41.7987116,56
170315609002002,45,       -87.7871775,        41.7986945,56
170315609002003,58,       -87.7877962,        41.7986903,56
170315609002004,38,       -87.7877433,        41.7968653,56
170315609002005,39,       -87.7871373,        41.7968777,56
170315609002006,40,       -87.7865217,        41.7968834,56
170315609002007,46,       -87.7859028,        41.7968870,56
170315609002008,23,       -87.7858608,        41.7950827,56
170315609002009,53,       -87.7864723,        41.7950739,56
170315609002010,35,       -87.7873820,        41.7950576,56
170315609002011,34,       -87.7858202,        41.7934624,56
170315609002012,30,       -87.7864223,        41.7934490,56
170315609002013,40,       -87.7870334,        41.7934397,56
170315609002014,33,       -87.7876190,        41.7934169,56
170315609002015,0,       -87.7873137,        41.7924773,56
170315609002016,8,       -87.7860792,        41.7924942,56
170315609003000,21,       -87.7886411,        41.7985478,56
170315609003001,16,       -87.7890393,        41.7992635,56
170315609003002,50,       -87.7896294,        41.7986566,56
170315609003003,52,       -87.7902306,        41.7986430,56
170315609003004,43,       -87.7908232,        41.7986129,56
170315609003005,59,       -87.7914665,        41.7986194,56
170315609003006,54,       -87.7913969,        41.7968132,56
170315609003007,49,       -87.7907968,        41.7968253,56
170315609003008,44,       -87.7901733,        41.7968274,56
170315609003009,57,       -87.7895689,        41.7968400,56
170315609003010,82,       -87.7886520,        41.7968522,56
170315609003011,66,       -87.7886149,        41.7950476,56
170315609003012,29,       -87.7895132,        41.7950263,56
170315609003013,29,       -87.7901410,        41.7950260,56
170315609003014,0,       -87.7910446,        41.7950082,56
170315609003015,26,       -87.7882519,        41.7934179,56
170315609003016,31,       -87.7888523,        41.7934026,56
170315609003017,53,       -87.7894765,        41.7933984,56
170315609003018,40,       -87.7900779,        41.7933834,56
170315609003019,43,       -87.7906896,        41.7933752,56
170315609003020,37,       -87.7913024,        41.7933662,56
170315609003021,3,       -87.7909907,        41.7924148,56
170315609003022,0,       -87.7897278,        41.7924178,56
170315609003023,8,       -87.7885367,        41.7924561,56
170315609004000,51,       -87.7920513,        41.7985889,56
170315609004001,49,       -87.7926654,        41.7985850,56
170315609004002,47,       -87.7932785,        41.7985792,56
170315609004003,60,       -87.7938799,        41.7985675,56
170315609004004,53,       -87.7944985,        41.7985678,56
170315609004005,41,       -87.7951172,        41.7985580,56
170315609004006,68,       -87.7947447,        41.7967624,56
170315609004007,85,       -87.7935372,        41.7967862,56
170315609004008,85,       -87.7923113,        41.7968000,56
170315609004009,36,       -87.7919679,        41.7949992,56
170315609004010,45,       -87.7925591,        41.7949817,56
170315609004011,32,       -87.7931819,        41.7949797,56
170315609004012,33,       -87.7937866,        41.7949676,56
170315609004013,40,       -87.7944104,        41.7949646,56
170315609004014,54,       -87.7950003,        41.7949449,56
170315609004015,40,       -87.7949773,        41.7933106,56
170315609004016,37,       -87.7943556,        41.7933178,56
170315609004017,43,       -87.7937380,        41.7933231,56
170315609004018,36,       -87.7931439,        41.7933404,56
170315609004019,46,       -87.7925285,        41.7933489,56
170315609004020,41,       -87.7919087,        41.7933557,56
170315609004021,7,       -87.7921763,        41.7923750,56
170315609004022,0,       -87.7934137,        41.7923592,56
170315609004023,0,       -87.7946223,        41.7923304,56
170315609005000,71,       -87.7957102,        41.7985398,56
170315609005001,44,       -87.7963416,        41.7985445,56
170315609005003,131,       -87.7999283,        41.7976657,56
170315609005004,78,       -87.7997614,        41.7966932,56
170315609005005,14,       -87.7996985,        41.7978892,56
170315609005006,69,       -87.7984811,        41.7967079,56
170315609005007,62,       -87.7972578,        41.7981987,56
170315609005008,103,       -87.7972241,        41.7967333,56
170315609005009,83,       -87.7959646,        41.7967447,56
170315609006000,105,       -87.7959176,        41.7949340,56
170315609006001,88,       -87.7971748,        41.7949202,56
170315609006002,35,       -87.7981215,        41.7949029,56
170315609006003,35,       -87.7987607,        41.7948971,56
170315609006004,82,       -87.7997081,        41.7948807,56
170315609006005,47,       -87.8006649,        41.7948679,56
170315609006006,2,       -87.8012929,        41.7948677,56
170315609006007,32,       -87.8009294,        41.7929541,56
170315609006008,50,       -87.7999800,        41.7932044,56
170315609006009,39,       -87.7993465,        41.7932176,56
170315609006010,48,       -87.7987106,        41.7932306,56
170315609006011,57,       -87.7980877,        41.7932526,56
170315609006012,57,       -87.7974395,        41.7932566,56
170315609006013,44,       -87.7968160,        41.7932768,56
170315609006014,32,       -87.7961818,        41.7932828,56
170315609006015,43,       -87.7955731,        41.7932943,56
170315609006016,0,       -87.7958567,        41.7923132,56
170315609006017,11,       -87.7971056,        41.7922859,56
170315609006018,0,       -87.7983486,        41.7922381,56
170315609006019,8,       -87.7996415,        41.7922144,56
170315610001000,0,       -87.7824096,        41.7920955,56
170315610001001,5,       -87.7836205,        41.7920657,56
170315610001002,13,       -87.7848392,        41.7920408,56
170315610001003,40,       -87.7839208,        41.7911589,56
170315610001004,48,       -87.7832900,        41.7911609,56
170315610001005,20,       -87.7826706,        41.7911686,56
170315610001006,0,       -87.7820690,        41.7911854,56
170315610001007,66,       -87.7820027,        41.7895842,56
170315610001008,45,       -87.7826195,        41.7895790,56
170315610001009,78,       -87.7835338,        41.7895613,56
170315610001010,66,       -87.7847625,        41.7895442,56
170315610001011,36,       -87.7851189,        41.7911273,56
170315610001012,36,       -87.7845060,        41.7911367,56
170315610001013,42,       -87.7825541,        41.7877452,56
170315610001014,58,       -87.7819565,        41.7877630,56
170315610001015,53,       -87.7818742,        41.7859207,56
170315610001016,47,       -87.7824820,        41.7859109,56
170315610001017,47,       -87.7830969,        41.7859017,56
170315610001018,85,       -87.7834701,        41.7877300,56
170315610001019,37,       -87.7843903,        41.7877172,56
170315610001020,43,       -87.7849828,        41.7876984,56
170315610001021,43,       -87.7849195,        41.7858679,56
170315610001022,48,       -87.7843150,        41.7858807,56
170315610001023,44,       -87.7837065,        41.7858912,56
170315610002000,3,       -87.7860697,        41.7920225,56
170315610002001,6,       -87.7873145,        41.7920100,56
170315610002002,32,       -87.7857274,        41.7911168,56
170315610002003,33,       -87.7863553,        41.7911131,56
170315610002004,31,       -87.7869549,        41.7910954,56
170315610002005,27,       -87.7875523,        41.7910813,56
170315610002006,71,       -87.7872022,        41.7895051,56
170315610002007,90,       -87.7859751,        41.7895216,56
170315610002008,82,       -87.7859060,        41.7876887,56
170315610002009,81,       -87.7871307,        41.7876713,56
170315610002010,41,       -87.7867704,        41.7858489,56
170315610002011,33,       -87.7861568,        41.7858545,56
170315610002012,51,       -87.7855463,        41.7858670,56
170315610002013,38,       -87.7873660,        41.7858311,56
170315610003000,0,       -87.7885204,        41.7919802,56
170315610003001,1,       -87.7897540,        41.7919636,56
170315610003002,2,       -87.7909397,        41.7919239,56
170315610003003,31,       -87.7887758,        41.7910610,56
170315610003004,25,       -87.7881728,        41.7910734,56
