,Other Health Providers,Federally Qualified Health Centers,All Free Health Clinics,Hospitals,School-Based Health Centers
170310101001000,37.53333333333333,9.25,57.06666666666667,28.733333333333334,35.61666666666667
170310101001001,36.8,8.516666666666667,56.333333333333336,24.3,34.88333333333333
170310101001002,34.53333333333333,5.283333333333333,53.96666666666667,21.866666666666667,32.61666666666667
170310101001003,33.63333333333333,5.333333333333333,53.166666666666664,21.916666666666668,31.716666666666665
170310101002000,35.06666666666667,5.733333333333333,53.65,18.4,33.15
170310101002001,35.65,6.95,54.03333333333333,17.383333333333333,33.733333333333334
170310101002002,38.43333333333333,9.766666666666667,54.8,15.683333333333334,36.516666666666666
170310101002003,34.983333333333334,5.65,53.56666666666667,18.883333333333333,33.06666666666667
170310101002004,34.03333333333333,4.7,52.61666666666667,19.666666666666668,32.11666666666667
170310101002005,36.18333333333333,7.483333333333333,54.56666666666667,17.916666666666668,34.266666666666666
170310101002006,34.38333333333333,5.716666666666667,52.766666666666666,18.833333333333332,32.46666666666667
170310101002007,37.333333333333336,8.65,53.766666666666666,16.75,35.416666666666664
170310101002008,38.833333333333336,10.316666666666666,54.65,15.533333333333333,37.06666666666667
170310101002009,37.96666666666667,9.3,54.333333333333336,15.216666666666667,36.05
170310101002010,39.45,10.933333333333334,55.266666666666666,16.15,37.68333333333333
170310101002011,32.8,4.133333333333334,51.18333333333333,19.716666666666665,30.883333333333333
170310101002012,32.93333333333333,4.266666666666667,51.31666666666667,20.0,31.016666666666666
170310101002013,32.96666666666667,4.05,51.55,20.783333333333335,31.05
170310101003000,35.4,7.116666666666666,54.93333333333333,26.6,33.483333333333334
170310101003003,35.7,7.416666666666667,55.233333333333334,26.9,33.78333333333333
170310101003004,34.65,6.366666666666666,54.18333333333333,23.483333333333334,32.733333333333334
170310101003005,34.71666666666667,6.433333333333334,54.25,27.366666666666667,32.8
170310101003006,33.78333333333333,5.5,53.31666666666667,26.433333333333334,31.866666666666667
170310101003007,33.25,4.966666666666667,52.78333333333333,26.15,31.333333333333332
170310101003008,32.7,4.416666666666667,52.233333333333334,23.5,30.783333333333335
170310101003009,33.13333333333333,4.85,52.666666666666664,23.933333333333334,31.216666666666665
170310101003010,32.1,3.816666666666667,51.63333333333333,23.55,30.183333333333334
170310101003011,32.333333333333336,3.0833333333333335,51.766666666666666,24.266666666666666,30.416666666666668
170310101003012,32.88333333333333,4.6,52.416666666666664,25.75,30.966666666666665
170310102011000,31.283333333333335,9.066666666666666,38.8,17.966666666666665,30.3
170310102011001,32.45,10.033333333333333,39.43333333333333,16.833333333333332,31.466666666666665
170310102011002,33.15,9.4,38.8,16.2,32.166666666666664
170310102011003,33.15,9.4,38.8,16.2,32.166666666666664
170310102011004,32.88333333333333,9.133333333333333,38.53333333333333,15.933333333333334,31.9
170310102011005,31.116666666666667,8.583333333333334,37.96666666666667,17.633333333333333,30.133333333333333
