,Other Health Providers,Federally Qualified Health Centers,All Free Health Clinics,Hospitals,School-Based Health Centers
170312227002012,2.0,5.0,0.0,0.0,1.0
170312227002013,2.0,5.0,0.0,0.0,1.0
170312227002014,2.0,5.0,0.0,0.0,1.0
170312227002015,2.0,8.0,0.0,1.0,1.0
170312227002016,1.0,8.0,0.0,1.0,1.0
170312228001000,2.0,5.0,0.0,0.0,1.0
170312228001001,2.0,5.0,0.0,0.0,1.0
170312228001002,2.0,5.0,0.0,0.0,1.0
170312228001003,2.0,5.0,0.0,0.0,1.0
170312228001004,2.0,5.0,0.0,0.0,1.0
170312228001005,1.0,5.0,0.0,0.0,1.0
170312228001006,1.0,5.0,0.0,0.0,1.0
170312228001007,2.0,5.0,0.0,0.0,1.0
170312228001008,1.0,5.0,0.0,0.0,1.0
170312228001009,1.0,5.0,0.0,0.0,1.0
170312228001010,1.0,5.0,0.0,0.0,1.0
170312228001011,1.0,5.0,0.0,0.0,1.0
170312228001012,1.0,7.0,0.0,0.0,1.0
170312228001013,1.0,5.0,0.0,0.0,1.0
170312228001014,1.0,5.0,0.0,0.0,1.0
170312229001000,1.0,5.0,0.0,0.0,1.0
170312229001001,1.0,4.0,0.0,0.0,1.0
170312229001002,1.0,3.0,0.0,0.0,1.0
170312229001003,1.0,3.0,0.0,0.0,1.0
170312229001004,1.0,3.0,0.0,0.0,1.0
170312229001005,1.0,3.0,0.0,0.0,1.0
170312229001006,1.0,3.0,0.0,0.0,1.0
170312229001007,1.0,5.0,0.0,0.0,1.0
170312229001008,1.0,5.0,0.0,0.0,1.0
170312229001009,1.0,5.0,0.0,0.0,1.0
170312229001010,1.0,4.0,0.0,0.0,1.0
170312229001011,1.0,5.0,0.0,0.0,1.0
170312229001012,1.0,4.0,0.0,0.0,1.0
170312229001013,1.0,5.0,0.0,0.0,1.0
170312229001014,1.0,5.0,0.0,0.0,1.0
170312229001015,1.0,5.0,0.0,0.0,1.0
170312229001016,1.0,5.0,0.0,0.0,1.0
170312229001017,1.0,5.0,0.0,0.0,1.0
170312229001018,1.0,5.0,0.0,0.0,1.0
170312229001019,1.0,3.0,0.0,0.0,1.0
170312229001020,1.0,3.0,0.0,0.0,1.0
170312229001021,1.0,3.0,0.0,0.0,1.0
170312229001022,1.0,4.0,0.0,0.0,1.0
170312229001023,1.0,4.0,0.0,0.0,1.0
170312229001024,1.0,4.0,0.0,0.0,1.0
170312229001025,1.0,4.0,0.0,0.0,1.0
170312301001000,1.0,7.0,0.0,2.0,1.0
170312301001001,2.0,8.0,0.0,2.0,2.0
170312301001002,2.0,9.0,0.0,2.0,1.0
170312301001003,2.0,8.0,0.0,2.0,1.0
170312301001004,2.0,9.0,0.0,2.0,1.0
170312301001005,2.0,9.0,0.0,2.0,1.0
170312301001006,2.0,9.0,0.0,2.0,1.0
170312301001007,2.0,9.0,0.0,2.0,1.0
170312301001008,1.0,9.0,0.0,2.0,1.0
170312301001009,1.0,9.0,0.0,2.0,2.0
170312301001010,2.0,8.0,0.0,2.0,1.0
170312301001011,2.0,8.0,0.0,2.0,1.0
170312301001012,1.0,9.0,0.0,2.0,2.0
170312301001013,1.0,8.0,0.0,2.0,1.0
170312301001014,1.0,8.0,0.0,3.0,2.0
170312301001015,1.0,9.0,0.0,3.0,2.0
170312301001016,1.0,9.0,0.0,2.0,2.0
170312301001017,1.0,9.0,0.0,3.0,2.0
170312301001018,1.0,9.0,0.0,3.0,2.0
170312301001019,1.0,9.0,0.0,3.0,2.0
170312301001020,1.0,9.0,0.0,2.0,2.0
170312301001021,1.0,9.0,0.0,2.0,2.0
170312301001022,1.0,9.0,0.0,2.0,2.0
170312301001023,1.0,9.0,0.0,2.0,2.0
170312301001024,1.0,9.0,0.0,2.0,2.0
170312301001025,1.0,9.0,0.0,3.0,2.0
170312301001026,1.0,9.0,1.0,3.0,2.0
170312301001027,1.0,9.0,0.0,2.0,2.0
170312302001000,2.0,9.0,0.0,2.0,1.0
170312302001001,2.0,9.0,0.0,2.0,1.0
170312302001002,2.0,9.0,0.0,2.0,1.0
170312302001003,2.0,7.0,0.0,1.0,1.0
170312302001004,2.0,7.0,0.0,1.0,1.0
170312302001005,2.0,5.0,0.0,0.0,1.0
170312302001006,1.0,8.0,0.0,1.0,1.0
170312302001007,1.0,8.0,0.0,1.0,1.0
170312302001008,1.0,6.0,0.0,0.0,1.0
170312302001009,1.0,7.0,0.0,1.0,1.0
170312302001010,1.0,7.0,0.0,1.0,1.0
170312302001011,1.0,8.0,0.0,2.0,1.0
170312302001012,1.0,8.0,0.0,2.0,1.0
170312302001013,1.0,8.0,0.0,1.0,1.0
170312302001014,2.0,8.0,0.0,2.0,1.0
170312302001015,2.0,9.0,0.0,2.0,1.0
170312302001016,1.0,8.0,0.0,2.0,1.0
170312302001017,1.0,8.0,0.0,1.0,1.0
170312302001018,1.0,7.0,0.0,1.0,1.0
170312302001019,1.0,9.0,0.0,2.0,1.0
170312302001020,1.0,9.0,0.0,2.0,1.0
170312302001021,0.0,9.0,0.0,2.0,2.0
170312302001022,0.0,9.0,0.0,2.0,2.0
170312302001023,2.0,9.0,0.0,2.0,1.0
170312302001024,1.0,9.0,0.0,2.0,1.0
170312302001025,2.0,9.0,0.0,2.0,2.0
170312303001000,1.0,7.0,0.0,0.0,1.0
170312303001001,1.0,5.0,0.0,0.0,1.0
170312303001002,1.0,5.0,0.0,0.0,1.0
170312303001003,1.0,5.0,0.0,0.0,1.0
170312303001004,1.0,7.0,0.0,0.0,1.0
170312303001005,1.0,8.0,0.0,1.0,1.0
170312303001006,1.0,7.0,0.0,0.0,1.0
170312303001007,1.0,7.0,0.0,0.0,1.0
170312303001008,1.0,7.0,0.0,1.0,1.0
170312303001009,1.0,7.0,0.0,1.0,1.0
170312303001010,1.0,7.0,0.0,1.0,1.0
170312303001011,1.0,8.0,0.0,1.0,2.0
170312304001000,1.0,5.0,0.0,0.0,1.0
170312304001001,1.0,5.0,0.0,0.0,1.0
170312304001002,1.0,5.0,0.0,0.0,1.0
170312304001003,1.0,5.0,0.0,0.0,1.0
170312304001004,1.0,5.0,0.0,0.0,1.0
170312304001005,1.0,5.0,0.0,0.0,1.0
170312304001006,1.0,5.0,0.0,0.0,1.0
170312304001007,1.0,6.0,0.0,0.0,1.0
170312304001008,1.0,5.0,0.0,0.0,1.0
170312304001009,1.0,5.0,0.0,0.0,2.0
170312304001010,1.0,5.0,0.0,1.0,3.0
170312304001011,1.0,7.0,0.0,0.0,2.0
170312304001012,1.0,5.0,0.0,0.0,1.0
170312304001013,1.0,7.0,0.0,0.0,2.0
170312304001014,1.0,5.0,0.0,0.0,2.0
170312304001015,1.0,7.0,0.0,0.0,2.0
170312304001016,1.0,7.0,0.0,0.0,2.0
170312304002000,1.0,5.0,0.0,0.0,2.0
170312304002001,1.0,4.0,0.0,0.0,1.0
170312304002002,1.0,3.0,0.0,0.0,2.0
170312304002003,1.0,3.0,0.0,0.0,2.0
170312304002004,1.0,3.0,0.0,0.0,2.0
170312304002005,1.0,4.0,0.0,0.0,3.0
170312304002006,1.0,3.0,0.0,0.0,1.0
170312304002007,1.0,3.0,0.0,0.0,1.0
170312304002008,1.0,5.0,0.0,0.0,3.0
170312304002009,1.0,5.0,0.0,0.0,2.0
170312304002010,1.0,5.0,0.0,0.0,3.0
170312304002011,1.0,5.0,0.0,1.0,3.0
170312304002012,1.0,5.0,0.0,1.0,3.0
170312304002013,1.0,5.0,0.0,1.0,3.0
170312304002014,1.0,5.0,0.0,1.0,3.0
170312304002015,1.0,5.0,0.0,1.0,3.0
170312304002016,1.0,4.0,0.0,0.0,3.0
170312305001000,1.0,3.0,0.0,0.0,2.0
170312305001001,1.0,3.0,0.0,0.0,1.0
170312305001002,1.0,3.0,0.0,0.0,1.0
170312305001003,1.0,3.0,0.0,0.0,1.0
170312305001004,0.0,3.0,0.0,0.0,1.0
170312305001005,0.0,3.0,0.0,0.0,1.0
170312305001006,0.0,3.0,0.0,0.0,1.0
170312305001007,0.0,4.0,0.0,0.0,2.0
170312305001008,0.0,4.0,0.0,0.0,2.0
170312305001009,1.0,3.0,0.0,0.0,2.0
170312305001010,1.0,3.0,0.0,0.0,2.0
170312305001011,0.0,4.0,0.0,0.0,2.0
170312305001012,1.0,4.0,0.0,0.0,3.0
170312305001013,1.0,4.0,0.0,0.0,2.0
170312305001014,0.0,4.0,0.0,0.0,2.0
170312305001015,0.0,4.0,0.0,0.0,2.0
170312305001016,0.0,4.0,0.0,0.0,2.0
170312305001017,0.0,3.0,0.0,0.0,2.0
170312305001018,0.0,3.0,0.0,0.0,2.0
170312305001019,1.0,4.0,0.0,0.0,3.0
170312305002000,0.0,3.0,0.0,0.0,1.0
170312305002001,0.0,2.0,0.0,0.0,1.0
170312305002002,0.0,2.0,0.0,0.0,1.0
170312305002003,0.0,2.0,0.0,0.0,1.0
170312305002004,0.0,1.0,0.0,0.0,1.0
170312305002005,0.0,1.0,0.0,0.0,1.0
170312305002006,0.0,1.0,0.0,0.0,1.0
170312305002007,0.0,1.0,0.0,0.0,1.0
170312305002008,0.0,1.0,0.0,0.0,1.0
170312305002009,0.0,2.0,0.0,0.0,1.0
170312305002010,0.0,2.0,0.0,0.0,1.0
170312305002011,0.0,3.0,0.0,0.0,1.0
170312305002012,0.0,3.0,0.0,0.0,2.0
170312305002013,0.0,3.0,0.0,0.0,2.0
170312305002014,0.0,3.0,0.0,0.0,2.0
170312305002015,0.0,3.0,0.0,0.0,2.0
170312305002016,0.0,2.0,0.0,0.0,1.0
170312305002017,0.0,2.0,0.0,0.0,2.0
170312305002018,0.0,2.0,0.0,0.0,1.0
170312305002019,0.0,1.0,0.0,0.0,1.0
170312305002020,0.0,2.0,0.0,0.0,1.0
170312305002021,0.0,3.0,0.0,0.0,2.0
170312305002022,0.0,3.0,0.0,0.0,2.0
170312305002023,0.0,3.0,0.0,0.0,2.0
170312305002024,0.0,1.0,0.0,0.0,1.0
170312305002025,0.0,1.0,0.0,0.0,1.0
170312305002026,0.0,1.0,0.0,0.0,1.0
170312305002027,0.0,2.0,0.0,0.0,2.0
170312306001000,1.0,4.0,0.0,0.0,3.0
170312306001001,0.0,4.0,0.0,0.0,3.0
170312306001002,0.0,4.0,0.0,0.0,3.0
170312306001003,0.0,4.0,0.0,1.0,3.0
170312306001004,0.0,4.0,0.0,0.0,3.0
170312306001005,0.0,4.0,0.0,0.0,2.0
170312306001006,0.0,4.0,0.0,0.0,2.0
170312306001007,0.0,4.0,0.0,0.0,3.0
170312306001008,0.0,4.0,0.0,1.0,3.0
170312306001009,0.0,4.0,0.0,1.0,3.0
170312306001010,0.0,5.0,0.0,1.0,3.0
170312306001011,0.0,3.0,0.0,0.0,3.0
170312306001012,0.0,4.0,0.0,1.0,3.0
170312306001013,0.0,5.0,0.0,1.0,3.0
170312306001014,0.0,4.0,0.0,1.0,3.0
170312306002000,0.0,5.0,0.0,1.0,3.0
170312306002001,0.0,3.0,0.0,1.0,3.0
170312306002002,0.0,3.0,0.0,1.0,3.0
170312306002003,0.0,2.0,0.0,1.0,3.0
170312306002004,0.0,5.0,0.0,1.0,3.0
170312306002005,0.0,2.0,0.0,1.0,3.0
170312306002006,0.0,2.0,0.0,0.0,3.0
170312306002007,0.0,2.0,0.0,1.0,3.0
170312306002008,0.0,4.0,0.0,1.0,3.0
170312306002009,0.0,4.0,0.0,1.0,3.0
170312306002010,0.0,3.0,0.0,1.0,3.0
170312306002011,0.0,3.0,0.0,1.0,3.0
170312306002012,0.0,4.0,0.0,1.0,3.0
170312306003000,0.0,4.0,0.0,0.0,2.0
170312306003001,0.0,4.0,0.0,0.0,3.0
170312306003002,0.0,4.0,0.0,0.0,2.0
170312306003003,0.0,4.0,0.0,0.0,2.0
170312306003004,0.0,4.0,0.0,0.0,3.0
170312306003005,0.0,4.0,0.0,0.0,3.0
170312306003006,0.0,4.0,0.0,0.0,3.0
170312306003007,0.0,4.0,0.0,1.0,3.0
170312306003008,0.0,4.0,0.0,0.0,3.0
170312306003009,0.0,4.0,0.0,1.0,3.0
170312306003010,0.0,4.0,0.0,0.0,3.0
170312306003011,0.0,3.0,0.0,0.0,3.0
170312306003012,0.0,4.0,0.0,1.0,3.0
170312306003013,0.0,3.0,0.0,0.0,3.0
170312306003014,0.0,4.0,0.0,0.0,3.0
170312306003015,0.0,3.0,0.0,0.0,3.0
170312306003016,0.0,3.0,0.0,0.0,3.0
170312306003017,0.0,3.0,0.0,1.0,3.0
170312306003018,0.0,3.0,0.0,0.0,3.0
170312306003019,0.0,2.0,0.0,0.0,3.0
170312306004000,0.0,4.0,0.0,0.0,2.0
170312306004001,0.0,4.0,0.0,0.0,2.0
170312306004002,0.0,4.0,0.0,0.0,2.0
170312306004003,0.0,4.0,0.0,0.0,2.0
170312306004004,0.0,4.0,0.0,0.0,2.0
170312306004005,0.0,4.0,0.0,0.0,2.0
170312306004006,0.0,4.0,0.0,0.0,2.0
170312306004007,0.0,4.0,0.0,0.0,2.0
170312306004008,0.0,3.0,0.0,0.0,3.0
170312306004009,0.0,3.0,0.0,0.0,2.0
170312306004010,0.0,3.0,0.0,0.0,3.0
170312306004011,0.0,3.0,0.0,0.0,2.0
170312306004012,0.0,3.0,0.0,0.0,2.0
170312306004013,0.0,3.0,0.0,0.0,2.0
170312306004014,0.0,1.0,0.0,0.0,2.0
170312306004015,0.0,1.0,0.0,0.0,2.0
170312306004016,0.0,1.0,0.0,0.0,2.0
170312306004017,0.0,1.0,0.0,0.0,2.0
170312306005000,0.0,1.0,0.0,0.0,2.0
170312306005001,0.0,1.0,0.0,0.0,1.0
170312306005002,0.0,1.0,0.0,0.0,1.0
170312306005003,0.0,1.0,0.0,0.0,2.0
170312306005004,0.0,2.0,0.0,0.0,2.0
170312306005005,0.0,2.0,0.0,0.0,2.0
170312306005006,0.0,1.0,0.0,0.0,1.0
170312306005007,0.0,2.0,0.0,0.0,2.0
170312306005008,0.0,2.0,0.0,0.0,2.0
170312306005009,0.0,1.0,0.0,0.0,1.0
170312306005010,0.0,2.0,0.0,0.0,1.0
170312306005011,0.0,2.0,0.0,0.0,2.0
170312306006000,0.0,3.0,0.0,0.0,2.0
170312306006001,0.0,2.0,0.0,0.0,2.0
170312306006002,0.0,3.0,0.0,0.0,2.0
170312306006003,0.0,2.0,0.0,0.0,2.0
170312306006004,0.0,2.0,0.0,0.0,2.0
170312306006005,0.0,1.0,0.0,0.0,1.0
170312306006006,0.0,1.0,0.0,0.0,1.0
170312306006007,0.0,1.0,0.0,0.0,1.0
170312306006008,0.0,1.0,0.0,0.0,0.0
170312306006009,0.0,1.0,0.0,0.0,0.0
170312306006010,0.0,2.0,0.0,0.0,2.0
170312306006011,0.0,2.0,0.0,0.0,2.0
170312306006012,0.0,1.0,0.0,0.0,1.0
170312306006013,0.0,1.0,0.0,0.0,2.0
170312306006014,0.0,2.0,0.0,0.0,2.0
170312306006015,0.0,3.0,0.0,0.0,2.0
170312306006016,0.0,1.0,0.0,0.0,1.0
170312306006017,0.0,1.0,0.0,0.0,1.0
170312306006018,0.0,1.0,0.0,0.0,2.0
170312306006019,0.0,1.0,0.0,0.0,2.0
170312306006020,0.0,1.0,0.0,0.0,2.0
170312306006021,0.0,1.0,0.0,0.0,0.0
170312307001000,1.0,8.0,0.0,1.0,2.0
170312307001001,1.0,7.0,0.0,0.0,2.0
170312307001002,1.0,8.0,0.0,1.0,2.0
170312307001003,1.0,7.0,0.0,1.0,2.0
170312307001004,1.0,5.0,0.0,1.0,2.0
170312307001005,1.0,7.0,0.0,1.0,2.0
170312307001006,1.0,7.0,0.0,0.0,2.0
170312307001007,1.0,5.0,0.0,1.0,3.0
170312307001008,1.0,8.0,0.0,1.0,2.0
170312307001009,1.0,8.0,0.0,2.0,2.0
170312307001010,1.0,5.0,0.0,1.0,2.0
170312307001011,1.0,8.0,0.0,2.0,3.0
170312307001012,1.0,5.0,0.0,1.0,3.0
170312307001013,1.0,6.0,0.0,1.0,3.0
170312307001014,1.0,6.0,0.0,1.0,3.0
170312307001015,0.0,6.0,0.0,1.0,3.0
170312307001016,0.0,7.0,0.0,1.0,3.0
170312307001017,0.0,7.0,0.0,1.0,3.0
170312307001018,1.0,8.0,0.0,2.0,3.0
170312307002000,1.0,8.0,0.0,2.0,3.0
170312307002001,1.0,8.0,0.0,2.0,3.0
170312307002002,1.0,8.0,0.0,2.0,3.0
170312307002003,1.0,8.0,0.0,2.0,3.0
170312307002004,1.0,7.0,0.0,1.0,3.0
170312307002005,0.0,7.0,0.0,2.0,3.0
170312307002006,0.0,7.0,0.0,2.0,3.0
170312307002007,0.0,7.0,0.0,2.0,3.0
170312307002008,0.0,7.0,0.0,2.0,3.0
170312307002009,0.0,7.0,0.0,2.0,3.0
170312307002010,0.0,8.0,0.0,2.0,3.0
170312307002011,0.0,8.0,0.0,2.0,3.0
170312307002012,0.0,7.0,0.0,2.0,3.0
170312307002013,1.0,8.0,0.0,2.0,3.0
170312307002014,0.0,8.0,0.0,2.0,3.0
170312307002015,0.0,8.0,0.0,2.0,3.0
170312307002016,0.0,7.0,0.0,2.0,3.0
170312307002017,0.0,8.0,0.0,2.0,3.0
170312307002018,0.0,8.0,0.0,2.0,3.0
170312307003000,0.0,7.0,0.0,2.0,3.0
170312307003001,0.0,7.0,0.0,2.0,3.0
170312307003002,0.0,7.0,0.0,2.0,3.0
170312307003003,0.0,5.0,0.0,1.0,3.0
170312307003004,0.0,5.0,0.0,1.0,3.0
170312307003005,0.0,5.0,0.0,1.0,3.0
170312307003006,0.0,5.0,0.0,1.0,3.0
170312307003007,0.0,7.0,0.0,2.0,3.0
170312307003008,0.0,6.0,0.0,1.0,3.0
170312307003009,0.0,5.0,0.0,1.0,3.0
170312307003010,0.0,7.0,0.0,2.0,3.0
170312307003011,0.0,7.0,0.0,2.0,3.0
170312307003012,0.0,7.0,0.0,2.0,3.0
170312307003013,0.0,7.0,0.0,2.0,3.0
170312307003014,0.0,6.0,0.0,1.0,3.0
170312307003015,0.0,5.0,0.0,1.0,3.0
170312307003016,0.0,5.0,0.0,1.0,3.0
170312307003017,0.0,4.0,0.0,1.0,3.0
170312307003018,0.0,5.0,0.0,1.0,3.0
170312307003019,0.0,7.0,0.0,2.0,3.0
170312307003020,0.0,7.0,0.0,2.0,3.0
170312307003021,0.0,7.0,0.0,2.0,3.0
170312307003022,0.0,7.0,0.0,2.0,3.0
170312307003023,0.0,7.0,0.0,2.0,3.0
170312307003024,0.0,7.0,0.0,2.0,3.0
170312307003025,0.0,7.0,0.0,2.0,3.0
170312307003026,0.0,7.0,0.0,2.0,3.0
170312307003027,0.0,6.0,0.0,1.0,3.0
170312307004000,1.0,6.0,0.0,1.0,3.0
170312307004001,1.0,6.0,0.0,1.0,3.0
170312307004002,1.0,6.0,0.0,1.0,3.0
170312307004003,1.0,6.0,0.0,1.0,3.0
170312307004004,0.0,5.0,0.0,1.0,3.0
170312307004005,1.0,6.0,0.0,1.0,3.0
170312307004006,1.0,5.0,0.0,1.0,3.0
170312307004007,1.0,5.0,0.0,1.0,3.0
170312307004008,1.0,4.0,0.0,1.0,3.0
170312307004009,0.0,5.0,0.0,1.0,3.0
170312307004010,1.0,5.0,0.0,1.0,3.0
170312307004011,1.0,4.0,0.0,1.0,3.0
170312307004012,0.0,6.0,0.0,1.0,3.0
170312307004013,0.0,6.0,0.0,1.0,3.0
170312307004014,0.0,5.0,0.0,1.0,3.0
170312307004015,0.0,5.0,0.0,1.0,3.0
170312307004016,0.0,5.0,0.0,1.0,3.0
170312307004017,0.0,5.0,0.0,1.0,3.0
170312307004018,0.0,5.0,0.0,1.0,3.0
170312307004019,0.0,5.0,0.0,1.0,3.0
170312307004020,0.0,5.0,0.0,1.0,3.0
170312307004021,0.0,5.0,0.0,1.0,3.0
170312307004022,0.0,5.0,0.0,1.0,3.0
170312307004023,0.0,5.0,0.0,1.0,3.0
170312308001000,1.0,7.0,0.0,1.0,2.0
170312308001001,1.0,8.0,0.0,1.0,2.0
170312308001002,1.0,7.0,0.0,1.0,2.0
170312308001003,1.0,7.0,0.0,1.0,1.0
170312308001004,1.0,7.0,0.0,1.0,1.0
170312308001005,1.0,7.0,0.0,0.0,2.0
170312308001006,1.0,8.0,0.0,1.0,2.0
170312308001007,1.0,8.0,0.0,2.0,2.0
170312308001008,1.0,8.0,0.0,2.0,2.0
170312308001009,1.0,8.0,0.0,2.0,3.0
170312308001010,1.0,8.0,0.0,2.0,3.0
170312308001011,1.0,8.0,0.0,2.0,3.0
170312308001012,1.0,8.0,0.0,2.0,3.0
170312308001013,1.0,8.0,0.0,2.0,3.0
170312308001014,0.0,9.0,0.0,2.0,3.0
170312308001015,0.0,9.0,1.0,2.0,4.0
170312309001000,2.0,9.0,0.0,2.0,2.0
170312309001001,1.0,9.0,0.0,2.0,2.0
170312309001002,1.0,9.0,0.0,2.0,1.0
170312309001003,1.0,9.0,0.0,2.0,1.0
170312309001004,1.0,9.0,0.0,2.0,1.0
170312309001005,1.0,9.0,0.0,2.0,2.0
170312309001006,0.0,9.0,0.0,3.0,2.0
170312309001007,0.0,9.0,0.0,2.0,2.0
170312309001008,1.0,9.0,0.0,2.0,1.0
170312309001009,1.0,8.0,0.0,1.0,1.0
170312309001010,0.0,9.0,0.0,2.0,1.0
170312309001011,0.0,9.0,0.0,2.0,2.0
170312309001012,0.0,9.0,0.0,2.0,2.0
170312309001013,0.0,9.0,0.0,2.0,1.0
170312309001014,1.0,8.0,0.0,1.0,2.0
170312309001015,0.0,9.0,0.0,1.0,1.0
170312309001016,0.0,9.0,0.0,2.0,2.0
170312309001017,0.0,9.0,0.0,1.0,2.0
170312309001018,0.0,8.0,0.0,1.0,1.0
170312309001019,0.0,9.0,0.0,1.0,2.0
170312309001020,0.0,10.0,0.0,1.0,3.0
170312309001021,0.0,9.0,1.0,3.0,2.0
170312309001022,0.0,10.0,0.0,1.0,2.0
170312309001023,0.0,10.0,0.0,1.0,2.0
170312309002000,0.0,10.0,1.0,3.0,3.0
170312309002001,0.0,10.0,1.0,3.0,2.0
170312309002002,0.0,9.0,0.0,1.0,2.0
170312309002003,0.0,9.0,0.0,1.0,3.0
170312309002004,0.0,10.0,0.0,2.0,2.0
170312309002005,0.0,9.0,0.0,1.0,2.0
170312309002006,0.0,9.0,0.0,2.0,2.0
170312309002007,0.0,9.0,0.0,1.0,2.0
170312309002008,0.0,9.0,0.0,1.0,2.0
170312309002009,0.0,10.0,0.0,1.0,3.0
170312309002010,0.0,9.0,1.0,2.0,3.0
170312309002011,0.0,10.0,0.0,1.0,2.0
170312309002012,0.0,10.0,1.0,3.0,2.0
170312309002013,0.0,10.0,1.0,3.0,2.0
170312309002014,0.0,10.0,1.0,3.0,2.0
170312309002015,0.0,10.0,1.0,3.0,3.0
170312309002016,0.0,10.0,1.0,3.0,2.0
170312309002017,0.0,10.0,1.0,3.0,2.0
170312309002018,0.0,10.0,1.0,3.0,2.0
170312309002019,0.0,10.0,1.0,3.0,4.0
170312309003000,1.0,8.0,0.0,1.0,1.0
170312309003001,1.0,7.0,0.0,1.0,1.0
170312309003002,1.0,7.0,0.0,1.0,1.0
170312309003003,1.0,7.0,0.0,1.0,1.0
170312309003004,1.0,7.0,0.0,1.0,1.0
170312309003005,1.0,8.0,0.0,1.0,1.0
170312309003006,1.0,8.0,0.0,1.0,2.0
170312309003007,1.0,8.0,0.0,1.0,2.0
170312309003008,1.0,8.0,0.0,1.0,2.0
170312309003009,0.0,9.0,0.0,1.0,2.0
170312309003010,0.0,8.0,0.0,1.0,2.0
170312309003011,0.0,8.0,0.0,1.0,2.0
170312309003012,0.0,8.0,0.0,2.0,3.0
170312309003013,0.0,9.0,1.0,2.0,3.0
170312309003014,0.0,8.0,0.0,2.0,3.0
170312311001000,0.0,8.0,1.0,2.0,3.0
170312311001001,0.0,8.0,1.0,2.0,2.0
170312311001002,0.0,8.0,1.0,2.0,3.0
170312311001003,0.0,8.0,1.0,2.0,2.0
170312311001004,0.0,8.0,0.0,2.0,2.0
170312311001005,0.0,7.0,1.0,2.0,2.0
170312311001006,0.0,8.0,1.0,2.0,3.0
170312311001007,0.0,8.0,1.0,2.0,3.0
170312311001008,0.0,7.0,1.0,2.0,2.0
170312311001009,0.0,7.0,1.0,2.0,2.0
170312311001010,0.0,8.0,1.0,2.0,2.0
170312311001011,0.0,8.0,1.0,2.0,2.0
170312311001012,0.0,8.0,1.0,2.0,2.0
170312311001013,0.0,8.0,1.0,2.0,2.0
170312311001014,0.0,8.0,1.0,2.0,2.0
170312311001015,0.0,8.0,1.0,2.0,2.0
170312311001016,0.0,7.0,1.0,2.0,2.0
170312311001017,0.0,8.0,1.0,2.0,2.0
170312311001018,0.0,8.0,1.0,2.0,2.0
170312312001000,0.0,9.0,0.0,2.0,3.0
170312312001001,0.0,8.0,1.0,2.0,3.0
170312312001002,0.0,8.0,0.0,2.0,3.0
170312312001003,0.0,8.0,0.0,2.0,3.0
170312312001004,0.0,8.0,1.0,2.0,3.0
170312312001005,0.0,8.0,0.0,2.0,3.0
170312312001006,0.0,8.0,0.0,2.0,3.0
170312312001007,0.0,7.0,0.0,2.0,3.0
170312312001008,0.0,7.0,0.0,2.0,3.0
170312312001009,0.0,7.0,0.0,2.0,3.0
170312312001010,0.0,8.0,0.0,2.0,3.0
170312312001011,0.0,8.0,0.0,2.0,2.0
170312312001012,0.0,8.0,0.0,2.0,2.0
170312312001013,0.0,8.0,0.0,2.0,2.0
170312312001014,0.0,8.0,1.0,2.0,2.0
170312312001015,0.0,7.0,1.0,2.0,2.0
170312312002000,0.0,8.0,0.0,2.0,2.0
170312312002001,0.0,8.0,0.0,2.0,2.0
170312312002002,0.0,8.0,0.0,2.0,2.0
170312312002003,0.0,7.0,0.0,2.0,2.0
170312312002004,0.0,7.0,0.0,2.0,2.0
170312312002005,0.0,7.0,0.0,2.0,2.0
170312312002006,0.0,7.0,0.0,2.0,2.0
170312312002007,0.0,7.0,0.0,2.0,2.0
170312312002008,0.0,7.0,1.0,2.0,2.0
170312312002009,0.0,7.0,1.0,2.0,2.0
170312312002010,0.0,7.0,1.0,2.0,2.0
170312312002011,0.0,8.0,1.0,2.0,2.0
170312312002012,0.0,7.0,1.0,2.0,2.0
170312312002013,0.0,7.0,1.0,2.0,2.0
170312312002014,0.0,7.0,1.0,2.0,2.0
170312312003000,0.0,7.0,0.0,2.0,2.0
170312312003001,0.0,7.0,0.0,2.0,2.0
170312312003002,0.0,7.0,0.0,2.0,3.0
170312312003003,0.0,7.0,0.0,2.0,2.0
170312312003004,0.0,7.0,0.0,2.0,2.0
170312312003005,0.0,5.0,0.0,1.0,2.0
170312312003006,0.0,5.0,0.0,1.0,2.0
170312312003007,0.0,5.0,0.0,1.0,2.0
170312312003008,0.0,7.0,0.0,2.0,2.0
170312312003009,0.0,7.0,0.0,2.0,2.0
170312312003010,0.0,7.0,0.0,2.0,2.0
170312312003011,0.0,7.0,0.0,2.0,2.0
170312312003012,0.0,7.0,0.0,2.0,2.0
170312312003013,0.0,7.0,0.0,2.0,2.0
170312312003014,0.0,6.0,0.0,2.0,2.0
170312312004000,0.0,7.0,0.0,2.0,3.0
170312312004001,0.0,7.0,0.0,2.0,3.0
170312312004002,0.0,7.0,0.0,2.0,3.0
170312312004003,0.0,7.0,0.0,2.0,3.0
170312312004004,0.0,7.0,0.0,2.0,3.0
170312312004005,0.0,8.0,0.0,2.0,3.0
170312312004006,0.0,8.0,0.0,2.0,3.0
170312312004007,0.0,8.0,0.0,2.0,3.0
170312312004008,0.0,7.0,0.0,2.0,3.0
170312312004009,0.0,8.0,0.0,2.0,3.0
170312312004010,0.0,7.0,0.0,2.0,3.0
170312312004011,0.0,7.0,0.0,2.0,3.0
